preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
140,140,"KIMONO, UTILITY PANTS, SHORTS","Mint, Nude, Coral","Velvet, Corduroy",Brand_8,"Eco-friendly, Casual, Preppy",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
141,141,"BLAZERS, HOODIES & JACKETS, CHINOS","Green, Orange, Red","Leather, Polyester",Brand_12,"Streetwear, Cottagecore, Athleisure",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
143,143,"JOGGERS & PANTS, POLOS, BEACH WEAR","Green, Charcoal, Grey","Tencel, Silk",Brand_7,"Vintage, Luxury, Preppy",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
144,144,"COATS, SHORTS, TANKS","Pastel Green, Pink, Teal","Denim, Rayon",Brand_5,"Streetwear, Cottagecore, Y2K",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
145,145,"JOGGERS & PANTS, T-SHIRTS, SWEATSHIRTS","Checked, Camouflage, Grey","Wool, Corduroy",Brand_6,"Athleisure, Office Wear, Minimalist",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
146,146,"OVERSIZE TEE, BEACH WEAR, SWEATSHIRTS","Crimson, Black, Sky Blue","Rayon, Jacquard",Brand_13,"Streetwear, Preppy, Office Wear",Dark Skin,Petite Friendly,Low,2026-01-28 14:56:19
147,147,"TANKS, CHINOS, OVERSIZE TEE","Pink, Nude, Multi-color","Fleece, Linen",Brand_12,"Beach Wear, Hipster, Vintage",Neutral Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
148,148,"KIMONO, T-SHIRTS, HOODIES & JACKETS","Tie-dye, Coral, Mustard","Fleece, Jacquard",Brand_15,"Vintage, Preppy, Beach Wear",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
149,149,"UTILITY PANTS, COATS, HOODIES & JACKETS","Tan, Red, Blush","Cotton, Rayon",Brand_16,"Office Wear, Streetwear, Luxury",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
150,150,"HOODIES & JACKETS, DENIM JACKETS, SHORTS","Navy, Plaid, Coral","Denim, Wool",Brand_7,"Casual, Formal, Beach Wear",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
151,151,"HOODIES & JACKETS, UTILITY PANTS, BLAZERS","Blush, Sky Blue, Teal","Jacquard, Polyester",Brand_7,"Preppy, Vintage, Beach Wear",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
152,152,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Checked, Peach, Mustard","Silk, Bamboo",Brand_16,"Office Wear, Casual, Beach Wear",Medium Skin,Skinny Friendly,Medium,2026-03-08 21:50:44
153,153,"COATS, OVERSIZE TEE, T-SHIRTS","Black, Blue, Chocolate","Leather, Velvet",Brand_4,"Casual, Preppy, Formal",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
154,154,"TRACK PANTS, BEACH WEAR, UTILITY PANTS","Olive, Charcoal, Teal","Fleece, Wool",Brand_10,"Vintage, Cottagecore, Preppy",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
155,155,"POLOS, KIMONO, UTILITY PANTS","Red, Mint, Grey","Velvet, Jacquard",Brand_13,"Beach Wear, Casual, Athleisure",Medium Skin,Skinny Friendly,Low,2026-01-28 14:56:19
156,156,"TANKS, KIMONO, COATS","Striped, Pink, Peach","Cotton, Leather",Brand_3,"Cottagecore, Formal, Streetwear",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
157,157,"COATS, BLAZERS, POLOS","Teal, Maroon, Camouflage","Corduroy, Wool",Brand_16,"Hipster, Athleisure, Cottagecore",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
158,158,"T-SHIRTS, BEACH WEAR, COATS","Tie-dye, Sky Blue, Blue","Fleece, Corduroy",Brand_16,"Vintage, Beach Wear, Formal",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
159,159,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Charcoal, Mint, Teal","Wool, Denim",Brand_18,"Office Wear, Athleisure, Party Wear",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
160,160,"TANKS, COATS, UTILITY PANTS","Blue, Tan, Navy","Denim, Wool",Brand_11,"Hipster, Luxury, Eco-friendly",Medium Skin,Skinny Friendly,Low,2026-01-28 14:56:19
161,161,"HOODIES & JACKETS, OVERSIZE TEE, BEACH WEAR","Orange, Checked, Olive","Rayon, Denim",Brand_15,"Cottagecore, Luxury, Casual",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
162,162,"POLOS, T-SHIRTS, DENIM JACKETS","Pastel Blue, Brown, Yellow","Bamboo, Tencel",Brand_19,"Luxury, Minimalist, Casual",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
163,163,"SWEATSHIRTS, JOGGERS & PANTS, CHINOS","Tie-dye, Peach, Coral","Wool, Velvet",Brand_18,"Y2K, Streetwear, Vintage",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
165,165,"DENIM JACKETS, OVERSIZE TEE, CHINOS","Red, Pastel Green, Yellow","Corduroy, Silk",Brand_3,"Streetwear, Vintage, Eco-friendly",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
166,166,"T-SHIRTS, CARDIGANS, KIMONO","Pink, Camouflage, Blue","Jacquard, Polyester",Brand_4,"Vintage, Beach Wear, Athleisure",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
167,167,"BEACH WEAR, OVERSIZE TEE, POLOS","Grey, Mustard, Beige","Cotton, Corduroy",Brand_4,"Office Wear, Eco-friendly, Athleisure",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
168,168,"POLOS, TRACK PANTS, SWEATSHIRTS","Teal, Off-white, Olive","Wool, Jacquard",Brand_13,"Casual, Cottagecore, Athleisure",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
169,169,"JOGGERS & PANTS, BLAZERS, TANKS","Blue, Mustard, Crimson","Cotton, Linen",Brand_16,"Y2K, Vintage, Cottagecore",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
170,170,"JOGGERS & PANTS, SWEATSHIRTS, UTILITY PANTS","Navy, Multi-color, Orange","Denim, Modal",Brand_6,"Formal, Minimalist, Office Wear",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
171,171,"SHORTS, TRACK PANTS, OVERSIZE TEE","Plaid, Off-white, Checked","Rayon, Velvet",Brand_8,"Minimalist, Office Wear, Luxury",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
172,172,"TANKS, HOODIES & JACKETS, CHINOS","Mint, Orange, Crimson","Leather, Wool",Brand_7,"Party Wear, Office Wear, Preppy",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
173,173,"SWEATSHIRTS, BLAZERS, T-SHIRTS","Beige, Nude, Brown","Velvet, Linen",Brand_14,"Minimalist, Casual, Streetwear",Neutral Skin,Skinny Friendly,High,2026-01-28 14:56:19
175,175,"COATS, BEACH WEAR, OVERSIZE TEE","Tan, Polka Dot, Chocolate","Cotton, Fleece",Brand_9,"Beach Wear, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2026-01-28 14:56:19
176,176,"COATS, DENIM JACKETS, BLAZERS","Pink, Checked, Red","Jacquard, Leather",Brand_6,"Formal, Y2K, Cottagecore",Dark Skin,Petite Friendly,Low,2026-01-28 14:56:19
177,177,"CARDIGANS, DENIM JACKETS, KIMONO","Pastel Pink, Pastel Blue, Multi-color","Wool, Polyester",Brand_1,"Eco-friendly, Streetwear, Cottagecore",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
178,178,"SWEATSHIRTS, TANKS, BLAZERS","Black, Brown, Crimson","Bamboo, Tencel",Brand_15,"Athleisure, Vintage, Hipster",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
179,179,"OVERSIZE TEE, BEACH WEAR, TANKS","Brown, Crimson, Mustard","Fleece, Silk",Brand_19,"Streetwear, Party Wear, Vintage",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
180,180,"OVERSIZE TEE, JOGGERS & PANTS, HOODIES & JACKETS","Beige, Mustard, Checked","Fleece, Leather",Brand_6,"Hipster, Beach Wear, Eco-friendly",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
181,181,"OVERSIZE TEE, SWEATSHIRTS, TANKS","Charcoal, Peach, Black","Rayon, Velvet",Brand_17,"Luxury, Eco-friendly, Vintage",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
182,182,"POLOS, SWEATSHIRTS, OVERSIZE TEE","Polka Dot, Green, Chocolate","Modal, Tencel",Brand_16,"Formal, Athleisure, Beach Wear",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
183,183,"TANKS, OVERSIZE TEE, DENIM JACKETS","Brown, Mustard, Pastel Blue","Leather, Wool",Brand_4,"Cottagecore, Hipster, Preppy",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
184,184,"TANKS, BLAZERS, T-SHIRTS","Grey, Green, Chocolate","Fleece, Cotton",Brand_10,"Beach Wear, Streetwear, Hipster",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
185,185,"TRACK PANTS, CARDIGANS, KIMONO","Peach, Off-white, Blush","Silk, Fleece",Brand_2,"Beach Wear, Athleisure, Eco-friendly",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
187,187,"SHORTS, TANKS, SWEATSHIRTS","Grey, Tan, Multi-color","Silk, Denim",Brand_13,"Athleisure, Party Wear, Minimalist",Fair Skin,Skinny Friendly,High,2026-01-28 14:56:19
188,188,"TRACK PANTS, TANKS, KIMONO","Plaid, Yellow, Peach","Silk, Tencel",Brand_14,"Athleisure, Casual, Streetwear",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
189,189,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Yellow, Chocolate, Blue","Modal, Fleece",Brand_14,"Vintage, Luxury, Casual",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
190,190,"CARDIGANS, T-SHIRTS, TRACK PANTS","Coral, White, Blue","Wool, Fleece",Brand_17,"Minimalist, Cottagecore, Streetwear",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
191,191,"TANKS, BLAZERS, JOGGERS & PANTS","Teal, Peach, Olive","Bamboo, Tencel",Brand_9,"Preppy, Minimalist, Luxury",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
192,192,"POLOS, COATS, TRACK PANTS","Checked, Pink, Plaid","Jacquard, Corduroy",Brand_16,"Cottagecore, Luxury, Preppy",Fair Skin,Skinny Friendly,High,2026-01-28 14:56:19
193,193,"HOODIES & JACKETS, DENIM JACKETS, TANKS","Checked, Black, Brown","Denim, Silk",Brand_17,"Minimalist, Luxury, Cottagecore",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
194,194,"BEACH WEAR, CHINOS, DENIM JACKETS","Multi-color, Grey, Crimson","Cotton, Denim",Brand_17,"Formal, Beach Wear, Preppy",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
195,195,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Grey, Sky Blue, Pink","Silk, Rayon",Brand_12,"Beach Wear, Office Wear, Eco-friendly",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
197,197,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Checked, Pastel Pink, Nude","Denim, Corduroy",Brand_18,"Formal, Y2K, Hipster",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
198,198,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Sky Blue, Multi-color, Maroon","Corduroy, Rayon",Brand_7,"Eco-friendly, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2026-01-28 14:56:19
199,199,"CHINOS, POLOS, HOODIES & JACKETS","Sky Blue, Blue, Chocolate","Wool, Jacquard",Brand_13,"Cottagecore, Minimalist, Y2K",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
200,200,"DENIM JACKETS, BLAZERS, T-SHIRTS","Off-white, Maroon, Coral","Wool, Modal",Brand_17,"Formal, Office Wear, Party Wear",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
201,201,"SHORTS, JOGGERS & PANTS, CHINOS","Multi-color, Grey, Red","Linen, Velvet",Brand_3,"Office Wear, Preppy, Vintage",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
202,202,"KIMONO, JOGGERS & PANTS, BLAZERS","Multi-color, Pink, Maroon","Leather, Denim",Brand_12,"Office Wear, Casual, Streetwear",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
203,203,"SWEATSHIRTS, SHORTS, CHINOS","Mint, Red, Tie-dye","Wool, Silk",Brand_7,"Hipster, Eco-friendly, Casual",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
204,204,"BEACH WEAR, BLAZERS, JOGGERS & PANTS","Polka Dot, Red, Grey","Bamboo, Denim",Brand_15,"Luxury, Eco-friendly, Streetwear",Neutral Skin,Tall Friendly,Medium,2026-01-28 14:56:19
205,205,"BEACH WEAR, DENIM JACKETS, COATS","Sky Blue, Pastel Green, Teal","Bamboo, Tencel",Brand_8,"Beach Wear, Formal, Vintage",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
206,206,"CHINOS, POLOS, SWEATSHIRTS","Nude, Navy, White","Bamboo, Modal",Brand_2,"Vintage, Cottagecore, Hipster",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
207,207,"BEACH WEAR, JOGGERS & PANTS, OVERSIZE TEE","Plaid, White, Teal","Fleece, Linen",Brand_9,"Formal, Party Wear, Luxury",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
208,208,"KIMONO, OVERSIZE TEE, UTILITY PANTS","Pink, Mint, Yellow","Cotton, Leather",Brand_18,"Vintage, Beach Wear, Minimalist",Medium Skin,Petite Friendly,Medium,2026-03-08 21:50:44
209,209,"KIMONO, SHORTS, JOGGERS & PANTS","Plaid, White, Coral","Cotton, Tencel",Brand_13,"Preppy, Hipster, Casual",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
211,211,"UTILITY PANTS, T-SHIRTS, OVERSIZE TEE","Sky Blue, Olive, Crimson","Jacquard, Leather",Brand_4,"Eco-friendly, Streetwear, Party Wear",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
212,212,"SWEATSHIRTS, SHORTS, OVERSIZE TEE","Navy, Red, Orange","Bamboo, Tencel",Brand_7,"Luxury, Formal, Office Wear",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
213,213,"CHINOS, BLAZERS, UTILITY PANTS","Crimson, Peach, Chocolate","Denim, Bamboo",Brand_10,"Eco-friendly, Formal, Casual",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
214,214,"SWEATSHIRTS, BEACH WEAR, COATS","Maroon, Olive, Mustard","Cotton, Bamboo",Brand_12,"Cottagecore, Vintage, Athleisure",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
215,215,"COATS, BLAZERS, DENIM JACKETS","Orange, Striped, Pastel Green","Rayon, Silk",Brand_19,"Eco-friendly, Formal, Hipster",Neutral Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
216,216,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Orange, Navy, Nude","Modal, Jacquard",Brand_14,"Cottagecore, Streetwear, Eco-friendly",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
217,217,"KIMONO, JOGGERS & PANTS, DENIM JACKETS","Camouflage, Teal, Off-white","Bamboo, Fleece",Brand_7,"Beach Wear, Minimalist, Party Wear",Fair Skin,Skinny Friendly,Low,2026-01-28 14:56:19
218,218,"POLOS, JOGGERS & PANTS, BEACH WEAR","Tie-dye, Polka Dot, Orange","Silk, Velvet",Brand_12,"Hipster, Vintage, Streetwear",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
220,220,"COATS, BLAZERS, T-SHIRTS","White, Red, Polka Dot","Polyester, Velvet",Brand_15,"Formal, Y2K, Beach Wear",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
221,221,"POLOS, HOODIES & JACKETS, SHORTS","Tan, Peach, Navy","Corduroy, Wool",Brand_15,"Y2K, Eco-friendly, Office Wear",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
222,222,"HOODIES & JACKETS, CARDIGANS, CHINOS","Multi-color, Charcoal, Grey","Linen, Tencel",Brand_18,"Preppy, Vintage, Cottagecore",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
223,223,"JOGGERS & PANTS, BEACH WEAR, BLAZERS","White, Tie-dye, Coral","Polyester, Corduroy",Brand_15,"Hipster, Casual, Preppy",Medium Skin,Tall Friendly,Medium,2026-01-28 14:56:19
224,224,"TANKS, COATS, CARDIGANS","Multi-color, Charcoal, Peach","Fleece, Jacquard",Brand_16,"Beach Wear, Streetwear, Cottagecore",Medium Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
225,225,"T-SHIRTS, KIMONO, SHORTS","Plaid, Pastel Pink, Pastel Blue","Jacquard, Rayon",Brand_6,"Hipster, Casual, Luxury",Medium Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
226,226,"SHORTS, SWEATSHIRTS, KIMONO","Maroon, Orange, Tan","Tencel, Silk",Brand_18,"Formal, Vintage, Minimalist",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
227,227,"KIMONO, DENIM JACKETS, BLAZERS","Nude, Blue, Striped","Wool, Linen",Brand_9,"Beach Wear, Streetwear, Vintage",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
228,228,"UTILITY PANTS, TANKS, OVERSIZE TEE","Mint, Pastel Blue, Coral","Fleece, Rayon",Brand_8,"Y2K, Beach Wear, Cottagecore",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
229,229,"KIMONO, POLOS, BLAZERS","Pastel Blue, White, Navy","Fleece, Cotton",Brand_8,"Formal, Streetwear, Casual",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
230,230,"DENIM JACKETS, UTILITY PANTS, CHINOS","Brown, Pink, Striped","Corduroy, Cotton",Brand_17,"Office Wear, Y2K, Preppy",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
231,231,"T-SHIRTS, BLAZERS, TANKS","Tie-dye, Polka Dot, Orange","Tencel, Modal",Brand_14,"Cottagecore, Athleisure, Beach Wear",Fair Skin,Tall Friendly,Low,2026-03-08 21:50:44
232,232,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Brown, Maroon, Olive","Leather, Rayon",Brand_3,"Casual, Office Wear, Preppy",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
233,233,"POLOS, SHORTS, HOODIES & JACKETS","Off-white, Polka Dot, Orange","Rayon, Fleece",Brand_13,"Preppy, Beach Wear, Eco-friendly",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
234,234,"TANKS, CHINOS, KIMONO","Beige, Tie-dye, Chocolate","Rayon, Tencel",Brand_19,"Luxury, Vintage, Minimalist",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
235,235,"BLAZERS, TANKS, CHINOS","Teal, Chocolate, Sky Blue","Fleece, Tencel",Brand_9,"Minimalist, Hipster, Streetwear",Neutral Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
236,236,"KIMONO, POLOS, JOGGERS & PANTS","Tan, Green, Orange","Velvet, Denim",Brand_15,"Preppy, Y2K, Vintage",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
237,237,"OVERSIZE TEE, TRACK PANTS, POLOS","Orange, Chocolate, Charcoal","Bamboo, Rayon",Brand_6,"Beach Wear, Formal, Office Wear",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
238,238,"HOODIES & JACKETS, TRACK PANTS, DENIM JACKETS","Crimson, Charcoal, Camouflage","Leather, Corduroy",Brand_16,"Party Wear, Vintage, Beach Wear",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
239,239,"BEACH WEAR, JOGGERS & PANTS, UTILITY PANTS","White, Grey, Brown","Fleece, Rayon",Brand_10,"Casual, Vintage, Formal",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
240,240,"KIMONO, OVERSIZE TEE, TANKS","Pastel Pink, Grey, Peach","Modal, Linen",Brand_16,"Preppy, Luxury, Casual",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
241,241,"TRACK PANTS, UTILITY PANTS, OVERSIZE TEE","Grey, Pastel Blue, Beige","Cotton, Bamboo",Brand_2,"Hipster, Athleisure, Y2K",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
242,242,"POLOS, CARDIGANS, UTILITY PANTS","Sky Blue, Tie-dye, Pastel Green","Bamboo, Polyester",Brand_3,"Beach Wear, Athleisure, Streetwear",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
243,243,"JOGGERS & PANTS, COATS, CHINOS","Chocolate, Camouflage, Beige","Corduroy, Tencel",Brand_10,"Vintage, Beach Wear, Casual",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
244,244,"CHINOS, BEACH WEAR, JOGGERS & PANTS","Pastel Green, Red, Olive","Bamboo, Tencel",Brand_18,"Hipster, Beach Wear, Athleisure",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
245,245,"SWEATSHIRTS, CHINOS, OVERSIZE TEE","Polka Dot, Green, Off-white","Fleece, Polyester",Brand_4,"Streetwear, Vintage, Y2K",Medium Skin,Petite Friendly,Medium,2026-03-08 21:50:44
246,246,"BLAZERS, OVERSIZE TEE, CHINOS","Beige, Pastel Green, Brown","Tencel, Leather",Brand_7,"Luxury, Casual, Preppy",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
247,247,"SHORTS, COATS, POLOS","Black, Grey, Multi-color","Corduroy, Silk",Brand_18,"Luxury, Casual, Party Wear",Neutral Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
248,248,"SHORTS, SWEATSHIRTS, BEACH WEAR","Blue, Tan, Multi-color","Jacquard, Fleece",Brand_19,"Streetwear, Preppy, Athleisure",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
249,249,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Off-white, Tie-dye, Red","Jacquard, Fleece",Brand_5,"Athleisure, Streetwear, Hipster",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
250,250,"CARDIGANS, BEACH WEAR, BLAZERS","Orange, Pastel Green, Tie-dye","Wool, Jacquard",Brand_13,"Beach Wear, Office Wear, Eco-friendly",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
251,251,"TRACK PANTS, CARDIGANS, UTILITY PANTS","Pink, Polka Dot, Striped","Polyester, Corduroy",Brand_11,"Athleisure, Cottagecore, Preppy",Fair Skin,Skinny Friendly,Low,2026-01-28 14:56:19
252,252,"DENIM JACKETS, TRACK PANTS, BEACH WEAR","Plaid, Black, White","Leather, Fleece",Brand_18,"Office Wear, Party Wear, Y2K",Neutral Skin,Skinny Friendly,High,2026-01-28 14:56:19
253,253,"HOODIES & JACKETS, BLAZERS, OVERSIZE TEE","Red, Green, Pink","Linen, Silk",Brand_5,"Luxury, Casual, Preppy",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
254,254,"JOGGERS & PANTS, KIMONO, OVERSIZE TEE","White, Nude, Red","Modal, Bamboo",Brand_11,"Formal, Vintage, Beach Wear",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
255,255,"SHORTS, TRACK PANTS, POLOS","Tie-dye, Pastel Pink, Camouflage","Velvet, Modal",Brand_5,"Preppy, Vintage, Luxury",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
256,256,"SWEATSHIRTS, POLOS, DENIM JACKETS","Mustard, Off-white, Sky Blue","Denim, Fleece",Brand_12,"Beach Wear, Casual, Eco-friendly",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
257,257,"BLAZERS, DENIM JACKETS, SWEATSHIRTS","Grey, Red, Tie-dye","Polyester, Bamboo",Brand_15,"Preppy, Streetwear, Eco-friendly",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
258,258,"POLOS, BLAZERS, DENIM JACKETS","Sky Blue, Mustard, Maroon","Wool, Rayon",Brand_1,"Casual, Eco-friendly, Athleisure",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
259,259,"DENIM JACKETS, TRACK PANTS, SHORTS","Camouflage, Pastel Green, Black","Bamboo, Tencel",Brand_13,"Streetwear, Vintage, Cottagecore",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
260,260,"POLOS, COATS, TANKS","Maroon, Striped, Sky Blue","Tencel, Rayon",Brand_3,"Luxury, Y2K, Party Wear",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
261,261,"T-SHIRTS, TRACK PANTS, COATS","Orange, Maroon, Crimson","Silk, Rayon",Brand_4,"Athleisure, Beach Wear, Vintage",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
262,262,"TRACK PANTS, POLOS, CHINOS","Camouflage, Blush, Nude","Silk, Cotton",Brand_8,"Athleisure, Party Wear, Beach Wear",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
263,263,"SWEATSHIRTS, DENIM JACKETS, COATS","Off-white, Beige, Striped","Velvet, Bamboo",Brand_15,"Streetwear, Minimalist, Eco-friendly",Neutral Skin,Tall Friendly,Medium,2026-01-28 14:56:19
265,265,"T-SHIRTS, COATS, UTILITY PANTS","Pastel Pink, Pastel Blue, Multi-color","Silk, Velvet",Brand_16,"Party Wear, Minimalist, Cottagecore",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
266,266,"TRACK PANTS, OVERSIZE TEE, HOODIES & JACKETS","Peach, Pastel Pink, Polka Dot","Polyester, Modal",Brand_8,"Party Wear, Preppy, Athleisure",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
267,267,"CHINOS, CARDIGANS, POLOS","Blue, Camouflage, Pastel Blue","Bamboo, Tencel",Brand_9,"Athleisure, Preppy, Hipster",Medium Skin,Tall Friendly,Medium,2026-01-28 14:56:19
268,268,"SWEATSHIRTS, COATS, BLAZERS","Mustard, Off-white, Striped","Polyester, Rayon",Brand_13,"Y2K, Athleisure, Beach Wear",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
269,269,"TANKS, POLOS, OVERSIZE TEE","Beige, Navy, Off-white","Linen, Corduroy",Brand_10,"Preppy, Casual, Streetwear",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
270,270,"KIMONO, CHINOS, COATS","Tan, Pastel Pink, Blush","Jacquard, Corduroy",Brand_8,"Formal, Casual, Office Wear",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
271,271,"SHORTS, SWEATSHIRTS, BEACH WEAR","White, Teal, Yellow","Bamboo, Tencel",Brand_8,"Party Wear, Preppy, Eco-friendly",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
272,272,"BEACH WEAR, SHORTS, CARDIGANS","Mint, Pastel Blue, Teal","Corduroy, Velvet",Brand_11,"Office Wear, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
273,273,"CARDIGANS, HOODIES & JACKETS, T-SHIRTS","Off-white, Multi-color, White","Linen, Wool",Brand_9,"Athleisure, Preppy, Eco-friendly",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
274,274,"HOODIES & JACKETS, TRACK PANTS, KIMONO","Multi-color, Green, Pastel Green","Velvet, Polyester",Brand_10,"Streetwear, Cottagecore, Office Wear",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
