product_id,name,category,stock_count,stock_status,price,_curated_at,_dataset_type
398.0,rustic tailored denim jackets,DENIM JACKETS,44.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
399.0,elegant comfy polos,POLOS,6.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
400.0,modern neutral chinos,CHINOS,28.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
401.0,minimalist classic denim jackets,DENIM JACKETS,22.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
402.0,edgy elegant oversize tee,OVERSIZE TEE,13.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
403.0,essential luxury blazers,BLAZERS,8.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
404.0,sporty rustic oversize tee,OVERSIZE TEE,9.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
405.0,neutral trendy kimono,KIMONO,16.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
406.0,heritage casual utility pants,UTILITY PANTS,48.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
407.0,preppy minimalist utility pants,UTILITY PANTS,7.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
408.0,luxury bright cardigans,CARDIGANS,46.0,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
409.0,trendy modern chinos,CHINOS,7.0,In Stock,6500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
410.0,luxury sporty shorts,SHORTS,25.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
411.0,casual retro sweatshirts,SWEATSHIRTS,31.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
412.0,modern sporty kimono,KIMONO,26.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
413.0,bright wide leg oversize tee,OVERSIZE TEE,28.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
414.0,minimalist preppy oversize tee,OVERSIZE TEE,1.0,Low Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
415.0,oversized refined kimono,KIMONO,34.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
416.0,dynamic wide leg shorts,SHORTS,18.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
417.0,casual rustic beach wear,BEACH WEAR,46.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
418.0,functional textured cardigans,CARDIGANS,39.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
419.0,bold neutral tanks,TANKS,30.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
420.0,vintage layered track pants,TRACK PANTS,37.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
421.0,refined chic oversize tee,OVERSIZE TEE,3.0,Low Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
422.0,dynamic neutral kimono,KIMONO,1.0,Low Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
423.0,chic casual hoodies & jackets,HOODIES & JACKETS,35.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
424.0,preppy tailored cardigans,CARDIGANS,19.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
425.0,dynamic structured chinos,CHINOS,47.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
426.0,minimalist relaxed joggers & pants,JOGGERS & PANTS,29.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
427.0,wide leg bold beach wear,BEACH WEAR,19.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
428.0,comfy dynamic polos,POLOS,39.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
429.0,smart relaxed kimono,KIMONO,2.0,Low Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
430.0,,SHORTS,25.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
431.0,layered rustic chinos,CHINOS,7.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
432.0,retro oversized denim jackets,DENIM JACKETS,45.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
433.0,relaxed textured blazers,BLAZERS,16.0,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
434.0,relaxed patterned cardigans,CARDIGANS,13.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
435.0,trendy slim fit kimono,KIMONO,38.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
436.0,wide leg oversized denim jackets,DENIM JACKETS,0.0,Out of Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
437.0,luxury oversized blazers,BLAZERS,35.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
438.0,oversized bold beach wear,BEACH WEAR,22.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
439.0,dynamic trendy sweatshirts,SWEATSHIRTS,2.0,Low Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
440.0,urban refined chinos,CHINOS,36.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
441.0,comfy edgy coats,COATS,46.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
442.0,casual bold coats,COATS,34.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
443.0,lightweight patterned cardigans,CARDIGANS,32.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
444.0,refined bold track pants,NAN,8.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,edgy relaxed oversize tee,NAN,35.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
446.0,camo tailored cardigans,CARDIGANS,19.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
447.0,,BEACH WEAR,21.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
448.0,edgy luxury joggers & pants,JOGGERS & PANTS,22.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
449.0,lightweight patterned denim jackets,DENIM JACKETS,44.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
450.0,wide leg trendy oversize tee,OVERSIZE TEE,30.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,rustic minimalist hoodies & jackets,HOODIES & JACKETS,47.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,lightweight edgy chinos,CHINOS,4.0,Low Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
453.0,luxury textured hoodies & jackets,HOODIES & JACKETS,0.0,Out of Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
454.0,heritage refined blazers,BLAZERS,16.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
455.0,layered oversized joggers & pants,JOGGERS & PANTS,49.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
456.0,patterned relaxed tanks,TANKS,35.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
457.0,structured classic blazers,BLAZERS,0.0,Out of Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
458.0,structured neutral coats,COATS,0.0,Out of Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
459.0,comfy classic oversize tee,OVERSIZE TEE,11.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
460.0,soft comfy t-shirts,T-SHIRTS,48.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,structured layered tanks,TANKS,5.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
462.0,layered bright blazers,BLAZERS,37.0,In Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
463.0,urban smart coats,COATS,31.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
464.0,camo soft polos,POLOS,20.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
465.0,statement bold utility pants,UTILITY PANTS,44.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
466.0,neutral vintage utility pants,UTILITY PANTS,2.0,Low Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
467.0,patterned dynamic coats,COATS,36.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
468.0,casual refined utility pants,UTILITY PANTS,7.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
469.0,chic essential chinos,CHINOS,46.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
470.0,essential layered denim jackets,NAN,33.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
471.0,preppy preppy cardigans,CARDIGANS,40.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,preppy camo beach wear,BEACH WEAR,36.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
473.0,modern bold blazers,NAN,6.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
474.0,camo edgy shorts,SHORTS,34.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
475.0,lightweight camo polos,POLOS,36.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
476.0,chic tailored chinos,CHINOS,38.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
477.0,retro soft kimono,KIMONO,46.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
478.0,slim fit casual sweatshirts,SWEATSHIRTS,13.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
479.0,preppy bright shorts,NAN,17.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
480.0,rustic smart denim jackets,DENIM JACKETS,35.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
481.0,luxury heritage track pants,TRACK PANTS,13.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
482.0,textured dynamic track pants,TRACK PANTS,24.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
483.0,sporty bright kimono,KIMONO,31.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
484.0,minimalist rustic hoodies & jackets,HOODIES & JACKETS,24.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
485.0,essential minimalist denim jackets,DENIM JACKETS,0.0,Out of Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
486.0,textured elegant denim jackets,DENIM JACKETS,,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,essential heritage t-shirts,T-SHIRTS,38.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
488.0,urban elegant sweatshirts,SWEATSHIRTS,1.0,Low Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
489.0,elegant statement hoodies & jackets,HOODIES & JACKETS,25.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
490.0,bold classic chinos,CHINOS,7.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
491.0,layered vintage blazers,BLAZERS,44.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
492.0,,CARDIGANS,4.0,Low Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
493.0,minimalist luxury chinos,CHINOS,13.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
494.0,elegant wide leg track pants,TRACK PANTS,4.0,Low Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
495.0,rustic chic cardigans,CARDIGANS,28.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
496.0,soft minimalist hoodies & jackets,HOODIES & JACKETS,14.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
497.0,layered heritage t-shirts,T-SHIRTS,2.0,Low Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
498.0,urban dynamic cardigans,CARDIGANS,44.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
499.0,modern functional tanks,TANKS,29.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
500.0,tailored comfy sweatshirts,NAN,45.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
501.0,slim fit luxury shorts,SHORTS,7.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
502.0,vintage layered hoodies & jackets,HOODIES & JACKETS,12.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
503.0,refined patterned hoodies & jackets,HOODIES & JACKETS,5.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
504.0,functional edgy cardigans,CARDIGANS,42.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,layered statement chinos,CHINOS,5.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
506.0,elegant sporty sweatshirts,SWEATSHIRTS,31.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
507.0,chic preppy track pants,TRACK PANTS,34.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
508.0,retro neutral utility pants,UTILITY PANTS,44.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
509.0,rustic smart denim jackets,DENIM JACKETS,47.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
510.0,structured comfy t-shirts,T-SHIRTS,6.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
511.0,layered trendy blazers,BLAZERS,21.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
512.0,classic statement chinos,CHINOS,7.0,In Stock,6500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
513.0,structured rustic hoodies & jackets,HOODIES & JACKETS,11.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
514.0,wide leg slim fit joggers & pants,JOGGERS & PANTS,9.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
515.0,casual camo cardigans,CARDIGANS,18.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
516.0,slim fit functional joggers & pants,JOGGERS & PANTS,7.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
517.0,casual minimalist coats,NAN,25.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,slim fit sporty cardigans,CARDIGANS,4.0,Low Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
519.0,urban rustic utility pants,UTILITY PANTS,9.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
520.0,tailored wide leg t-shirts,T-SHIRTS,31.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
521.0,soft casual polos,POLOS,3.0,Low Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
522.0,luxury functional track pants,TRACK PANTS,34.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
523.0,slim fit classic utility pants,UTILITY PANTS,18.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
524.0,wide leg smart sweatshirts,SWEATSHIRTS,40.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
525.0,bold luxury denim jackets,DENIM JACKETS,43.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
526.0,heritage heritage polos,POLOS,45.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
527.0,elegant minimalist utility pants,UTILITY PANTS,2.0,Low Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
528.0,comfy functional beach wear,BEACH WEAR,46.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
529.0,trendy preppy kimono,KIMONO,16.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
530.0,trendy refined beach wear,BEACH WEAR,32.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
531.0,urban statement denim jackets,DENIM JACKETS,44.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
532.0,chic functional oversize tee,OVERSIZE TEE,50.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,smart rustic hoodies & jackets,HOODIES & JACKETS,6.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
534.0,relaxed retro polos,POLOS,18.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,preppy elegant sweatshirts,SWEATSHIRTS,47.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
536.0,,OVERSIZE TEE,29.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
537.0,oversized vintage kimono,KIMONO,3.0,Low Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
538.0,comfy textured t-shirts,T-SHIRTS,3.0,Low Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
539.0,relaxed functional cardigans,CARDIGANS,48.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
540.0,patterned oversized blazers,BLAZERS,15.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
541.0,structured refined tanks,TANKS,41.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
542.0,vintage heritage tanks,TANKS,9.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
543.0,minimalist trendy shorts,SHORTS,32.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
544.0,casual edgy utility pants,NAN,41.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
545.0,oversized vintage joggers & pants,JOGGERS & PANTS,23.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
546.0,structured statement kimono,KIMONO,2.0,Low Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
547.0,smart oversized shorts,SHORTS,29.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
548.0,sporty lightweight kimono,KIMONO,24.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
549.0,vintage smart track pants,TRACK PANTS,26.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
550.0,casual tailored denim jackets,DENIM JACKETS,17.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
551.0,trendy bright denim jackets,NAN,26.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
552.0,casual structured t-shirts,T-SHIRTS,,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
553.0,dynamic chic kimono,KIMONO,13.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,bold statement coats,COATS,23.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
555.0,soft relaxed shorts,SHORTS,35.0,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
556.0,neutral layered track pants,TRACK PANTS,37.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
557.0,chic retro track pants,TRACK PANTS,30.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
558.0,wide leg rustic kimono,KIMONO,48.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
559.0,elegant refined sweatshirts,SWEATSHIRTS,42.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
560.0,bright dynamic oversize tee,OVERSIZE TEE,45.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,minimalist functional coats,COATS,44.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
562.0,edgy edgy shorts,SHORTS,39.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
563.0,textured modern shorts,SHORTS,6.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
564.0,elegant tailored utility pants,UTILITY PANTS,4.0,Low Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
565.0,chic oversized coats,COATS,24.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
566.0,,CARDIGANS,7.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
567.0,lightweight preppy shorts,SHORTS,17.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
568.0,slim fit soft t-shirts,T-SHIRTS,23.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
569.0,layered retro track pants,TRACK PANTS,6.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
570.0,tailored neutral sweatshirts,SWEATSHIRTS,16.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
571.0,slim fit oversized oversize tee,OVERSIZE TEE,39.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
572.0,sporty structured track pants,TRACK PANTS,26.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
573.0,oversized luxury cardigans,CARDIGANS,47.0,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
574.0,camo functional blazers,BLAZERS,41.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
575.0,smart sporty coats,COATS,40.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
576.0,retro patterned track pants,TRACK PANTS,49.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
577.0,classic neutral shorts,SHORTS,26.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
578.0,functional soft utility pants,UTILITY PANTS,38.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
579.0,casual dynamic tanks,TANKS,36.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
580.0,vintage preppy shorts,SHORTS,26.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
581.0,preppy edgy blazers,BLAZERS,5.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
582.0,soft trendy beach wear,NAN,29.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
583.0,heritage neutral sweatshirts,SWEATSHIRTS,3.0,Low Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
584.0,elegant elegant denim jackets,DENIM JACKETS,25.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
585.0,essential relaxed hoodies & jackets,HOODIES & JACKETS,20.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
586.0,trendy textured blazers,BLAZERS,20.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
587.0,functional edgy joggers & pants,JOGGERS & PANTS,48.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
588.0,edgy elegant utility pants,UTILITY PANTS,46.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,bold essential beach wear,NAN,43.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
590.0,soft sporty track pants,TRACK PANTS,3.0,Low Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
591.0,rustic tailored polos,POLOS,47.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
592.0,patterned retro cardigans,CARDIGANS,35.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
593.0,trendy urban polos,POLOS,18.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
594.0,neutral rustic track pants,TRACK PANTS,39.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
595.0,retro smart cardigans,CARDIGANS,34.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
596.0,sporty slim fit beach wear,BEACH WEAR,37.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
597.0,urban classic shorts,SHORTS,21.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
598.0,sporty camo chinos,NAN,3.0,Low Stock,6500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
599.0,,NAN,18.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
600.0,trendy trendy utility pants,UTILITY PANTS,3.0,Low Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
601.0,bold essential beach wear,BEACH WEAR,5.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
602.0,trendy patterned chinos,CHINOS,32.0,In Stock,7000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
603.0,heritage modern t-shirts,T-SHIRTS,32.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
604.0,modern retro track pants,TRACK PANTS,11.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
605.0,,HOODIES & JACKETS,43.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
606.0,relaxed camo shorts,SHORTS,8.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
607.0,trendy rustic polos,POLOS,43.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
608.0,retro urban kimono,KIMONO,42.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
609.0,urban neutral cardigans,CARDIGANS,17.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
610.0,statement textured t-shirts,T-SHIRTS,48.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
611.0,rustic statement tanks,TANKS,36.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
612.0,luxury layered chinos,CHINOS,16.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
