product_id,name,category,color,fabric,price,price_category,stock_status,semantic_tags,_enriched_at,_curated_at,_dataset_type
,edgy relaxed oversize tee,NAN,Charcoal,Modal,3500.0,Mid-Range,In Stock,"nan, charcoal, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
446.0,camo tailored cardigans,CARDIGANS,Sky Blue,Corduroy,11500.0,Premium,In Stock,"cardigans, sky blue, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
447.0,,BEACH WEAR,Blue,Denim,5000.0,Premium,In Stock,"beach wear, blue, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
448.0,edgy luxury joggers & pants,JOGGERS & PANTS,Sky Blue,Silk,2500.0,Mid-Range,In Stock,"joggers & pants, sky blue, silk, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
449.0,lightweight patterned denim jackets,DENIM JACKETS,Nude,Jacquard,10500.0,Premium,In Stock,"denim jackets, nude, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
450.0,wide leg trendy oversize tee,OVERSIZE TEE,Pastel Blue,Wool,3000.0,Mid-Range,In Stock,"oversize tee, pastel blue, wool, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,rustic minimalist hoodies & jackets,HOODIES & JACKETS,Orange,Tencel,15000.0,Premium,In Stock,"hoodies & jackets, orange, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,lightweight edgy chinos,CHINOS,Beige,Fleece,5500.0,Premium,Low Stock,"chinos, beige, fleece, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
453.0,luxury textured hoodies & jackets,HOODIES & JACKETS,Off-White,Modal,13500.0,Premium,Out of Stock,"hoodies & jackets, off-white, modal, premium, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
454.0,heritage refined blazers,BLAZERS,Brown,Denim,9500.0,Premium,In Stock,"blazers, brown, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
455.0,layered oversized joggers & pants,JOGGERS & PANTS,Black,Modal,5000.0,Premium,In Stock,"joggers & pants, black, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
456.0,patterned relaxed tanks,TANKS,Pastel Blue,Corduroy,4000.0,Mid-Range,In Stock,"tanks, pastel blue, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
457.0,structured classic blazers,BLAZERS,Tie-Dye,Jacquard,9000.0,Premium,Out of Stock,"blazers, tie-dye, jacquard, premium, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
458.0,structured neutral coats,COATS,Grey,Wool,12500.0,Premium,Out of Stock,"coats, grey, wool, premium, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
459.0,comfy classic oversize tee,OVERSIZE TEE,Off-White,Modal,3000.0,Mid-Range,In Stock,"oversize tee, off-white, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
460.0,soft comfy t-shirts,T-SHIRTS,Blush,Wool,2500.0,Mid-Range,In Stock,"t-shirts, blush, wool, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,structured layered tanks,TANKS,Polka Dot,Linen,5000.0,Premium,In Stock,"tanks, polka dot, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
462.0,layered bright blazers,BLAZERS,Tan,Silk,11000.0,Premium,In Stock,"blazers, tan, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
463.0,urban smart coats,COATS,Coral,Denim,15000.0,Premium,In Stock,"coats, coral, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
464.0,camo soft polos,POLOS,Charcoal,Modal,5000.0,Premium,In Stock,"polos, charcoal, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
465.0,statement bold utility pants,UTILITY PANTS,Unknown,Silk,8500.0,Premium,In Stock,"utility pants, unknown, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
466.0,neutral vintage utility pants,UTILITY PANTS,Black,Linen,9500.0,Premium,Low Stock,"utility pants, black, linen, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
467.0,patterned dynamic coats,COATS,Chocolate,Denim,8500.0,Premium,In Stock,"coats, chocolate, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
468.0,casual refined utility pants,UTILITY PANTS,Olive,Corduroy,8000.0,Premium,In Stock,"utility pants, olive, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
469.0,chic essential chinos,CHINOS,Tie-Dye,Corduroy,4000.0,Mid-Range,In Stock,"chinos, tie-dye, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
470.0,essential layered denim jackets,NAN,Chocolate,Leather,12500.0,Premium,In Stock,"nan, chocolate, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
471.0,preppy preppy cardigans,CARDIGANS,Pastel Pink,Fleece,14000.0,Premium,In Stock,"cardigans, pastel pink, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,preppy camo beach wear,BEACH WEAR,Camouflage,Rayon,4000.0,Mid-Range,In Stock,"beach wear, camouflage, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
473.0,modern bold blazers,NAN,Pastel Pink,Bamboo,15000.0,Premium,In Stock,"nan, pastel pink, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
474.0,camo edgy shorts,SHORTS,Mint,Leather,2500.0,Mid-Range,In Stock,"shorts, mint, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
475.0,lightweight camo polos,POLOS,Crimson,Denim,5000.0,Premium,In Stock,"polos, crimson, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
476.0,chic tailored chinos,CHINOS,Teal,Silk,6000.0,Premium,In Stock,"chinos, teal, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
477.0,retro soft kimono,KIMONO,Crimson,Velvet,10500.0,Premium,In Stock,"kimono, crimson, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
478.0,slim fit casual sweatshirts,SWEATSHIRTS,Checked,Linen,3000.0,Mid-Range,In Stock,"sweatshirts, checked, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
479.0,preppy bright shorts,NAN,Yellow,Velvet,3000.0,Mid-Range,In Stock,"nan, yellow, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
480.0,rustic smart denim jackets,DENIM JACKETS,Sky Blue,Wool,10500.0,Premium,In Stock,"denim jackets, sky blue, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
481.0,luxury heritage track pants,TRACK PANTS,Blush,Denim,5000.0,Premium,In Stock,"track pants, blush, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
482.0,textured dynamic track pants,TRACK PANTS,Off-White,Linen,3500.0,Mid-Range,In Stock,"track pants, off-white, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
483.0,sporty bright kimono,KIMONO,Striped,Velvet,8500.0,Premium,In Stock,"kimono, striped, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
484.0,minimalist rustic hoodies & jackets,HOODIES & JACKETS,Charcoal,Jacquard,10500.0,Premium,In Stock,"hoodies & jackets, charcoal, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
485.0,essential minimalist denim jackets,DENIM JACKETS,Pink,Rayon,12500.0,Premium,Out of Stock,"denim jackets, pink, rayon, premium, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
486.0,textured elegant denim jackets,DENIM JACKETS,Pastel Blue,Silk,10500.0,Premium,In Stock,"denim jackets, pastel blue, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,essential heritage t-shirts,T-SHIRTS,Tie-Dye,Cotton,3000.0,Mid-Range,In Stock,"t-shirts, tie-dye, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
488.0,urban elegant sweatshirts,SWEATSHIRTS,Pastel Pink,Leather,3500.0,Mid-Range,Low Stock,"sweatshirts, pastel pink, leather, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
489.0,elegant statement hoodies & jackets,HOODIES & JACKETS,Pink,Rayon,14500.0,Premium,In Stock,"hoodies & jackets, pink, rayon, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
490.0,bold classic chinos,CHINOS,Tie-Dye,Rayon,4000.0,Mid-Range,In Stock,"chinos, tie-dye, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
491.0,layered vintage blazers,BLAZERS,Teal,Modal,8500.0,Premium,In Stock,"blazers, teal, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
492.0,,CARDIGANS,Chocolate,Bamboo,11000.0,Premium,Low Stock,"cardigans, chocolate, bamboo, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
493.0,minimalist luxury chinos,CHINOS,Chocolate,Linen,4000.0,Mid-Range,In Stock,"chinos, chocolate, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
494.0,elegant wide leg track pants,TRACK PANTS,Pastel Blue,Silk,4000.0,Mid-Range,Low Stock,"track pants, pastel blue, silk, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
495.0,rustic chic cardigans,CARDIGANS,Olive,Velvet,13000.0,Premium,In Stock,"cardigans, olive, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
496.0,soft minimalist hoodies & jackets,HOODIES & JACKETS,Charcoal,Corduroy,9500.0,Premium,In Stock,"hoodies & jackets, charcoal, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
497.0,layered heritage t-shirts,T-SHIRTS,Olive,Jacquard,5000.0,Premium,Low Stock,"t-shirts, olive, jacquard, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
498.0,urban dynamic cardigans,CARDIGANS,Unknown,Velvet,10000.0,Premium,In Stock,"cardigans, unknown, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
499.0,modern functional tanks,TANKS,Checked,Jacquard,4000.0,Mid-Range,In Stock,"tanks, checked, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
500.0,tailored comfy sweatshirts,NAN,Unknown,Jacquard,5000.0,Premium,In Stock,"nan, unknown, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
501.0,slim fit luxury shorts,SHORTS,Yellow,Corduroy,2500.0,Mid-Range,In Stock,"shorts, yellow, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
502.0,vintage layered hoodies & jackets,HOODIES & JACKETS,Red,Leather,14500.0,Premium,In Stock,"hoodies & jackets, red, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
503.0,refined patterned hoodies & jackets,HOODIES & JACKETS,Pink,Silk,10000.0,Premium,In Stock,"hoodies & jackets, pink, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
504.0,functional edgy cardigans,CARDIGANS,Nude,Unknown,14000.0,Premium,In Stock,"cardigans, nude, unknown, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,layered statement chinos,CHINOS,White,Jacquard,4000.0,Mid-Range,In Stock,"chinos, white, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
506.0,elegant sporty sweatshirts,SWEATSHIRTS,Coral,Cotton,5500.0,Premium,In Stock,"sweatshirts, coral, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
507.0,chic preppy track pants,TRACK PANTS,Striped,Denim,3000.0,Mid-Range,In Stock,"track pants, striped, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
508.0,retro neutral utility pants,UTILITY PANTS,Green,Corduroy,14000.0,Premium,In Stock,"utility pants, green, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
509.0,rustic smart denim jackets,DENIM JACKETS,Chocolate,Corduroy,12000.0,Premium,In Stock,"denim jackets, chocolate, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
510.0,structured comfy t-shirts,T-SHIRTS,Blush,Leather,2500.0,Mid-Range,In Stock,"t-shirts, blush, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
511.0,layered trendy blazers,BLAZERS,Pink,Tencel,8000.0,Premium,In Stock,"blazers, pink, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
512.0,classic statement chinos,CHINOS,Red,Velvet,6500.0,Premium,In Stock,"chinos, red, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
513.0,structured rustic hoodies & jackets,HOODIES & JACKETS,Blue,Wool,9000.0,Premium,In Stock,"hoodies & jackets, blue, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
514.0,wide leg slim fit joggers & pants,JOGGERS & PANTS,Pink,Leather,2500.0,Mid-Range,In Stock,"joggers & pants, pink, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
515.0,casual camo cardigans,CARDIGANS,Striped,Silk,14000.0,Premium,In Stock,"cardigans, striped, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
516.0,slim fit functional joggers & pants,JOGGERS & PANTS,Brown,Velvet,2500.0,Mid-Range,In Stock,"joggers & pants, brown, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
517.0,casual minimalist coats,NAN,Black,Cotton,14500.0,Premium,In Stock,"nan, black, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,slim fit sporty cardigans,CARDIGANS,Coral,Leather,9500.0,Premium,Low Stock,"cardigans, coral, leather, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
519.0,urban rustic utility pants,UTILITY PANTS,Checked,Bamboo,12500.0,Premium,In Stock,"utility pants, checked, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
520.0,tailored wide leg t-shirts,T-SHIRTS,Striped,Tencel,4500.0,Mid-Range,In Stock,"t-shirts, striped, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
521.0,soft casual polos,POLOS,Camouflage,Polyester,2500.0,Mid-Range,Low Stock,"polos, camouflage, polyester, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
522.0,luxury functional track pants,TRACK PANTS,Polka Dot,Velvet,2500.0,Mid-Range,In Stock,"track pants, polka dot, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
523.0,slim fit classic utility pants,UTILITY PANTS,Sky Blue,Polyester,13000.0,Premium,In Stock,"utility pants, sky blue, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
524.0,wide leg smart sweatshirts,SWEATSHIRTS,Tan,Wool,3000.0,Mid-Range,In Stock,"sweatshirts, tan, wool, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
525.0,bold luxury denim jackets,DENIM JACKETS,Pink,Bamboo,13000.0,Premium,In Stock,"denim jackets, pink, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
526.0,heritage heritage polos,POLOS,Multi-Color,Jacquard,2500.0,Mid-Range,In Stock,"polos, multi-color, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
527.0,elegant minimalist utility pants,UTILITY PANTS,Chocolate,Linen,13000.0,Premium,Low Stock,"utility pants, chocolate, linen, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
528.0,comfy functional beach wear,BEACH WEAR,Multi-Color,Velvet,6000.0,Premium,In Stock,"beach wear, multi-color, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
529.0,trendy preppy kimono,KIMONO,Multi-Color,Leather,10500.0,Premium,In Stock,"kimono, multi-color, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
530.0,trendy refined beach wear,BEACH WEAR,Unknown,Velvet,6000.0,Premium,In Stock,"beach wear, unknown, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
531.0,urban statement denim jackets,DENIM JACKETS,Striped,Denim,12500.0,Premium,In Stock,"denim jackets, striped, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
532.0,chic functional oversize tee,OVERSIZE TEE,Tan,Polyester,4000.0,Mid-Range,In Stock,"oversize tee, tan, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,smart rustic hoodies & jackets,HOODIES & JACKETS,Maroon,Wool,9000.0,Premium,In Stock,"hoodies & jackets, maroon, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
534.0,relaxed retro polos,POLOS,Plaid,Cotton,3000.0,Mid-Range,In Stock,"polos, plaid, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,preppy elegant sweatshirts,SWEATSHIRTS,Camouflage,Wool,6000.0,Premium,In Stock,"sweatshirts, camouflage, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
536.0,,OVERSIZE TEE,Chocolate,Jacquard,3500.0,Mid-Range,In Stock,"oversize tee, chocolate, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
537.0,oversized vintage kimono,KIMONO,Sky Blue,Denim,14500.0,Premium,Low Stock,"kimono, sky blue, denim, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
538.0,comfy textured t-shirts,T-SHIRTS,Polka Dot,Polyester,4500.0,Mid-Range,Low Stock,"t-shirts, polka dot, polyester, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
539.0,relaxed functional cardigans,CARDIGANS,Crimson,Denim,13000.0,Premium,In Stock,"cardigans, crimson, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
540.0,patterned oversized blazers,BLAZERS,Grey,Fleece,13500.0,Premium,In Stock,"blazers, grey, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
541.0,structured refined tanks,TANKS,Orange,Linen,5000.0,Premium,In Stock,"tanks, orange, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
542.0,vintage heritage tanks,TANKS,Pastel Green,Denim,3500.0,Mid-Range,In Stock,"tanks, pastel green, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
543.0,minimalist trendy shorts,SHORTS,Brown,Fleece,3000.0,Mid-Range,In Stock,"shorts, brown, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
544.0,casual edgy utility pants,NAN,Polka Dot,Jacquard,12500.0,Premium,In Stock,"nan, polka dot, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
545.0,oversized vintage joggers & pants,JOGGERS & PANTS,Unknown,Tencel,2500.0,Mid-Range,In Stock,"joggers & pants, unknown, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
546.0,structured statement kimono,KIMONO,Brown,Jacquard,10000.0,Premium,Low Stock,"kimono, brown, jacquard, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
547.0,smart oversized shorts,SHORTS,Coral,Linen,3000.0,Mid-Range,In Stock,"shorts, coral, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
548.0,sporty lightweight kimono,KIMONO,Mint,Modal,13000.0,Premium,In Stock,"kimono, mint, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
549.0,vintage smart track pants,TRACK PANTS,Polka Dot,Denim,4000.0,Mid-Range,In Stock,"track pants, polka dot, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
550.0,casual tailored denim jackets,DENIM JACKETS,Red,Polyester,14500.0,Premium,In Stock,"denim jackets, red, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
551.0,trendy bright denim jackets,NAN,Chocolate,Linen,14000.0,Premium,In Stock,"nan, chocolate, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
552.0,casual structured t-shirts,T-SHIRTS,Pastel Blue,Fleece,4000.0,Mid-Range,In Stock,"t-shirts, pastel blue, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
553.0,dynamic chic kimono,KIMONO,Camouflage,Polyester,8500.0,Premium,In Stock,"kimono, camouflage, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,bold statement coats,COATS,Charcoal,Jacquard,14000.0,Premium,In Stock,"coats, charcoal, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
555.0,soft relaxed shorts,SHORTS,Checked,Cotton,,Premium,In Stock,"shorts, checked, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
556.0,neutral layered track pants,TRACK PANTS,Teal,Fleece,5000.0,Premium,In Stock,"track pants, teal, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
557.0,chic retro track pants,TRACK PANTS,Red,Modal,4500.0,Mid-Range,In Stock,"track pants, red, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
558.0,wide leg rustic kimono,KIMONO,Pastel Green,Velvet,9500.0,Premium,In Stock,"kimono, pastel green, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
559.0,elegant refined sweatshirts,SWEATSHIRTS,Olive,Corduroy,4000.0,Mid-Range,In Stock,"sweatshirts, olive, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
560.0,bright dynamic oversize tee,OVERSIZE TEE,Peach,Cotton,4500.0,Mid-Range,In Stock,"oversize tee, peach, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,minimalist functional coats,COATS,Sky Blue,Cotton,8500.0,Premium,In Stock,"coats, sky blue, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
562.0,edgy edgy shorts,SHORTS,Coral,Linen,4000.0,Mid-Range,In Stock,"shorts, coral, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
563.0,textured modern shorts,SHORTS,Pink,Tencel,4500.0,Mid-Range,In Stock,"shorts, pink, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
564.0,elegant tailored utility pants,UTILITY PANTS,Navy,Fleece,10500.0,Premium,Low Stock,"utility pants, navy, fleece, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
565.0,chic oversized coats,COATS,Multi-Color,Denim,13500.0,Premium,In Stock,"coats, multi-color, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
566.0,,CARDIGANS,Tie-Dye,Jacquard,14500.0,Premium,In Stock,"cardigans, tie-dye, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
567.0,lightweight preppy shorts,SHORTS,Black,Polyester,2500.0,Mid-Range,In Stock,"shorts, black, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
568.0,slim fit soft t-shirts,T-SHIRTS,Pastel Pink,Denim,3500.0,Mid-Range,In Stock,"t-shirts, pastel pink, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
569.0,layered retro track pants,TRACK PANTS,Navy,Rayon,3000.0,Mid-Range,In Stock,"track pants, navy, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
570.0,tailored neutral sweatshirts,SWEATSHIRTS,Black,Polyester,3500.0,Mid-Range,In Stock,"sweatshirts, black, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
571.0,slim fit oversized oversize tee,OVERSIZE TEE,Camouflage,Linen,3500.0,Mid-Range,In Stock,"oversize tee, camouflage, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
572.0,sporty structured track pants,TRACK PANTS,Off-White,Denim,5000.0,Premium,In Stock,"track pants, off-white, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
