anchor,positive,negative
"statement casual utility pants utility pants blush denim party wear, medium skin, petite friendly, skinny friendly, beach wear, old money","patterned structured sweatshirts sweatshirts blush silk spring, edgy, business casual, floral, skinny friendly, polka dot, layering, sporty","trendy minimalist kimono kimono maroon rayon rainy weather, patterned, eco-friendly, festival, comfy, business casual, tall friendly"
"casual minimalist coats coats black cotton stripes, medium skin, athleisure, dark skin, skinny friendly, winter, old money","bold statement coats coats charcoal jacquard business casual, monochrome, skinny friendly, cold weather, formal","vintage slim fit cardigans cardigans plaid cotton old money, hot weather, y2k, cottagecore, travel friendly"
"camo soft polos polos charcoal modal eco-friendly, travel friendly, luxury, casual, comfy, dark skin, old money","minimalist rustic hoodies & jackets hoodies & jackets charcoal jacquard y2k, cottagecore, skinny friendly, festival, edgy, petite friendly, hipster","relaxed refined oversize tee oversize tee peach leather summer, spring, office wear, winter, party wear, sporty, eco-friendly"
multi-color polos wool,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","luxury elegant track pants track pants navy polyester checked, luxury, hot weather, dark skin, skinny friendly, curvy friendly, minimalist, sporty"
red oversize tee leather,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","luxury layered chinos chinos olive tencel travel friendly, rainy weather, neutral skin, athleisure, y2k"
"rustic chic coats coats maroon bamboo casual, old money, tall friendly, minimalist, hot weather","statement essential coats coats grey jacquard minimalist, winter, urban, medium skin, comfy, stripes, athleisure","essential layered joggers & pants joggers & pants peach corduroy old money, dark skin, summer, eco-friendly, patterned"
"soft edgy beach wear beach wear mint linen petite friendly, patterned, hipster, business casual, cold weather, monochrome","elegant wide leg coats coats mint polyester neutral skin, fair skin, petite friendly, layering, hipster","sporty lightweight beach wear beach wear camouflage corduroy business casual, curvy friendly, summer, neutral skin, hipster, casual, layering"
"retro smart cardigans cardigans black corduroy polka dot, edgy, old money, medium skin, curvy friendly, minimalist","vintage wide leg utility pants utility pants black denim patterned, cottagecore, oversized, vintage, tall friendly, curvy friendly, hipster, casual","urban sporty track pants track pants yellow linen urban, old money, comfy, monochrome, rainy weather, slim fit, neutral skin"
"modern tailored t-shirts t-shirts nude leather luxury, oversized, tall friendly, formal, monochrome, spring, skinny friendly","bright neutral t-shirts t-shirts beige cotton hipster, slim fit, floral, petite friendly, summer, curvy friendly, autumn, patterned","modern elegant hoodies & jackets hoodies & jackets striped modal skinny friendly, preppy, urban, spring, oversized, y2k, streetwear"
"elegant luxury denim jackets denim jackets maroon jacquard office wear, casual, summer, slim fit, winter, luxury, patterned, hot weather","sporty heritage denim jackets denim jackets plaid wool medium skin, layering, hipster, floral, cold weather","oversized classic hoodies & jackets hoodies & jackets checked modal polka dot, neutral skin, streetwear, formal, petite friendly, autumn, party wear"
"dynamic rustic track pants track pants green wool old money, spring, neutral skin, dark skin, monochrome, skinny friendly","classic statement track pants track pants green polyester cottagecore, dark skin, monochrome, patterned, old money, checked, hipster","comfy dynamic tanks tanks pink wool fair skin, office wear, layering, spring, y2k"
camouflage polos wool,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","casual camo cardigans cardigans striped silk preppy, comfy, tall friendly, fair skin, medium skin, travel friendly, oversized, business casual"
orange oversize tee corduroy,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","minimalist retro joggers & pants joggers & pants navy tencel fair skin, casual, rainy weather, cottagecore, minimalist"
polka dot blazers linen,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","preppy vintage tanks tanks black linen medium skin, neutral skin, minimalist, winter, oversized, slim fit, hot weather"
blush coats leather,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","essential modern track pants track pants plaid modal summer, hot weather, tall friendly, office wear, streetwear, petite friendly, slim fit"
"essential luxury blazers blazers tan cotton urban, minimalist, winter, rainy weather, curvy friendly, hot weather, layering","relaxed textured blazers blazers off-white silk old money, slim fit, travel friendly, streetwear, minimalist","retro essential coats coats green jacquard medium skin, y2k, petite friendly, athleisure, vintage, eco-friendly, hot weather"
"oversized relaxed cardigans cardigans peach jacquard eco-friendly, oversized, spring, stripes, curvy friendly, y2k, vintage, patterned","comfy lightweight sweatshirts sweatshirts peach fleece festival, winter, monochrome, curvy friendly, business casual, neutral skin, skinny friendly, beach wear","slim fit urban kimono kimono teal velvet autumn, vintage, monochrome, petite friendly, skinny friendly"
"chic preppy sweatshirts sweatshirts off-white polyester eco-friendly, monochrome, vintage, slim fit, curvy friendly, floral, fair skin","casual camo t-shirts t-shirts off-white polyester comfy, preppy, floral, sporty, minimalist, checked, autumn","slim fit dynamic beach wear beach wear pastel blue cotton hot weather, autumn, cottagecore, summer, monochrome"
"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","luxury heritage t-shirts t-shirts polka dot wool petite friendly, preppy, comfy, athleisure, winter, y2k","urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather"
"tailored chic polos polos grey jacquard beach wear, office wear, athleisure, autumn, urban, tall friendly","layered bright joggers & pants joggers & pants grey polyester monochrome, sporty, spring, streetwear, slim fit, layering","refined chic t-shirts t-shirts polka dot velvet summer, petite friendly, hot weather, cold weather, fair skin, stripes, rainy weather, edgy"
tan shorts denim,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather"
"statement essential coats coats grey jacquard minimalist, winter, urban, medium skin, comfy, stripes, athleisure","soft lightweight coats coats polka dot bamboo skinny friendly, patterned, urban, streetwear, minimalist","lightweight structured kimono kimono brown modal petite friendly, slim fit, monochrome, athleisure, neutral skin"
"dynamic classic t-shirts t-shirts pastel green polyester luxury, hot weather, hipster, checked, comfy, old money, polka dot","elegant textured denim jackets denim jackets pastel green bamboo tall friendly, neutral skin, eco-friendly, urban, slim fit, monochrome","comfy classic oversize tee oversize tee off-white modal tall friendly, summer, medium skin, business casual, curvy friendly"
polka dot hoodies & jackets corduroy,"structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","tailored vintage kimono kimono coral denim casual, skinny friendly, comfy, sporty, office wear"
"layered essential coats coats plaid leather cold weather, hipster, comfy, beach wear, minimalist, summer, eco-friendly, festival","textured edgy track pants track pants plaid cotton checked, winter, rainy weather, floral, business casual, petite friendly, party wear","tailored refined coats coats crimson bamboo monochrome, urban, streetwear, layering, comfy, edgy"
"rustic relaxed shorts shorts checked leather tall friendly, minimalist, skinny friendly, dark skin, oversized","slim fit casual sweatshirts sweatshirts checked linen y2k, preppy, business casual, urban, polka dot, party wear, travel friendly, tall friendly","slim fit textured coats coats sky blue modal oversized, business casual, old money, vintage, festival, polka dot, y2k"
black utility pants corduroy,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","statement lightweight polos polos plaid rayon oversized, hot weather, edgy, polka dot, petite friendly, old money, eco-friendly"
coral polos rayon,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","oversized heritage tanks tanks maroon polyester winter, luxury, fair skin, party wear, formal, beach wear, minimalist, medium skin"
"neutral minimalist tanks tanks mustard linen neutral skin, hipster, preppy, curvy friendly, eco-friendly","smart refined oversize tee oversize tee mustard leather slim fit, floral, stripes, polka dot, fair skin, hot weather, curvy friendly, petite friendly","camo layered tanks tanks olive wool minimalist, winter, skinny friendly, urban, checked, athleisure"
"modern vintage beach wear beach wear chocolate linen streetwear, travel friendly, dark skin, checked, sporty, vintage","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather","bold lightweight kimono kimono pastel blue leather oversized, party wear, petite friendly, patterned, cold weather, curvy friendly"
"comfy rustic chinos chinos coral silk sporty, dark skin, festival, spring, business casual, streetwear","edgy heritage chinos chinos coral denim casual, monochrome, eco-friendly, sporty, hipster, autumn, urban","rustic trendy polos polos charcoal silk office wear, urban, edgy, cottagecore, summer, slim fit, stripes, formal"
"lightweight preppy shorts shorts black polyester festival, party wear, eco-friendly, beach wear, medium skin, tall friendly, spring","tailored neutral sweatshirts sweatshirts black polyester dark skin, beach wear, travel friendly, polka dot, festival, skinny friendly, stripes, casual","chic bright sweatshirts sweatshirts mustard leather slim fit, cold weather, vintage, curvy friendly, comfy, athleisure"
"bright soft sweatshirts sweatshirts black fleece comfy, oversized, layering, preppy, polka dot, summer, festival","classic structured sweatshirts sweatshirts plaid rayon autumn, eco-friendly, hot weather, layering, monochrome, comfy, business casual","bright modern coats coats pastel blue leather oversized, hipster, casual, office wear, dark skin, skinny friendly"
"vintage smart track pants track pants polka dot denim summer, party wear, urban, edgy, checked, polka dot, formal","neutral layered track pants track pants teal fleece party wear, hot weather, travel friendly, fair skin, sporty, urban","layered trendy blazers blazers pink tencel formal, streetwear, preppy, summer, vintage, luxury, rainy weather"
"dynamic tailored beach wear beach wear polka dot bamboo cottagecore, spring, vintage, y2k, sporty, luxury","camo patterned shorts shorts polka dot linen eco-friendly, formal, stripes, rainy weather, floral, spring","luxury camo tanks tanks grey tencel athleisure, cottagecore, y2k, monochrome, neutral skin, streetwear, floral, layering"
"relaxed modern beach wear beach wear teal bamboo travel friendly, rainy weather, polka dot, checked, fair skin","chic luxury beach wear beach wear brown polyester skinny friendly, tall friendly, checked, business casual, petite friendly, rainy weather, cold weather","oversized refined kimono kimono plaid fleece preppy, luxury, beach wear, fair skin, minimalist, autumn, casual"
pink chinos linen,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","patterned chic cardigans cardigans black bamboo autumn, patterned, checked, dark skin, skinny friendly, cottagecore, minimalist"
"trendy preppy kimono kimono multi-color leather comfy, medium skin, urban, beach wear, festival, hot weather","chic oversized coats coats multi-color denim formal, preppy, tall friendly, layering, neutral skin, casual, winter, minimalist","preppy structured joggers & pants joggers & pants orange leather business casual, fair skin, rainy weather, edgy, monochrome"
"preppy sporty hoodies & jackets hoodies & jackets navy wool streetwear, festival, checked, hot weather, comfy, preppy","elegant tailored utility pants utility pants navy fleece cottagecore, festival, summer, streetwear, petite friendly","layered comfy sweatshirts sweatshirts off-white tencel hipster, old money, y2k, business casual, oversized, casual, dark skin"
pink sweatshirts linen,"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit"
"rustic refined hoodies & jackets hoodies & jackets red fleece slim fit, curvy friendly, urban, sporty, tall friendly","patterned tailored joggers & pants joggers & pants red leather hot weather, summer, medium skin, y2k, slim fit, athleisure, checked, minimalist","layered comfy sweatshirts sweatshirts off-white tencel hipster, old money, y2k, business casual, oversized, casual, dark skin"
"soft statement coats coats mustard jacquard casual, dark skin, vintage, old money, oversized, travel friendly, athleisure, slim fit","essential comfy kimono kimono mustard polyester autumn, winter, oversized, office wear, neutral skin, y2k, party wear, cottagecore","neutral smart cardigans cardigans striped linen vintage, comfy, summer, spring, autumn, rainy weather, dark skin"
"camo edgy shorts shorts mint leather travel friendly, curvy friendly, cold weather, hot weather, stripes, polka dot, urban","sporty lightweight kimono kimono mint modal tall friendly, stripes, layering, minimalist, summer","layered classic t-shirts t-shirts plaid denim checked, monochrome, hot weather, oversized, office wear"
"comfy textured t-shirts t-shirts polka dot polyester tall friendly, monochrome, urban, luxury, stripes, sporty, dark skin, neutral skin","casual structured t-shirts t-shirts pastel blue fleece winter, edgy, patterned, layering, athleisure, office wear","sporty relaxed utility pants utility pants sky blue polyester checked, travel friendly, summer, streetwear, casual, office wear, petite friendly"
"camo functional denim jackets denim jackets grey polyester medium skin, polka dot, urban, streetwear, preppy, monochrome, casual","soft sporty track pants track pants grey leather stripes, autumn, formal, cottagecore, old money, luxury, casual","layered sporty beach wear beach wear sky blue denim urban, polka dot, floral, festival, medium skin, layering, stripes"
black polos leather,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","classic heritage track pants track pants teal velvet y2k, spring, edgy, petite friendly, patterned"
"chic oversized coats coats multi-color denim formal, preppy, tall friendly, layering, neutral skin, casual, winter, minimalist","trendy textured blazers blazers multi-color denim summer, business casual, hot weather, y2k, layering, streetwear","smart trendy cardigans cardigans pastel green corduroy patterned, festival, office wear, polka dot, checked, floral, fair skin"
"rustic statement track pants track pants pink jacquard monochrome, fair skin, business casual, summer, casual, stripes, urban, layering","edgy classic track pants track pants polka dot velvet vintage, casual, party wear, monochrome, slim fit, autumn, dark skin","trendy slim fit coats coats olive linen business casual, slim fit, checked, luxury, old money, neutral skin, monochrome"
"relaxed retro polos polos plaid cotton cottagecore, fair skin, formal, casual, festival, oversized","rustic tailored polos polos off-white silk oversized, cottagecore, spring, preppy, summer","neutral trendy hoodies & jackets hoodies & jackets pastel blue bamboo autumn, vintage, office wear, polka dot, fair skin, sporty, minimalist, winter"
"rustic essential kimono kimono peach polyester checked, travel friendly, polka dot, tall friendly, formal","camo dynamic denim jackets denim jackets peach silk travel friendly, business casual, spring, hot weather, beach wear, preppy","relaxed classic t-shirts t-shirts orange leather minimalist, curvy friendly, floral, casual, oversized, polka dot, hipster"
"functional classic blazers blazers multi-color rayon hipster, skinny friendly, luxury, urban, y2k, spring","structured sporty blazers blazers plaid modal festival, cottagecore, party wear, polka dot, comfy","rustic classic denim jackets denim jackets nude leather formal, edgy, minimalist, party wear, petite friendly, autumn"
"luxury heritage track pants track pants blush denim winter, beach wear, casual, tall friendly, preppy, curvy friendly, urban, skinny friendly","structured comfy t-shirts t-shirts blush leather edgy, office wear, casual, minimalist, dark skin, slim fit","trendy rustic tanks tanks plaid linen medium skin, tall friendly, hipster, stripes, cold weather, business casual"
"lightweight textured kimono kimono pink fleece oversized, polka dot, athleisure, dark skin, floral, monochrome, travel friendly","relaxed vintage kimono kimono pastel pink leather winter, streetwear, beach wear, eco-friendly, festival, summer, cold weather","smart dynamic coats coats black leather office wear, stripes, slim fit, urban, casual, spring, sporty, floral"
"rustic preppy denim jackets denim jackets multi-color cotton summer, urban, layering, checked, beach wear, festival, athleisure","chic wide leg denim jackets denim jackets polka dot modal skinny friendly, cold weather, slim fit, old money, fair skin, travel friendly","textured wide leg cardigans cardigans pastel green silk vintage, sporty, petite friendly, old money, autumn, athleisure, casual"
nude track pants corduroy,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","edgy layered shorts shorts striped denim urban, athleisure, cottagecore, casual, luxury, neutral skin, tall friendly, medium skin"
"oversized luxury cardigans cardigans off-white corduroy eco-friendly, sporty, luxury, travel friendly, y2k, comfy, autumn, monochrome","patterned retro cardigans cardigans polka dot wool stripes, hot weather, travel friendly, oversized, sporty","minimalist textured kimono kimono navy tencel party wear, vintage, floral, old money, winter, tall friendly"
red t-shirts leather,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","dynamic luxury tanks tanks mustard bamboo casual, floral, medium skin, minimalist, hot weather, polka dot, sporty, stripes"
brown utility pants modal,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","layered comfy sweatshirts sweatshirts off-white tencel hipster, old money, y2k, business casual, oversized, casual, dark skin"
"patterned essential tanks tanks tie-dye jacquard business casual, fair skin, medium skin, monochrome, casual","wide leg smart chinos chinos tie-dye leather oversized, urban, petite friendly, preppy, monochrome, festival","bright slim fit joggers & pants joggers & pants navy silk slim fit, party wear, comfy, rainy weather, polka dot, oversized, checked"
"lightweight urban blazers blazers pink tencel urban, preppy, streetwear, business casual, y2k, oversized","elegant lightweight blazers blazers beige fleece business casual, curvy friendly, spring, winter, urban","edgy textured cardigans cardigans brown modal office wear, petite friendly, neutral skin, business casual, rainy weather, stripes"
"structured wide leg coats coats maroon jacquard petite friendly, dark skin, winter, stripes, curvy friendly, eco-friendly","slim fit classic coats coats charcoal polyester monochrome, stripes, cottagecore, sporty, skinny friendly, hipster, hot weather, urban","dynamic refined tanks tanks tie-dye jacquard cold weather, festival, hipster, comfy, checked, petite friendly"
"soft statement utility pants utility pants teal modal casual, autumn, travel friendly, eco-friendly, y2k, spring, polka dot","layered refined utility pants utility pants pastel pink leather luxury, patterned, hipster, rainy weather, summer, autumn, casual, minimalist","smart relaxed kimono kimono multi-color denim spring, petite friendly, rainy weather, dark skin, old money, athleisure"
"textured structured beach wear beach wear polka dot corduroy cottagecore, rainy weather, petite friendly, medium skin, autumn, festival, fair skin, winter","comfy wide leg beach wear beach wear red bamboo skinny friendly, urban, y2k, patterned, tall friendly, stripes, medium skin, party wear","dynamic bright denim jackets denim jackets orange rayon festival, stripes, petite friendly, preppy, tall friendly, patterned"
"slim fit bright sweatshirts sweatshirts olive rayon dark skin, urban, stripes, tall friendly, floral, office wear, eco-friendly, preppy","chic preppy sweatshirts sweatshirts off-white polyester eco-friendly, monochrome, vintage, slim fit, curvy friendly, floral, fair skin","edgy minimalist track pants track pants coral tencel skinny friendly, summer, spring, autumn, floral"
mint oversize tee velvet,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","soft trendy beach wear beach wear pastel pink jacquard spring, athleisure, cold weather, beach wear, checked"
"rustic soft chinos chinos off-white denim beach wear, minimalist, spring, eco-friendly, travel friendly, cold weather, polka dot, slim fit","vintage vintage cardigans cardigans off-white tencel party wear, fair skin, urban, slim fit, layering","structured soft denim jackets denim jackets crimson rayon winter, eco-friendly, monochrome, beach wear, y2k"
"wide leg smart sweatshirts sweatshirts tan wool hipster, casual, business casual, hot weather, layering, checked","preppy elegant sweatshirts sweatshirts camouflage wool tall friendly, athleisure, y2k, cold weather, monochrome","casual tailored denim jackets denim jackets red polyester fair skin, summer, eco-friendly, polka dot, stripes, skinny friendly, formal"
"luxury elegant track pants track pants navy polyester checked, luxury, hot weather, dark skin, skinny friendly, curvy friendly, minimalist, sporty","structured bright cardigans cardigans navy linen winter, tall friendly, office wear, old money, floral, y2k, athleisure","trendy structured hoodies & jackets hoodies & jackets olive denim business casual, office wear, casual, festival, fair skin, minimalist"
"luxury sporty shorts shorts sky blue jacquard winter, cold weather, checked, floral, layering, old money","dynamic wide leg shorts shorts tan wool stripes, slim fit, oversized, office wear, tall friendly, neutral skin, winter, formal","patterned retro oversize tee oversize tee polka dot corduroy tall friendly, urban, petite friendly, autumn, checked"
"smart heritage joggers & pants joggers & pants blush rayon tall friendly, rainy weather, stripes, skinny friendly, edgy, patterned, hipster, autumn","minimalist relaxed joggers & pants joggers & pants camouflage wool floral, spring, y2k, neutral skin, stripes, urban, cottagecore, formal","luxury lightweight hoodies & jackets hoodies & jackets brown corduroy travel friendly, petite friendly, cold weather, polka dot, checked, office wear, edgy"
"minimalist preppy oversize tee oversize tee teal tencel office wear, checked, hipster, oversized, petite friendly","chic tailored chinos chinos teal silk medium skin, old money, y2k, layering, festival","oversized tailored t-shirts t-shirts tan rayon polka dot, rainy weather, business casual, urban, travel friendly"
"textured chic cardigans cardigans coral denim layering, polka dot, autumn, hot weather, old money, beach wear, floral, travel friendly","vintage vintage cardigans cardigans off-white tencel party wear, fair skin, urban, slim fit, layering","soft elegant polos polos brown rayon comfy, summer, streetwear, medium skin, hot weather, athleisure"
"tailored vintage kimono kimono coral denim casual, skinny friendly, comfy, sporty, office wear","vintage lightweight kimono kimono charcoal corduroy curvy friendly, polka dot, medium skin, comfy, summer, winter, dark skin, formal","essential tailored chinos chinos sky blue bamboo summer, urban, dark skin, spring, neutral skin, medium skin, skinny friendly, travel friendly"
maroon shorts leather,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","minimalist rustic hoodies & jackets hoodies & jackets charcoal jacquard y2k, cottagecore, skinny friendly, festival, edgy, petite friendly, hipster"
"urban neutral cardigans cardigans navy jacquard minimalist, urban, preppy, edgy, party wear, beach wear","bright dynamic chinos chinos navy rayon business casual, oversized, spring, hot weather, fair skin, petite friendly","preppy camo coats coats checked tencel stripes, sporty, summer, beach wear, preppy, y2k, medium skin, checked"
"trendy modern chinos chinos coral silk athleisure, autumn, checked, preppy, edgy","dynamic structured chinos chinos peach cotton old money, comfy, travel friendly, rainy weather, festival, business casual, formal, office wear","refined wide leg utility pants utility pants sky blue wool old money, athleisure, summer, travel friendly, floral"
"tailored relaxed sweatshirts sweatshirts off-white fleece luxury, petite friendly, comfy, eco-friendly, party wear","statement camo sweatshirts sweatshirts green rayon office wear, cold weather, casual, patterned, edgy, party wear","essential bold joggers & pants joggers & pants beige fleece autumn, floral, eco-friendly, rainy weather, business casual, patterned, polka dot, summer"
"essential relaxed hoodies & jackets hoodies & jackets nude bamboo spring, athleisure, monochrome, medium skin, festival, hot weather, rainy weather","smart retro hoodies & jackets hoodies & jackets grey polyester hipster, summer, tall friendly, edgy, comfy, old money, winter, festival","casual rustic t-shirts t-shirts plaid velvet patterned, layering, casual, tall friendly, skinny friendly"
beige hoodies & jackets fleece,"structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","minimalist dynamic cardigans cardigans pink polyester hipster, minimalist, business casual, rainy weather, winter, preppy"
"slim fit textured coats coats sky blue modal oversized, business casual, old money, vintage, festival, polka dot, y2k","lightweight camo shorts shorts sky blue velvet edgy, party wear, luxury, athleisure, old money, office wear, sporty","soft casual cardigans cardigans navy bamboo athleisure, travel friendly, old money, cold weather, urban, vintage, hot weather, minimalist"
brown joggers & pants denim,"lightweight heritage joggers & pants joggers & pants orange fleece office wear, petite friendly, hot weather, minimalist, party wear, polka dot, summer","preppy casual coats coats chocolate corduroy preppy, summer, rainy weather, slim fit, polka dot, layering, monochrome"
"soft edgy denim jackets denim jackets brown tencel formal, office wear, patterned, urban, cottagecore, comfy, neutral skin","camo preppy t-shirts t-shirts brown cotton festival, minimalist, skinny friendly, comfy, curvy friendly, petite friendly, athleisure","trendy urban utility pants utility pants navy rayon comfy, dark skin, sporty, business casual, neutral skin"
"retro casual chinos chinos checked modal hipster, eco-friendly, tall friendly, cottagecore, casual, spring","preppy retro chinos chinos tie-dye modal patterned, tall friendly, casual, petite friendly, slim fit, curvy friendly, office wear, winter","structured elegant denim jackets denim jackets pastel pink leather urban, stripes, vintage, monochrome, neutral skin"
"bold modern sweatshirts sweatshirts coral cotton medium skin, eco-friendly, skinny friendly, vintage, sporty, party wear, athleisure, y2k","slim fit bright sweatshirts sweatshirts olive rayon dark skin, urban, stripes, tall friendly, floral, office wear, eco-friendly, preppy","minimalist structured track pants track pants yellow silk rainy weather, vintage, monochrome, cottagecore, dark skin"
"oversized rustic shorts shorts red fleece business casual, y2k, petite friendly, patterned, skinny friendly, cold weather","tailored bold shorts shorts black bamboo cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty","heritage heritage t-shirts t-shirts grey rayon tall friendly, cottagecore, preppy, beach wear, stripes"
"essential essential denim jackets denim jackets peach tencel autumn, patterned, cold weather, casual, festival, floral","rustic tailored denim jackets denim jackets mustard fleece streetwear, medium skin, winter, old money, monochrome","comfy lightweight sweatshirts sweatshirts peach fleece festival, winter, monochrome, curvy friendly, business casual, neutral skin, skinny friendly, beach wear"
"patterned dynamic coats coats chocolate denim hipster, urban, formal, curvy friendly, comfy","casual minimalist coats coats black cotton stripes, medium skin, athleisure, dark skin, skinny friendly, winter, old money","camo retro track pants track pants polka dot polyester rainy weather, layering, skinny friendly, dark skin, fair skin, urban, slim fit"
"oversized bold cardigans cardigans beige modal casual, patterned, streetwear, sporty, eco-friendly, layering, cold weather, stripes","minimalist patterned sweatshirts sweatshirts beige corduroy spring, winter, slim fit, medium skin, urban, edgy, cottagecore","bold rustic polos polos mustard polyester travel friendly, old money, polka dot, layering, slim fit, floral, winter, comfy"
"functional layered kimono kimono mint bamboo eco-friendly, slim fit, streetwear, preppy, autumn, patterned, luxury, y2k","layered comfy blazers blazers mint fleece comfy, winter, travel friendly, hipster, urban, business casual","structured dynamic shorts shorts crimson bamboo oversized, cold weather, eco-friendly, hipster, sporty"
"chic oversized coats coats multi-color denim formal, preppy, tall friendly, layering, neutral skin, casual, winter, minimalist","smart sporty coats coats coral silk formal, spring, urban, polka dot, sporty, vintage, checked, slim fit","wide leg rustic utility pants utility pants camouflage velvet fair skin, slim fit, casual, edgy, neutral skin"
"bold chic oversize tee oversize tee sky blue polyester urban, office wear, checked, comfy, oversized, slim fit, monochrome, dark skin","minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty","elegant minimalist cardigans cardigans camouflage rayon neutral skin, streetwear, slim fit, stripes, polka dot, summer, formal"
"modern essential polos polos charcoal velvet preppy, athleisure, urban, minimalist, oversized, casual, polka dot, comfy","bold comfy polos polos red linen edgy, oversized, y2k, old money, layering, business casual, casual","textured bold utility pants utility pants pink linen cold weather, monochrome, hot weather, luxury, layering, edgy, neutral skin, floral"
"urban classic blazers blazers white silk oversized, hipster, festival, checked, vintage, rainy weather, hot weather","bold retro blazers blazers pastel green polyester checked, old money, layering, summer, eco-friendly, casual","functional vintage beach wear beach wear charcoal rayon hipster, athleisure, business casual, streetwear, urban, spring, neutral skin, comfy"
"structured refined tanks tanks orange linen minimalist, patterned, rainy weather, curvy friendly, tall friendly, cold weather, party wear","vintage heritage tanks tanks pastel green denim travel friendly, floral, medium skin, checked, sporty, autumn","tailored comfy sweatshirts sweatshirts peach jacquard autumn, monochrome, floral, patterned, urban, hot weather"
"soft structured beach wear beach wear chocolate modal slim fit, old money, autumn, curvy friendly, edgy, skinny friendly","statement relaxed beach wear beach wear chocolate rayon neutral skin, business casual, monochrome, floral, polka dot, urban, rainy weather","essential heritage cardigans cardigans yellow wool monochrome, luxury, vintage, rainy weather, travel friendly, curvy friendly"
"luxury classic cardigans cardigans black corduroy fair skin, beach wear, office wear, preppy, spring, festival","neutral casual cardigans cardigans charcoal silk festival, layering, hipster, sporty, cottagecore, medium skin, summer, oversized","preppy trendy sweatshirts sweatshirts red silk minimalist, athleisure, summer, tall friendly, eco-friendly, vintage, autumn, winter"
"preppy dynamic shorts shorts pastel green silk dark skin, tall friendly, monochrome, streetwear, stripes","minimalist patterned chinos chinos pastel green wool comfy, eco-friendly, rainy weather, casual, patterned, autumn","bold relaxed kimono kimono plaid denim minimalist, festival, layering, edgy, rainy weather, cold weather"
"minimalist elegant hoodies & jackets hoodies & jackets sky blue fleece curvy friendly, business casual, autumn, minimalist, fair skin, neutral skin","neutral bright sweatshirts sweatshirts sky blue linen rainy weather, oversized, cold weather, skinny friendly, fair skin, layering","oversized trendy sweatshirts sweatshirts grey corduroy casual, monochrome, old money, oversized, polka dot"
"bright wide leg shorts shorts polka dot tencel checked, hipster, polka dot, layering, curvy friendly, comfy, y2k, streetwear","statement retro beach wear beach wear polka dot corduroy hipster, patterned, y2k, travel friendly, streetwear, curvy friendly, formal, preppy","dynamic vintage beach wear beach wear navy wool tall friendly, checked, monochrome, sporty, dark skin, athleisure, curvy friendly, patterned"
"oversized textured hoodies & jackets hoodies & jackets coral silk curvy friendly, winter, medium skin, tall friendly, formal","dynamic textured utility pants utility pants coral rayon office wear, patterned, petite friendly, dark skin, skinny friendly, floral, travel friendly, layering","neutral relaxed joggers & pants joggers & pants green modal curvy friendly, patterned, stripes, beach wear, petite friendly, athleisure, winter"
