anchor,positive,negative
"sporty comfy t-shirts t-shirts white tencel oversized, neutral skin, tall friendly, eco-friendly, monochrome, spring, formal","relaxed elegant t-shirts t-shirts charcoal corduroy hot weather, patterned, business casual, autumn, luxury","preppy trendy coats coats striped wool travel friendly, polka dot, fair skin, athleisure, floral, winter, streetwear"
charcoal denim jackets fleece,"vintage vintage denim jackets denim jackets pastel blue fleece comfy, patterned, stripes, rainy weather, medium skin, summer","vintage urban coats coats pink cotton petite friendly, urban, athleisure, formal, vintage, neutral skin, layering, minimalist"
olive t-shirts polyester,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","rustic classic denim jackets denim jackets nude leather formal, edgy, minimalist, party wear, petite friendly, autumn"
"bold luxury t-shirts t-shirts crimson corduroy checked, edgy, spring, party wear, casual, streetwear, hipster, eco-friendly","relaxed refined sweatshirts sweatshirts crimson silk slim fit, fair skin, floral, winter, monochrome, office wear, comfy","luxury lightweight hoodies & jackets hoodies & jackets beige silk dark skin, cold weather, hipster, summer, skinny friendly, rainy weather, preppy, beach wear"
nude track pants silk,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","slim fit patterned chinos chinos yellow leather winter, oversized, cold weather, travel friendly, summer"
"bold preppy chinos chinos brown rayon dark skin, medium skin, autumn, eco-friendly, petite friendly","dynamic preppy chinos chinos olive rayon comfy, preppy, casual, spring, formal, stripes","neutral rustic track pants track pants mustard leather medium skin, checked, rainy weather, autumn, athleisure, streetwear, party wear, luxury"
"bright neutral t-shirts t-shirts beige cotton hipster, slim fit, floral, petite friendly, summer, curvy friendly, autumn, patterned","essential rustic sweatshirts sweatshirts beige leather floral, slim fit, office wear, comfy, athleisure, medium skin, checked","sporty retro beach wear beach wear pink wool edgy, fair skin, cold weather, old money, office wear, summer"
maroon cardigans corduroy,"patterned chic cardigans cardigans black bamboo autumn, patterned, checked, dark skin, skinny friendly, cottagecore, minimalist","urban urban polos polos polka dot corduroy slim fit, polka dot, monochrome, beach wear, hot weather, sporty, stripes, preppy"
"chic retro track pants track pants red modal checked, curvy friendly, urban, old money, polka dot, athleisure, eco-friendly","layered retro track pants track pants navy rayon medium skin, summer, patterned, sporty, layering, party wear","wide leg elegant polos polos pastel pink fleece summer, party wear, stripes, cottagecore, minimalist, tall friendly, checked, casual"
"functional wide leg sweatshirts sweatshirts pastel blue linen medium skin, patterned, petite friendly, urban, layering, cold weather, travel friendly, sporty","relaxed bold tanks tanks pastel blue cotton neutral skin, oversized, office wear, curvy friendly, dark skin, festival","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather"
"trendy comfy cardigans cardigans tie-dye jacquard casual, minimalist, sporty, medium skin, rainy weather, cottagecore, y2k, business casual","oversized luxury cardigans cardigans off-white corduroy eco-friendly, sporty, luxury, travel friendly, y2k, comfy, autumn, monochrome","relaxed urban kimono kimono pastel blue wool patterned, old money, preppy, business casual, dark skin"
"rustic essential kimono kimono peach polyester checked, travel friendly, polka dot, tall friendly, formal","camo dynamic denim jackets denim jackets peach silk travel friendly, business casual, spring, hot weather, beach wear, preppy","relaxed classic t-shirts t-shirts orange leather minimalist, curvy friendly, floral, casual, oversized, polka dot, hipster"
"retro oversized denim jackets denim jackets blue rayon rainy weather, y2k, edgy, medium skin, urban, travel friendly","wide leg oversized denim jackets denim jackets multi-color fleece streetwear, winter, autumn, floral, comfy, y2k, slim fit","structured vintage utility pants utility pants coral wool rainy weather, sporty, travel friendly, cold weather, casual, party wear, tall friendly"
"textured dynamic sweatshirts sweatshirts pastel green corduroy tall friendly, floral, rainy weather, oversized, edgy, polka dot","bold retro blazers blazers pastel green polyester checked, old money, layering, summer, eco-friendly, casual","luxury rustic cardigans cardigans striped jacquard autumn, travel friendly, cottagecore, minimalist, skinny friendly"
"layered camo tanks tanks yellow fleece dark skin, office wear, autumn, hot weather, luxury, eco-friendly","relaxed layered oversize tee oversize tee yellow rayon fair skin, curvy friendly, oversized, medium skin, vintage","patterned structured joggers & pants joggers & pants nude cotton polka dot, slim fit, dark skin, comfy, stripes"
"classic classic hoodies & jackets hoodies & jackets tie-dye modal comfy, hot weather, y2k, fair skin, stripes, casual","retro edgy hoodies & jackets hoodies & jackets tan bamboo minimalist, medium skin, checked, summer, monochrome","sporty casual tanks tanks crimson velvet spring, autumn, monochrome, luxury, slim fit"
"layered modern t-shirts t-shirts yellow rayon office wear, sporty, summer, urban, eco-friendly, skinny friendly, curvy friendly, autumn","slim fit neutral t-shirts t-shirts crimson velvet layering, minimalist, medium skin, oversized, comfy, tall friendly, office wear, luxury","structured sporty blazers blazers plaid modal festival, cottagecore, party wear, polka dot, comfy"
"minimalist classic denim jackets denim jackets orange rayon patterned, medium skin, winter, slim fit, polka dot, layering, urban, party wear","functional textured cardigans cardigans orange silk casual, slim fit, edgy, spring, beach wear, medium skin, stripes","structured comfy t-shirts t-shirts blush leather edgy, office wear, casual, minimalist, dark skin, slim fit"
crimson polos wool,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","smart urban blazers blazers blue fleece preppy, cold weather, office wear, streetwear, travel friendly, floral, cottagecore, minimalist"
"minimalist casual cardigans cardigans tan velvet office wear, luxury, athleisure, tall friendly, winter, medium skin, floral","slim fit comfy cardigans cardigans green modal floral, hot weather, stripes, luxury, comfy, urban, sporty","essential casual hoodies & jackets hoodies & jackets multi-color silk hipster, patterned, festival, dark skin, stripes, summer, cottagecore"
"urban comfy chinos chinos nude cotton rainy weather, summer, stripes, tall friendly, dark skin","vintage layered chinos chinos nude polyester curvy friendly, patterned, tall friendly, polka dot, spring, streetwear","soft lightweight beach wear beach wear peach polyester party wear, layering, minimalist, streetwear, urban, hipster"
"classic tailored utility pants utility pants pastel blue linen polka dot, formal, minimalist, petite friendly, cottagecore","luxury retro oversize tee oversize tee pastel blue corduroy petite friendly, dark skin, travel friendly, curvy friendly, skinny friendly","edgy essential oversize tee oversize tee mustard velvet casual, patterned, summer, urban, edgy, neutral skin, party wear"
"vintage comfy track pants track pants yellow rayon summer, floral, petite friendly, y2k, streetwear, edgy, sporty","refined smart t-shirts t-shirts yellow linen beach wear, polka dot, checked, dark skin, old money, cottagecore, medium skin, y2k","sporty essential coats coats plaid leather summer, polka dot, neutral skin, floral, hot weather"
"structured oversized cardigans cardigans grey jacquard hot weather, streetwear, neutral skin, cottagecore, tall friendly, preppy","dynamic lightweight shorts shorts grey velvet slim fit, beach wear, athleisure, casual, preppy, monochrome, spring, cold weather","soft retro coats coats pastel blue rayon urban, party wear, petite friendly, festival, preppy, y2k, checked"
"neutral casual cardigans cardigans charcoal silk festival, layering, hipster, sporty, cottagecore, medium skin, summer, oversized","camo sporty kimono kimono charcoal modal stripes, spring, hipster, checked, party wear, polka dot, floral, rainy weather","trendy structured joggers & pants joggers & pants nude polyester office wear, hot weather, old money, beach wear, cottagecore, urban"
"minimalist layered joggers & pants joggers & pants teal jacquard hipster, stripes, formal, athleisure, neutral skin, old money","statement statement joggers & pants joggers & pants green jacquard office wear, summer, stripes, y2k, sporty, luxury, dark skin, cold weather","urban comfy chinos chinos nude cotton rainy weather, summer, stripes, tall friendly, dark skin"
"tailored layered hoodies & jackets hoodies & jackets peach linen cold weather, festival, fair skin, old money, y2k, urban","dynamic slim fit beach wear beach wear peach linen petite friendly, slim fit, party wear, layering, festival, spring","bright luxury cardigans cardigans chocolate bamboo festival, stripes, formal, streetwear, travel friendly, checked"
striped blazers corduroy,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","bold relaxed kimono kimono plaid denim minimalist, festival, layering, edgy, rainy weather, cold weather"
brown coats denim,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","refined rustic denim jackets denim jackets checked wool autumn, fair skin, old money, floral, formal"
"edgy preppy blazers blazers camouflage leather curvy friendly, beach wear, monochrome, polka dot, skinny friendly, autumn, party wear","smart bright blazers blazers nude velvet old money, streetwear, floral, curvy friendly, vintage","minimalist soft joggers & pants joggers & pants chocolate rayon spring, old money, checked, floral, hot weather, cottagecore"
"smart edgy tanks tanks tan polyester rainy weather, y2k, hipster, old money, dark skin, office wear, travel friendly","preppy vintage tanks tanks black linen medium skin, neutral skin, minimalist, winter, oversized, slim fit, hot weather","relaxed bold chinos chinos red cotton oversized, cottagecore, monochrome, beach wear, autumn"
"wide leg functional beach wear beach wear nude leather hipster, cottagecore, tall friendly, autumn, y2k","preppy rustic track pants track pants nude fleece spring, polka dot, slim fit, office wear, cold weather","modern camo tanks tanks olive denim preppy, spring, fair skin, dark skin, festival"
pink sweatshirts linen,"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit"
"camo dynamic denim jackets denim jackets peach silk travel friendly, business casual, spring, hot weather, beach wear, preppy","slim fit minimalist utility pants utility pants peach jacquard layering, dark skin, floral, tall friendly, hot weather, slim fit","vintage slim fit cardigans cardigans plaid cotton old money, hot weather, y2k, cottagecore, travel friendly"
"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","luxury heritage t-shirts t-shirts polka dot wool petite friendly, preppy, comfy, athleisure, winter, y2k","urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather"
"minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty","wide leg layered oversize tee oversize tee sky blue fleece party wear, athleisure, rainy weather, checked, cottagecore, hipster, old money, stripes","oversized structured coats coats multi-color wool fair skin, oversized, summer, beach wear, luxury, polka dot, business casual, eco-friendly"
"sporty camo chinos chinos navy denim casual, tall friendly, urban, neutral skin, streetwear","heritage modern t-shirts t-shirts navy bamboo preppy, vintage, hipster, office wear, comfy, travel friendly, polka dot","chic preppy utility pants utility pants blue corduroy sporty, luxury, curvy friendly, fair skin, business casual"
"slim fit textured chinos chinos navy cotton streetwear, athleisure, checked, rainy weather, vintage, casual, slim fit, office wear","textured rustic shorts shorts navy fleece petite friendly, layering, comfy, cottagecore, preppy, neutral skin","urban neutral joggers & pants joggers & pants mustard fleece layering, casual, cold weather, summer, medium skin"
"statement comfy shorts shorts beige bamboo skinny friendly, medium skin, urban, business casual, spring, eco-friendly, curvy friendly","oversized layered blazers blazers beige denim beach wear, athleisure, business casual, festival, autumn, curvy friendly, urban","soft functional sweatshirts sweatshirts charcoal linen stripes, summer, autumn, polka dot, athleisure, oversized"
"structured sporty blazers blazers maroon velvet minimalist, fair skin, skinny friendly, travel friendly, hot weather, preppy","comfy neutral tanks tanks maroon jacquard oversized, comfy, casual, slim fit, athleisure","trendy slim fit coats coats olive linen business casual, slim fit, checked, luxury, old money, neutral skin, monochrome"
"relaxed retro polos polos plaid cotton cottagecore, fair skin, formal, casual, festival, oversized","rustic tailored polos polos off-white silk oversized, cottagecore, spring, preppy, summer","neutral trendy hoodies & jackets hoodies & jackets pastel blue bamboo autumn, vintage, office wear, polka dot, fair skin, sporty, minimalist, winter"
"functional soft utility pants utility pants navy rayon summer, office wear, floral, beach wear, hipster, monochrome, preppy","sporty camo chinos chinos navy denim casual, tall friendly, urban, neutral skin, streetwear","rustic oversized denim jackets denim jackets tie-dye rayon neutral skin, party wear, office wear, spring, oversized, beach wear, slim fit"
"refined structured oversize tee oversize tee white denim skinny friendly, vintage, cold weather, dark skin, sporty, winter","lightweight slim fit polos polos white leather dark skin, tall friendly, patterned, petite friendly, casual","camo comfy utility pants utility pants multi-color cotton rainy weather, party wear, hot weather, curvy friendly, tall friendly, cold weather"
"comfy modern kimono kimono olive denim y2k, patterned, monochrome, travel friendly, tall friendly, beach wear, streetwear, winter","oversized layered kimono kimono maroon corduroy vintage, stripes, checked, dark skin, spring","smart retro coats coats tie-dye leather monochrome, neutral skin, cottagecore, casual, polka dot, athleisure"
black utility pants corduroy,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","patterned tailored tanks tanks blue rayon old money, office wear, slim fit, monochrome, cottagecore"
"comfy smart coats coats pastel green polyester spring, rainy weather, winter, skinny friendly, hipster, polka dot","layered relaxed coats coats pink leather summer, skinny friendly, winter, hot weather, edgy","soft minimalist hoodies & jackets hoodies & jackets charcoal corduroy patterned, medium skin, preppy, cold weather, sporty, hot weather"
"soft statement coats coats mustard jacquard casual, dark skin, vintage, old money, oversized, travel friendly, athleisure, slim fit","retro statement coats coats beige velvet skinny friendly, medium skin, cold weather, comfy, monochrome, floral","soft trendy denim jackets denim jackets tan wool oversized, layering, office wear, old money, petite friendly, autumn, stripes"
"edgy preppy polos polos blue cotton curvy friendly, minimalist, luxury, tall friendly, checked, festival","essential wide leg polos polos blue jacquard polka dot, monochrome, luxury, business casual, curvy friendly, cold weather, minimalist","dynamic chic track pants track pants yellow leather summer, petite friendly, dark skin, patterned, minimalist, floral"
"functional sporty denim jackets denim jackets blue velvet vintage, dark skin, travel friendly, layering, y2k","comfy textured denim jackets denim jackets nude modal spring, casual, polka dot, comfy, cottagecore, autumn, dark skin","modern luxury joggers & pants joggers & pants checked modal travel friendly, sporty, skinny friendly, spring, summer"
"functional comfy polos polos crimson rayon oversized, floral, y2k, office wear, beach wear, medium skin, petite friendly","trendy preppy polos polos nude leather curvy friendly, monochrome, hot weather, beach wear, business casual, preppy, summer","textured dynamic tanks tanks pink linen neutral skin, checked, festival, spring, polka dot"
"modern modern utility pants utility pants off-white linen formal, vintage, dark skin, comfy, business casual","rustic soft chinos chinos off-white denim beach wear, minimalist, spring, eco-friendly, travel friendly, cold weather, polka dot, slim fit","heritage modern cardigans cardigans camouflage polyester monochrome, business casual, eco-friendly, athleisure, oversized, stripes, summer"
"oversized retro track pants track pants teal leather festival, athleisure, hot weather, streetwear, checked, party wear","retro textured joggers & pants joggers & pants teal bamboo neutral skin, athleisure, autumn, dark skin, checked","vintage preppy sweatshirts sweatshirts green velvet vintage, edgy, party wear, summer, festival, layering, curvy friendly, business casual"
"camo sporty kimono kimono charcoal modal stripes, spring, hipster, checked, party wear, polka dot, floral, rainy weather","retro lightweight tanks tanks charcoal jacquard slim fit, festival, hot weather, preppy, checked","vintage rustic joggers & pants joggers & pants off-white bamboo spring, athleisure, monochrome, hot weather, neutral skin, luxury, winter, vintage"
"preppy sporty hoodies & jackets hoodies & jackets navy wool streetwear, festival, checked, hot weather, comfy, preppy","elegant tailored utility pants utility pants navy fleece cottagecore, festival, summer, streetwear, petite friendly","layered comfy sweatshirts sweatshirts off-white tencel hipster, old money, y2k, business casual, oversized, casual, dark skin"
"modern neutral sweatshirts sweatshirts pastel pink linen slim fit, polka dot, party wear, casual, athleisure, business casual","wide leg wide leg sweatshirts sweatshirts pink rayon beach wear, medium skin, winter, layering, luxury","retro smart tanks tanks yellow velvet floral, layering, dark skin, formal, casual, preppy, party wear"
"chic essential cardigans cardigans red jacquard layering, edgy, party wear, spring, office wear, vintage, summer, business casual","retro classic cardigans cardigans sky blue rayon festival, oversized, hipster, preppy, minimalist, y2k, layering","classic retro oversize tee oversize tee olive wool eco-friendly, office wear, festival, vintage, floral"
"retro statement coats coats beige velvet skinny friendly, medium skin, cold weather, comfy, monochrome, floral","bold comfy coats coats tan modal sporty, cottagecore, eco-friendly, festival, spring","structured retro utility pants utility pants blue tencel party wear, medium skin, polka dot, rainy weather, office wear, monochrome"
"lightweight elegant sweatshirts sweatshirts pink jacquard rainy weather, neutral skin, slim fit, vintage, beach wear, monochrome","luxury luxury joggers & pants joggers & pants pink linen luxury, patterned, summer, hot weather, checked","structured bright cardigans cardigans blue bamboo monochrome, fair skin, checked, comfy, layering, minimalist, neutral skin"
"oversized modern oversize tee oversize tee chocolate jacquard hipster, checked, neutral skin, rainy weather, vintage","trendy bright denim jackets denim jackets chocolate linen checked, stripes, slim fit, curvy friendly, travel friendly, medium skin, floral, rainy weather","layered classic t-shirts t-shirts plaid denim checked, monochrome, hot weather, oversized, office wear"
"bright modern denim jackets denim jackets red fleece comfy, travel friendly, hipster, luxury, slim fit","chic essential cardigans cardigans red jacquard layering, edgy, party wear, spring, office wear, vintage, summer, business casual","essential elegant oversize tee oversize tee polka dot bamboo party wear, office wear, layering, slim fit, eco-friendly, athleisure, comfy, formal"
"statement bold utility pants utility pants multi-color silk athleisure, summer, floral, travel friendly, autumn, hot weather, layering","neutral vintage utility pants utility pants black linen spring, cold weather, casual, slim fit, curvy friendly, polka dot","modern refined shorts shorts charcoal cotton preppy, formal, comfy, fair skin, stripes, business casual, edgy, hot weather"
"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","trendy bright denim jackets denim jackets chocolate linen checked, stripes, slim fit, curvy friendly, travel friendly, medium skin, floral, rainy weather"
blush t-shirts cotton,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","bold chic track pants track pants mustard wool spring, rainy weather, office wear, curvy friendly, stripes, summer, hipster, tall friendly"
"structured wide leg coats coats maroon jacquard petite friendly, dark skin, winter, stripes, curvy friendly, eco-friendly","slim fit classic coats coats charcoal polyester monochrome, stripes, cottagecore, sporty, skinny friendly, hipster, hot weather, urban","dynamic refined tanks tanks tie-dye jacquard cold weather, festival, hipster, comfy, checked, petite friendly"
"casual structured t-shirts t-shirts pastel blue fleece winter, edgy, patterned, layering, athleisure, office wear","slim fit soft t-shirts t-shirts pastel pink denim tall friendly, spring, curvy friendly, formal, vintage, summer, layering, urban","casual classic cardigans cardigans multi-color tencel neutral skin, business casual, formal, winter, polka dot, floral"
"oversized modern oversize tee oversize tee chocolate jacquard hipster, checked, neutral skin, rainy weather, vintage","bright dynamic oversize tee oversize tee peach cotton cold weather, edgy, winter, vintage, party wear, cottagecore, spring","rustic dynamic chinos chinos peach polyester cold weather, checked, y2k, rainy weather, comfy"
brown utility pants leather,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","oversized modern denim jackets denim jackets red modal monochrome, cold weather, casual, skinny friendly, neutral skin, sporty, cottagecore"
"preppy preppy cardigans cardigans pastel pink fleece slim fit, summer, casual, oversized, polka dot","modern bold blazers blazers pastel pink bamboo office wear, skinny friendly, spring, comfy, old money","oversized bold oversize tee oversize tee maroon leather curvy friendly, business casual, monochrome, winter, hot weather, dark skin, autumn, comfy"
"edgy preppy joggers & pants joggers & pants tie-dye bamboo travel friendly, streetwear, party wear, petite friendly, vintage, floral","retro casual kimono kimono tie-dye fleece checked, petite friendly, hipster, rainy weather, cold weather","slim fit textured coats coats mustard linen edgy, patterned, monochrome, eco-friendly, tall friendly, y2k, cold weather, streetwear"
"tailored slim fit t-shirts t-shirts pastel green denim edgy, cold weather, oversized, office wear, cottagecore, spring","essential sporty t-shirts t-shirts white fleece beach wear, oversized, slim fit, old money, fair skin","soft retro oversize tee oversize tee pastel pink jacquard festival, old money, stripes, formal, oversized, rainy weather, party wear"
"bright slim fit joggers & pants joggers & pants navy silk slim fit, party wear, comfy, rainy weather, polka dot, oversized, checked","bright classic joggers & pants joggers & pants pastel green bamboo luxury, preppy, minimalist, office wear, floral, athleisure","soft statement coats coats mustard jacquard casual, dark skin, vintage, old money, oversized, travel friendly, athleisure, slim fit"
yellow track pants linen,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","relaxed layered oversize tee oversize tee yellow rayon fair skin, curvy friendly, oversized, medium skin, vintage"
"textured elegant denim jackets denim jackets pastel blue silk slim fit, cottagecore, patterned, edgy, polka dot","elegant wide leg track pants track pants pastel blue silk urban, streetwear, athleisure, luxury, festival, floral, oversized","structured casual polos polos coral modal hot weather, rainy weather, autumn, medium skin, travel friendly, eco-friendly, y2k, cottagecore"
"urban statement denim jackets denim jackets striped denim rainy weather, edgy, dark skin, neutral skin, y2k","casual tailored denim jackets denim jackets red polyester fair skin, summer, eco-friendly, polka dot, stripes, skinny friendly, formal","smart retro coats coats tie-dye leather monochrome, neutral skin, cottagecore, casual, polka dot, athleisure"
"layered tailored sweatshirts sweatshirts blue wool oversized, vintage, preppy, casual, curvy friendly, winter","layered edgy sweatshirts sweatshirts camouflage corduroy layering, cottagecore, hipster, office wear, streetwear","heritage casual beach wear beach wear blue denim formal, eco-friendly, sporty, hipster, patterned"
"oversized bold cardigans cardigans beige modal casual, patterned, streetwear, sporty, eco-friendly, layering, cold weather, stripes","minimalist patterned sweatshirts sweatshirts beige corduroy spring, winter, slim fit, medium skin, urban, edgy, cottagecore","bold rustic polos polos mustard polyester travel friendly, old money, polka dot, layering, slim fit, floral, winter, comfy"
"smart relaxed tanks tanks tan jacquard rainy weather, travel friendly, polka dot, minimalist, stripes","edgy rustic beach wear beach wear tan modal autumn, streetwear, polka dot, rainy weather, hipster, preppy, checked, athleisure","urban smart sweatshirts sweatshirts beige bamboo patterned, floral, checked, dark skin, sporty, fair skin"
"luxury functional track pants track pants polka dot velvet rainy weather, winter, neutral skin, monochrome, y2k, cold weather, slim fit","comfy textured t-shirts t-shirts polka dot polyester tall friendly, monochrome, urban, luxury, stripes, sporty, dark skin, neutral skin","urban classic shorts shorts mint wool skinny friendly, winter, cold weather, petite friendly, athleisure, festival"
mint hoodies & jackets denim,"structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","bright vintage track pants track pants camouflage bamboo athleisure, edgy, cold weather, office wear, checked, vintage, stripes"
"lightweight sporty utility pants utility pants navy velvet fair skin, dark skin, neutral skin, casual, checked, streetwear, formal","essential camo beach wear beach wear navy bamboo office wear, athleisure, slim fit, dark skin, streetwear, urban, old money","preppy comfy shorts shorts polka dot wool spring, athleisure, casual, old money, formal, patterned, minimalist"
"minimalist refined kimono kimono striped modal neutral skin, beach wear, rainy weather, luxury, preppy, petite friendly","trendy minimalist kimono kimono maroon rayon rainy weather, patterned, eco-friendly, festival, comfy, business casual, tall friendly","smart elegant cardigans cardigans striped polyester casual, layering, fair skin, hot weather, party wear, edgy, spring"
"soft essential shorts shorts mint velvet monochrome, spring, summer, patterned, rainy weather","structured modern sweatshirts sweatshirts mint modal casual, tall friendly, petite friendly, oversized, stripes, skinny friendly","slim fit soft t-shirts t-shirts pastel pink denim tall friendly, spring, curvy friendly, formal, vintage, summer, layering, urban"
"dynamic comfy utility pants utility pants camouflage corduroy oversized, preppy, autumn, party wear, athleisure, vintage, minimalist, old money","layered heritage utility pants utility pants off-white modal autumn, business casual, casual, stripes, office wear, eco-friendly, medium skin","structured elegant denim jackets denim jackets pastel pink leather urban, stripes, vintage, monochrome, neutral skin"
"layered textured denim jackets denim jackets blue leather monochrome, polka dot, tall friendly, business casual, luxury, vintage","vintage vintage denim jackets denim jackets pastel blue fleece comfy, patterned, stripes, rainy weather, medium skin, summer","soft sporty utility pants utility pants chocolate wool beach wear, edgy, athleisure, fair skin, curvy friendly, autumn"
"lightweight edgy chinos chinos beige fleece edgy, dark skin, streetwear, comfy, urban, travel friendly, business casual, checked","chic essential chinos chinos tie-dye corduroy curvy friendly, old money, cottagecore, skinny friendly, fair skin, preppy","classic tailored utility pants utility pants pastel blue linen polka dot, formal, minimalist, petite friendly, cottagecore"
"smart minimalist oversize tee oversize tee crimson tencel stripes, dark skin, floral, old money, monochrome, skinny friendly, hot weather","dynamic essential oversize tee oversize tee striped denim tall friendly, monochrome, beach wear, neutral skin, sporty, layering, slim fit, comfy","comfy casual hoodies & jackets hoodies & jackets chocolate wool casual, floral, office wear, vintage, monochrome, travel friendly, layering"
"textured chic cardigans cardigans coral denim layering, polka dot, autumn, hot weather, old money, beach wear, floral, travel friendly","vintage vintage cardigans cardigans off-white tencel party wear, fair skin, urban, slim fit, layering","soft elegant polos polos brown rayon comfy, summer, streetwear, medium skin, hot weather, athleisure"
red coats linen,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","rustic structured shorts shorts peach denim polka dot, fair skin, y2k, patterned, monochrome, skinny friendly"
pastel green denim jackets wool,"vintage vintage denim jackets denim jackets pastel blue fleece comfy, patterned, stripes, rainy weather, medium skin, summer","sporty bright sweatshirts sweatshirts blush polyester edgy, beach wear, curvy friendly, athleisure, vintage, minimalist, patterned, medium skin"
"camo edgy shorts shorts mint leather travel friendly, curvy friendly, cold weather, hot weather, stripes, polka dot, urban","preppy bright shorts shorts yellow velvet casual, slim fit, fair skin, medium skin, old money, sporty, business casual","neutral statement joggers & pants joggers & pants sky blue denim formal, slim fit, eco-friendly, summer, edgy, tall friendly"
"dynamic bright polos polos checked modal dark skin, medium skin, party wear, eco-friendly, festival, sporty, winter, floral","preppy essential polos polos polka dot denim comfy, travel friendly, luxury, spring, y2k, medium skin, layering","dynamic trendy joggers & pants joggers & pants off-white wool travel friendly, party wear, old money, skinny friendly, festival"
"elegant statement hoodies & jackets hoodies & jackets pink rayon stripes, tall friendly, rainy weather, hot weather, spring, floral","refined patterned hoodies & jackets hoodies & jackets pink silk business casual, hot weather, curvy friendly, comfy, rainy weather, tall friendly, festival","minimalist wide leg polos polos black rayon preppy, athleisure, business casual, layering, checked, patterned, autumn"
"trendy patterned chinos chinos pastel green velvet oversized, hot weather, festival, cottagecore, neutral skin","retro urban kimono kimono pastel green corduroy slim fit, fair skin, edgy, polka dot, hot weather","luxury modern utility pants utility pants nude fleece petite friendly, athleisure, formal, cold weather, beach wear, old money, neutral skin, party wear"
"wide leg camo t-shirts t-shirts green tencel party wear, edgy, checked, travel friendly, athleisure","chic textured chinos chinos green linen hot weather, dark skin, oversized, spring, streetwear, luxury","oversized retro joggers & pants joggers & pants pink jacquard cold weather, urban, checked, spring, luxury, y2k"
"casual refined hoodies & jackets hoodies & jackets multi-color velvet stripes, medium skin, formal, slim fit, hipster, layering, casual","slim fit retro beach wear beach wear multi-color denim medium skin, vintage, hot weather, checked, minimalist, neutral skin, monochrome","modern vintage beach wear beach wear chocolate linen streetwear, travel friendly, dark skin, checked, sporty, vintage"
"neutral trendy kimono kimono green rayon hipster, edgy, casual, curvy friendly, urban, patterned","modern sporty kimono kimono sky blue polyester luxury, rainy weather, dark skin, urban, autumn, cold weather","lightweight retro t-shirts t-shirts orange wool rainy weather, luxury, festival, summer, office wear"
"casual wide leg blazers blazers orange denim oversized, summer, casual, edgy, floral, monochrome, sporty","retro patterned blazers blazers brown cotton y2k, layering, beach wear, eco-friendly, slim fit, winter, casual, party wear","smart dynamic coats coats tie-dye bamboo curvy friendly, cottagecore, neutral skin, edgy, preppy, office wear"
"smart preppy joggers & pants joggers & pants mint modal monochrome, eco-friendly, formal, hipster, party wear, tall friendly, sporty, curvy friendly","preppy bold coats coats mint fleece medium skin, slim fit, travel friendly, stripes, patterned, luxury, business casual","heritage retro kimono kimono blush polyester athleisure, casual, stripes, luxury, petite friendly, medium skin, y2k"
"lightweight camo shorts shorts sky blue velvet edgy, party wear, luxury, athleisure, old money, office wear, sporty","edgy elegant shorts shorts black silk winter, checked, comfy, spring, polka dot","oversized vintage hoodies & jackets hoodies & jackets yellow tencel office wear, comfy, edgy, checked, polka dot"
"statement classic oversize tee oversize tee nude cotton formal, office wear, checked, business casual, cottagecore, slim fit","vintage soft oversize tee oversize tee off-white tencel vintage, party wear, athleisure, y2k, medium skin","wide leg wide leg blazers blazers plaid bamboo winter, curvy friendly, floral, urban, luxury, party wear"
