product_id,shop_id,name,category,color,fabric,size_range,price_LKR,style_tags,product_url,created_ts,popularity_score,stock_count
635,10,Rustic Oversized Denim Jackets,DENIM JACKETS,Tie-dye,Rayon,M,8000.0,"Neutral Skin, Party Wear, Office Wear, Spring, Oversized, Beach Wear, Slim Fit",https://fashionbug.com/product/635,2022-03-13 00:00:00,1.3,34
636,8,Structured Soft Utility Pants,UTILITY PANTS,Mustard,Cotton,XS-S,5000.0,"Casual, Athleisure, Fair Skin, Office Wear, Tall Friendly, Skinny Friendly, Old Money, Beach Wear",https://casualcorner.com/product/636,2022-03-13 00:00:00,1.1,27
637,24,Vintage Patterned Kimono,KIMONO,Blush,Jacquard,L,13000.0,"Vintage, Layering, Hipster, Medium Skin, Luxury",https://elitewear.com/product/637,2026-03-09 15:14:42,1.7,38
638,23,Lightweight Oversized Joggers & Pants,JOGGERS & PANTS,Maroon,Linen,XS-S,3000.0,"Cottagecore, Medium Skin, Tall Friendly, Floral, Fair Skin, Beach Wear, Urban",https://voguestreet.com/product/638,2022-03-13 00:00:00,4.5,17
639,3,Urban Functional Beach Wear,BEACH WEAR,Teal,Denim,XS-S,5000.0,"Preppy, Urban, Polka Dot, Cottagecore, Curvy Friendly, Neutral Skin, Business Casual",https://hameedia.com/product/639,2022-03-13 00:00:00,1.3,14
640,5,UNKNOWN_PRODUCT,COATS,Tie-dye,Bamboo,XL-XXL,12000.0,"Curvy Friendly, Cottagecore, Neutral Skin, Edgy, Preppy, Office Wear",https://odel.com/product/640,2026-03-09 02:52:12,2.7,35
641,14,Sporty Modern Track Pants,TRACK PANTS,White,Jacquard,M,3000.0,"Minimalist, Casual, Skinny Friendly, Festival, Autumn, Travel Friendly",https://metrowear.com/product/641,2022-03-13 00:00:00,3.2,45
642,3,Oversized Luxury Shorts,SHORTS,Multi-color,Velvet,XL-XXL,2500.0,"Athleisure, Preppy, Minimalist, Vintage, Hot Weather",https://hameedia.com/product/642,2022-03-13 00:00:00,3.8,9
643,9,Layered Modern T-Shirts,T-SHIRTS,Yellow,Rayon,M,4500.0,"Office Wear, Sporty, Summer, Urban, Eco-friendly, Skinny Friendly, Curvy Friendly, Autumn",https://houseoffashion.com/product/643,2026-03-09 05:15:06,1.0,31
644,11,Wide Leg Statement Beach Wear,BEACH WEAR,Grey,Wool,XS-S,3000.0,"Y2K, Beach Wear, Medium Skin, Dark Skin, Hipster, Luxury, Autumn",https://coolguy.com/product/644,2026-03-09 20:05:36,1.1,37
645,20,Slim Fit Neutral T-Shirts,T-SHIRTS,Crimson,Velvet,XL-XXL,5000.0,"Layering, Minimalist, Medium Skin, Oversized, Comfy, Tall Friendly, Office Wear, Luxury",https://trendz.com/product/645,2022-03-13 00:00:00,1.4,44
646,19,Structured Dynamic Hoodies & Jackets,HOODIES & JACKETS,Peach,Jacquard,L,12500.0,"Summer, Polka Dot, Minimalist, Edgy, Casual, Eco-friendly, Patterned",https://skylineclothing.com/product/646,2026-03-09 07:33:30,3.6,36
647,18,Camo Comfy Polos,POLOS,Grey,Linen,XL-XXL,3000.0,"Rainy Weather, Eco-friendly, Party Wear, Cottagecore, Vintage, Tall Friendly, Y2K",No URL,2022-03-13 00:00:00,3.6,50
648,1,Modern Textured Cardigans,Miscellaneous,Pink,Denim,L,13000.0,"Edgy, Comfy, Minimalist, Y2K, Polka Dot, Travel Friendly, Urban, Hot Weather",https://foa.com/product/648,2022-03-13 00:00:00,3.5,2
649,6,UNKNOWN_PRODUCT,JOGGERS & PANTS,Pastel Blue,Modal,M,3000.0,"Layering, Dark Skin, Skinny Friendly, Old Money, Preppy, Urban",https://arpico.com/product/649,2022-03-13 00:00:00,2.2,43
650,20,Slim Fit Lightweight Beach Wear,BEACH WEAR,Grey,Wool,XS-S,3000.0,"Hot Weather, Curvy Friendly, Party Wear, Oversized, Checked, Petite Friendly, Y2K",https://trendz.com/product/650,2022-03-13 00:00:00,2.1,42
651,11,Relaxed Heritage Utility Pants,UTILITY PANTS,Pastel Pink,Unknown,M,14500.0,"Hot Weather, Travel Friendly, Y2K, Dark Skin, Monochrome, Business Casual, Tall Friendly, Spring",https://coolguy.com/product/651,2022-03-13 00:00:00,1.5,34
652,4,Soft Elegant Polos,POLOS,Brown,Rayon,XL-XXL,4500.0,"Comfy, Summer, Streetwear, Medium Skin, Hot Weather, Athleisure",https://signature.com/product/652,2022-03-13 00:00:00,3.3,39
653,22,Oversized Tailored T-Shirts,T-SHIRTS,Tan,Rayon,M,2500.0,"Polka Dot, Rainy Weather, Business Casual, Urban, Travel Friendly",https://crossover.com/product/653,2022-03-13 00:00:00,3.9,32
654,21,Slim Fit Sporty Beach Wear,BEACH WEAR,Pastel Green,Linen,XS-S,4500.0,"Layering, Curvy Friendly, Travel Friendly, Athleisure, Checked, Vintage, Business Casual, Hipster",https://elements.com/product/654,2022-03-13 00:00:00,3.0,10
655,15,Dynamic Comfy Utility Pants,UTILITY PANTS,Camouflage,Corduroy,L,12500.0,"Oversized, Preppy, Autumn, Party Wear, Athleisure, Vintage, Minimalist, Old Money",https://arena.com/product/655,2026-03-09 11:17:48,1.8,27
656,22,Essential Oversized Oversize Tee,OVERSIZE TEE,Yellow,Wool,XS-S,4500.0,"Comfy, Cold Weather, Travel Friendly, Skinny Friendly, Urban, Slim Fit, Y2K, Office Wear",https://crossover.com/product/656,2022-03-13 00:00:00,1.6,26
657,2,Layered Heritage Utility Pants,UTILITY PANTS,Unknown,Modal,L,12000.0,"Autumn, Business Casual, Casual, Stripes, Office Wear, Eco-friendly, Medium Skin",https://incarnage.com/product/657,2022-03-13 00:00:00,4.7,42
658,20,Modern Essential Coats,COATS,Teal,Tencel,L,13500.0,"Casual, Old Money, Checked, Winter, Curvy Friendly",https://trendz.com/product/658,2022-03-13 00:00:00,4.1,42
659,24,Soft Retro Oversize Tee,OVERSIZE TEE,Pastel Pink,Jacquard,M,5000.0,"Festival, Old Money, Stripes, Formal, Oversized, Rainy Weather, Party Wear",https://elitewear.com/product/659,2022-03-13 00:00:00,4.5,43
660,15,Chic Preppy Sweatshirts,SWEATSHIRTS,Off-white,Polyester,XL-XXL,3500.0,"Eco-friendly, Monochrome, Vintage, Slim Fit, Curvy Friendly, Floral, Fair Skin",No URL,2026-03-09 11:11:24,1.9,0
661,19,Dynamic Rustic Track Pants,TRACK PANTS,Green,Wool,XL-XXL,4000.0,"Old Money, Spring, Neutral Skin, Dark Skin, Monochrome, Skinny Friendly",https://skylineclothing.com/product/661,2022-03-13 00:00:00,4.5,2
662,17,Soft Modern Utility Pants,UTILITY PANTS,Charcoal,Corduroy,L,14000.0,"Curvy Friendly, Hipster, Formal, Y2K, Festival, Tall Friendly, Cold Weather",https://lifestyle.com/product/662,2026-03-09 20:33:30,3.9,2
663,3,Trendy Sporty Cardigans,CARDIGANS,Striped,Wool,L,11500.0,"Party Wear, Business Casual, Spring, Vintage, Beach Wear, Summer, Curvy Friendly, Hipster",https://hameedia.com/product/663,2026-03-09 09:37:48,4.9,36
664,4,Minimalist Patterned Sweatshirts,SWEATSHIRTS,Beige,Corduroy,M,4000.0,"Spring, Winter, Slim Fit, Medium Skin, Urban, Edgy, Cottagecore",https://signature.com/product/664,2022-03-13 00:00:00,2.5,12
665,5,Structured Elegant Denim Jackets,DENIM JACKETS,Pastel Pink,Leather,L,11000.0,"Urban, Stripes, Vintage, Monochrome, Neutral Skin",https://odel.com/product/665,2026-03-09 03:37:18,4.1,47
666,16,Refined Comfy Oversize Tee,OVERSIZE TEE,Tan,Unknown,M,3000.0,"Beach Wear, Comfy, Summer, Rainy Weather, Winter, Business Casual, Athleisure",https://planetsports.com/product/666,2022-03-13 00:00:00,3.7,5
667,3,Tailored Vintage Kimono,KIMONO,Coral,Denim,M,10500.0,"Casual, Skinny Friendly, Comfy, Sporty, Office Wear",https://hameedia.com/product/667,2022-03-13 00:00:00,1.5,24
668,11,UNKNOWN_PRODUCT,SWEATSHIRTS,Polka Dot,Tencel,XS-S,6000.0,"Checked, Fair Skin, Sporty, Old Money, Streetwear",https://coolguy.com/product/668,2022-03-13 00:00:00,3.1,47
669,21,Minimalist Structured Joggers & Pants,JOGGERS & PANTS,Brown,Leather,XL-XXL,3500.0,"Autumn, Y2K, Summer, Layering, Travel Friendly, Hipster",https://elements.com/product/669,2022-03-13 00:00:00,3.0,12
670,15,Retro Camo Tanks,TANKS,Peach,Cotton,M,4500.0,"Beach Wear, Preppy, Hot Weather, Summer, Old Money, Comfy, Festival, Formal",https://arena.com/product/670,2022-03-13 00:00:00,4.3,10
671,6,Wide Leg Lightweight Chinos,CHINOS,Blush,Unknown,XL-XXL,7000.0,"Summer, Edgy, Beach Wear, Layering, Vintage",https://arpico.com/product/671,2022-03-13 00:00:00,1.2,26
672,2,Rustic Sporty Beach Wear,BEACH WEAR,Plaid,Polyester,XS-S,4500.0,"Sporty, Vintage, Summer, Urban, Floral, Curvy Friendly, Checked, Cottagecore",https://incarnage.com/product/672,2022-03-13 00:00:00,1.2,34
673,23,Vintage Lightweight Kimono,KIMONO,Charcoal,Unknown,XL-XXL,12500.0,"Curvy Friendly, Polka Dot, Medium Skin, Comfy, Summer, Winter, Dark Skin, Formal",https://voguestreet.com/product/673,2026-03-09 00:11:48,1.2,7
674,14,Tailored Bold Oversize Tee,OVERSIZE TEE,Tie-dye,Bamboo,M,5000.0,"Hipster, Luxury, Cold Weather, Minimalist, Old Money, Spring, Edgy, Vintage",https://metrowear.com/product/674,2026-03-09 20:38:24,3.4,9
675,2,Retro Luxury Hoodies & Jackets,HOODIES & JACKETS,Crimson,Wool,M,8000.0,"Preppy, Monochrome, Formal, Urban, Checked",https://incarnage.com/product/675,2022-03-13 00:00:00,3.2,0
676,8,Relaxed Edgy Shorts,SHORTS,Tie-dye,Tencel,XL-XXL,3000.0,"Office Wear, Skinny Friendly, Winter, Athleisure, Spring, Old Money, Beach Wear",https://casualcorner.com/product/676,2026-03-09 14:41:30,4.7,9
677,7,Edgy Preppy Polos,POLOS,Blue,Cotton,XL-XXL,4000.0,"Curvy Friendly, Minimalist, Luxury, Tall Friendly, Checked, Festival",https://dresssmart.com/product/677,2022-03-13 00:00:00,2.2,10
678,15,Textured Wide Leg Cardigans,CARDIGANS,Pastel Green,Silk,XS-S,13500.0,"Vintage, Sporty, Petite Friendly, Old Money, Autumn, Athleisure, Casual",https://arena.com/product/678,2022-03-13 00:00:00,2.8,16
679,4,Slim Fit Relaxed Beach Wear,BEACH WEAR,Crimson,Fleece,One Size,5000.0,General,https://signature.com/product/679,2022-03-13 00:00:00,2.4,0
680,12,Classic Statement Track Pants,TRACK PANTS,Green,Polyester,L,5000.0,"Cottagecore, Dark Skin, Monochrome, Patterned, Old Money, Checked, Hipster",https://urbancloset.com/product/680,2022-03-13 00:00:00,4.7,10
681,24,Tailored Slim Fit T-Shirts,T-SHIRTS,Pastel Green,Denim,XS-S,4500.0,"Edgy, Cold Weather, Oversized, Office Wear, Cottagecore, Spring",https://elitewear.com/product/681,2026-03-09 06:57:18,2.5,37
682,7,Essential Wide Leg Utility Pants,UTILITY PANTS,Pastel Pink,Modal,XS-S,9000.0,"Fair Skin, Medium Skin, Office Wear, Summer, Festival, Winter, Neutral Skin, Casual",https://dresssmart.com/product/682,2026-03-09 21:09:24,4.3,49
683,21,Structured Bright Cardigans,CARDIGANS,Navy,Linen,XL-XXL,12500.0,"Winter, Tall Friendly, Office Wear, Old Money, Floral, Y2K, Athleisure",https://elements.com/product/683,2022-03-13 00:00:00,4.1,15
684,8,Preppy Smart Chinos,CHINOS,Nude,Silk,XL-XXL,5500.0,"Petite Friendly, Party Wear, Cold Weather, Neutral Skin, Casual, Winter, Preppy, Stripes",https://casualcorner.com/product/684,2026-03-09 16:37:18,1.9,35
685,14,Tailored Layered Hoodies & Jackets,HOODIES & JACKETS,Peach,Linen,XL-XXL,13500.0,"Cold Weather, Festival, Fair Skin, Old Money, Y2K, Urban",https://metrowear.com/product/685,2022-03-13 00:00:00,2.3,33
686,23,Rustic Refined Utility Pants,Miscellaneous,Brown,Cotton,M,14000.0,"Summer, Dark Skin, Checked, Curvy Friendly, Party Wear",https://voguestreet.com/product/686,2026-03-09 03:51:42,4.3,41
687,17,Heritage Structured Sweatshirts,SWEATSHIRTS,Navy,Rayon,XS-S,4000.0,"Polka Dot, Hipster, Travel Friendly, Old Money, Preppy, Sporty, Business Casual",https://lifestyle.com/product/687,2022-03-13 00:00:00,2.7,7
688,22,Essential Sporty T-Shirts,T-SHIRTS,Unknown,Fleece,XS-S,5000.0,"Beach Wear, Oversized, Slim Fit, Old Money, Fair Skin",https://crossover.com/product/688,2022-03-13 00:00:00,2.9,38
689,24,Lightweight Camo Sweatshirts,SWEATSHIRTS,Blush,Corduroy,M,4500.0,"Curvy Friendly, Office Wear, Beach Wear, Party Wear, Fair Skin, Slim Fit, Eco-friendly, Petite Friendly",https://elitewear.com/product/689,2026-03-09 04:45:48,1.9,30
690,6,Dynamic Refined Hoodies & Jackets,HOODIES & JACKETS,Grey,Silk,XL-XXL,11500.0,"Preppy, Comfy, Athleisure, Cold Weather, Formal, Winter",https://arpico.com/product/690,2022-03-13 00:00:00,2.4,7
691,1,Sporty Vintage Oversize Tee,OVERSIZE TEE,Green,Modal,XL-XXL,5000.0,"Winter, Athleisure, Fair Skin, Old Money, Skinny Friendly, Cold Weather, Floral",https://foa.com/product/691,2026-03-09 21:16:42,3.9,19
692,12,Comfy Layered T-Shirts,T-SHIRTS,Mustard,Bamboo,M,4500.0,"Sporty, Cottagecore, Summer, Travel Friendly, Floral, Petite Friendly, Polka Dot",https://urbancloset.com/product/692,2022-03-13 00:00:00,2.4,22
693,12,Urban Refined Kimono,KIMONO,Beige,Denim,One Size,9000.0,"Rainy Weather, Travel Friendly, Curvy Friendly, Hot Weather, Spring, Skinny Friendly, Checked, Autumn",https://urbancloset.com/product/693,2022-03-13 00:00:00,3.5,46
694,11,Edgy Tailored Kimono,KIMONO,Chocolate,Leather,L,9000.0,"Athleisure, Petite Friendly, Minimalist, Stripes, Fair Skin, Curvy Friendly, Cold Weather",https://coolguy.com/product/694,2026-03-09 13:34:18,3.1,46
695,21,Minimalist Textured Sweatshirts,SWEATSHIRTS,Pastel Blue,Velvet,M,6000.0,"Festival, Athleisure, Spring, Slim Fit, Y2K, Formal, Skinny Friendly",https://elements.com/product/695,2022-03-13 00:00:00,1.4,45
696,8,Retro Trendy Denim Jackets,DENIM JACKETS,Black,Tencel,XS-S,13000.0,"Summer, Curvy Friendly, Cold Weather, Urban, Spring, Athleisure",https://casualcorner.com/product/696,2022-03-13 00:00:00,3.7,19
697,2,UNKNOWN_PRODUCT,TANKS,Coral,Linen,One Size,4500.0,"Skinny Friendly, Travel Friendly, Edgy, Cold Weather, Neutral Skin",https://incarnage.com/product/697,2022-03-13 00:00:00,4.0,42
698,24,Retro Patterned Blazers,BLAZERS,Brown,Cotton,M,10500.0,"Y2K, Layering, Beach Wear, Eco-friendly, Slim Fit, Winter, Casual, Party Wear",https://elitewear.com/product/698,2022-03-13 00:00:00,3.8,3
699,9,Minimalist Wide Leg Coats,COATS,Multi-color,Wool,XL-XXL,11500.0,"Tall Friendly, Urban, Luxury, Athleisure, Sporty, Beach Wear",https://houseoffashion.com/product/699,2026-03-09 06:22:54,3.8,42
700,16,Soft Chic Joggers & Pants,JOGGERS & PANTS,Pastel Blue,Silk,M,3000.0,"Luxury, Neutral Skin, Edgy, Tall Friendly, Travel Friendly, Curvy Friendly, Dark Skin",https://planetsports.com/product/700,2022-03-13 00:00:00,4.5,8
701,19,Structured Urban Utility Pants,UTILITY PANTS,White,Jacquard,XS-S,11000.0,General,https://skylineclothing.com/product/701,2022-03-13 00:00:00,2.2,42
702,19,Dynamic Slim Fit Beach Wear,BEACH WEAR,Peach,Linen,XL-XXL,5500.0,"Petite Friendly, Slim Fit, Party Wear, Layering, Festival, Spring",https://skylineclothing.com/product/702,2022-03-13 00:00:00,2.3,6
703,15,Relaxed Slim Fit Tanks,TANKS,Plaid,Wool,L,3500.0,"Fair Skin, Hipster, Skinny Friendly, Formal, Cottagecore, Dark Skin, Sporty",https://arena.com/product/703,2022-03-13 00:00:00,3.3,3
704,10,Essential Wide Leg Polos,POLOS,Blue,Jacquard,L,5000.0,"Polka Dot, Monochrome, Luxury, Business Casual, Curvy Friendly, Cold Weather, Minimalist",No URL,2026-03-09 01:35:42,4.3,45
705,22,Edgy Functional Kimono,KIMONO,Olive,Denim,M,8500.0,"Old Money, Minimalist, Party Wear, Edgy, Comfy",https://crossover.com/product/705,2022-03-13 00:00:00,3.4,46
706,20,Functional Bold Hoodies & Jackets,HOODIES & JACKETS,Tie-dye,Modal,M,8000.0,"Patterned, Medium Skin, Autumn, Beach Wear, Travel Friendly, Dark Skin, Hot Weather, Layering",https://trendz.com/product/706,2022-03-13 00:00:00,4.8,17
707,14,Functional Textured Tanks,TANKS,Orange,Jacquard,XL-XXL,5000.0,"Neutral Skin, Festival, Autumn, Eco-friendly, Monochrome",https://metrowear.com/product/707,2026-03-09 19:13:42,4.4,6
708,1,Neutral Dynamic Hoodies & Jackets,HOODIES & JACKETS,Red,Fleece,One Size,8500.0,"Formal, Autumn, Polka Dot, Spring, Eco-friendly",https://foa.com/product/708,2026-03-09 21:17:48,3.9,3
709,16,Essential Refined Coats,COATS,Polka Dot,Modal,M,11500.0,"Stripes, Slim Fit, Medium Skin, Hot Weather, Dark Skin, Edgy, Eco-friendly",https://planetsports.com/product/709,2022-03-13 00:00:00,4.5,49
710,18,Vintage Heritage T-Shirts,T-SHIRTS,Tie-dye,Rayon,XS-S,4000.0,"Floral, Medium Skin, Business Casual, Checked, Sporty, Monochrome, Slim Fit, Skinny Friendly",https://breeze.com/product/710,2022-03-13 00:00:00,2.6,14
711,3,Rustic Camo Sweatshirts,SWEATSHIRTS,Black,Tencel,M,4000.0,"Autumn, Hipster, Cottagecore, Spring, Summer, Vintage",https://hameedia.com/product/711,2026-03-09 15:49:36,4.5,19
712,24,Textured Structured Shorts,SHORTS,Blush,Silk,L,4000.0,"Sporty, Travel Friendly, Layering, Cold Weather, Checked, Casual, Luxury, Vintage",https://elitewear.com/product/712,2026-03-09 07:10:30,4.4,37
713,17,UNKNOWN_PRODUCT,OVERSIZE TEE,Chocolate,Jacquard,M,4500.0,"Festival, Beach Wear, Medium Skin, Curvy Friendly, Layering, Streetwear, Sporty, Petite Friendly",https://lifestyle.com/product/713,2022-03-13 00:00:00,4.0,40
714,11,Tailored Bold Tanks,TANKS,Brown,Linen,XL-XXL,3500.0,"Hipster, Beach Wear, Office Wear, Old Money, Travel Friendly, Petite Friendly, Party Wear, Festival",https://coolguy.com/product/714,2026-03-09 07:02:12,3.0,33
715,6,Casual Camo T-Shirts,T-SHIRTS,Off-white,Polyester,XL-XXL,3000.0,"Comfy, Preppy, Floral, Sporty, Minimalist, Checked, Autumn",https://arpico.com/product/715,2022-03-13 00:00:00,4.0,21
716,16,Patterned Minimalist Beach Wear,BEACH WEAR,Striped,Rayon,XS-S,5000.0,"Beach Wear, Minimalist, Medium Skin, Monochrome, Hot Weather, Edgy, Winter, Luxury",https://planetsports.com/product/716,2022-03-13 00:00:00,4.0,41
717,18,Structured Structured Hoodies & Jackets,HOODIES & JACKETS,Blush,Denim,M,14500.0,"Stripes, Medium Skin, Vintage, Old Money, Sporty, Y2K",https://breeze.com/product/717,2026-03-09 20:20:24,1.8,18
718,21,Dynamic Bold Joggers & Pants,JOGGERS & PANTS,Plaid,Bamboo,XL-XXL,4000.0,"Edgy, Dark Skin, Rainy Weather, Neutral Skin, Old Money, Layering",https://elements.com/product/718,2022-03-13 00:00:00,3.3,14
719,19,UNKNOWN_PRODUCT,BLAZERS,Checked,Velvet,XL-XXL,13500.0,"Skinny Friendly, Hot Weather, Stripes, Casual, Medium Skin, Floral, Winter",https://skylineclothing.com/product/719,2022-03-13 00:00:00,2.2,23
720,24,Dynamic Camo Hoodies & Jackets,HOODIES & JACKETS,Checked,Unknown,XS-S,15000.0,"Y2K, Curvy Friendly, Minimalist, Business Casual, Office Wear",https://elitewear.com/product/720,2022-03-13 00:00:00,5.0,16
721,10,Dynamic Trendy Hoodies & Jackets,HOODIES & JACKETS,Brown,Rayon,L,10500.0,"Streetwear, Summer, Dark Skin, Casual, Cold Weather, Hipster, Edgy",https://fashionbug.com/product/721,2026-03-09 14:48:48,2.3,30
722,20,Comfy Slim Fit Shorts,SHORTS,Black,Modal,One Size,2500.0,"Petite Friendly, Beach Wear, Urban, Festival, Fair Skin",https://trendz.com/product/722,2022-03-13 00:00:00,3.4,38
723,13,Minimalist Refined Cardigans,CARDIGANS,Pink,Polyester,M,12500.0,General,https://reddot.com/product/723,2022-03-13 00:00:00,4.6,20
724,11,Patterned Chic Coats,COATS,Mint,Tencel,L,13000.0,"Spring, Dark Skin, Vintage, Petite Friendly, Curvy Friendly, Patterned, Luxury",https://coolguy.com/product/724,2026-03-09 10:29:00,1.4,31
725,13,Chic Comfy Tanks,Miscellaneous,Plaid,Jacquard,L,3000.0,"Layering, Luxury, Medium Skin, Eco-friendly, Summer, Edgy, Vintage",https://reddot.com/product/725,2026-03-09 16:47:18,3.9,16
726,10,Layered Tailored Coats,COATS,Olive,Silk,M,11500.0,"Luxury, Slim Fit, Hot Weather, Athleisure, Patterned, Party Wear, Winter, Sporty",https://fashionbug.com/product/726,2022-03-13 00:00:00,4.6,47
727,24,Lightweight Elegant Sweatshirts,SWEATSHIRTS,Pink,Jacquard,XS-S,6000.0,"Rainy Weather, Neutral Skin, Slim Fit, Vintage, Beach Wear, Monochrome",https://elitewear.com/product/727,2022-03-13 00:00:00,4.2,26
728,2,Oversized Statement Hoodies & Jackets,HOODIES & JACKETS,Orange,Polyester,L,11000.0,"Slim Fit, Floral, Stripes, Casual, Comfy, Summer, Spring, Formal",https://incarnage.com/product/728,2022-03-13 00:00:00,3.9,33
729,22,Rustic Luxury Kimono,KIMONO,Brown,Cotton,M,10500.0,General,https://crossover.com/product/729,2026-03-09 08:48:54,1.9,5
730,7,Chic Textured T-Shirts,T-SHIRTS,Multi-color,Corduroy,M,4500.0,"Athleisure, Slim Fit, Cold Weather, Spring, Comfy, Tall Friendly",https://dresssmart.com/product/730,2022-03-13 00:00:00,3.5,49
731,24,Comfy Modern Kimono,KIMONO,Olive,Denim,XS-S,10000.0,"Y2K, Patterned, Monochrome, Travel Friendly, Tall Friendly, Beach Wear, Streetwear, Winter",https://elitewear.com/product/731,2026-03-09 19:59:42,2.4,41
732,12,Lightweight Vintage Denim Jackets,DENIM JACKETS,Olive,Wool,XL-XXL,12500.0,"Party Wear, Spring, Old Money, Summer, Travel Friendly, Floral, Oversized, Eco-friendly",https://urbancloset.com/product/732,2026-03-09 02:57:48,1.9,8
733,14,Structured Structured Coats,COATS,Mint,Linen,M,10000.0,"Old Money, Tall Friendly, Casual, Formal, Minimalist",https://metrowear.com/product/733,2026-03-09 08:29:12,2.1,11
734,10,Smart Minimalist Cardigans,CARDIGANS,Tie-dye,Silk,L,13500.0,"Travel Friendly, Minimalist, Floral, Curvy Friendly, Hot Weather, Preppy, Slim Fit, Summer",https://fashionbug.com/product/734,2022-03-13 00:00:00,0.0,7
735,-1,Dynamic Statement Hoodies & Jackets,HOODIES & JACKETS,Coral,Wool,M,10500.0,"Stripes, Comfy, Athleisure, Neutral Skin, Festival, Autumn, Petite Friendly, Minimalist",https://arpico.com/product/735,2026-03-09 10:39:54,4.5,15
736,14,Essential Casual Hoodies & Jackets,HOODIES & JACKETS,Multi-color,Silk,XS-S,8000.0,"Hipster, Patterned, Festival, Dark Skin, Stripes, Summer, Cottagecore",https://metrowear.com/product/736,2022-03-13 00:00:00,3.2,36
737,5,Oversized Layered Kimono,KIMONO,Maroon,Corduroy,M,14500.0,"Vintage, Stripes, Checked, Dark Skin, Spring",https://odel.com/product/737,2026-03-09 09:30:30,2.8,49
738,17,Luxury Classic Hoodies & Jackets,HOODIES & JACKETS,Mustard,Unknown,XS-S,8000.0,"Summer, Casual, Comfy, Cold Weather, Old Money, Patterned",https://lifestyle.com/product/738,2026-03-09 19:17:00,2.9,20
739,-1,Preppy Comfy Shorts,SHORTS,Polka Dot,Wool,M,5000.0,"Spring, Athleisure, Casual, Old Money, Formal, Patterned, Minimalist",https://casualcorner.com/product/739,2022-03-13 00:00:00,1.3,16
740,20,Essential Trendy Joggers & Pants,JOGGERS & PANTS,Sky Blue,Jacquard,L,2500.0,"Winter, Casual, Business Casual, Fair Skin, Old Money",https://trendz.com/product/740,2022-03-13 00:00:00,2.4,35
741,8,Camo Chic Kimono,KIMONO,Mustard,Silk,L,15000.0,"Vintage, Athleisure, Slim Fit, Preppy, Minimalist",https://casualcorner.com/product/741,2022-03-13 00:00:00,1.5,27
742,1,Soft Trendy Shorts,SHORTS,Mustard,Linen,XL-XXL,5000.0,"Cold Weather, Old Money, Tall Friendly, Athleisure, Oversized, Luxury, Cottagecore",https://foa.com/product/742,2022-03-13 00:00:00,3.1,35
743,3,Bold Edgy Track Pants,TRACK PANTS,Pastel Green,Corduroy,XS-S,5000.0,"Slim Fit, Travel Friendly, Rainy Weather, Dark Skin, Urban",https://hameedia.com/product/743,2022-03-13 00:00:00,5.0,33
744,19,Rustic Trendy T-Shirts,T-SHIRTS,Peach,Denim,XS-S,2500.0,"Rainy Weather, Autumn, Minimalist, Polka Dot, Party Wear, Vintage, Skinny Friendly",https://skylineclothing.com/product/744,2022-03-13 00:00:00,2.2,28
745,12,Casual Structured Polos,POLOS,Green,Cotton,L,3500.0,"Formal, Office Wear, Luxury, Athleisure, Y2K, Urban, Beach Wear, Party Wear",https://urbancloset.com/product/745,2022-03-13 00:00:00,1.3,45
746,23,Chic Modern Sweatshirts,SWEATSHIRTS,Charcoal,Modal,L,4000.0,"Casual, Layering, Floral, Vintage, Formal, Neutral Skin, Athleisure",https://voguestreet.com/product/746,2026-03-09 19:49:12,2.9,15
747,18,UNKNOWN_PRODUCT,POLOS,Coral,Modal,XS-S,3500.0,"Hot Weather, Rainy Weather, Autumn, Medium Skin, Travel Friendly, Eco-friendly, Y2K, Cottagecore",https://breeze.com/product/747,2022-03-13 00:00:00,1.8,8
748,5,Luxury Luxury Joggers & Pants,JOGGERS & PANTS,Pink,Unknown,L,3000.0,"Luxury, Patterned, Summer, Hot Weather, Checked",https://odel.com/product/748,2022-03-13 00:00:00,3.6,21
749,11,Layered Luxury Tanks,TANKS,Black,Modal,M,3500.0,"Summer, Party Wear, Autumn, Hot Weather, Winter, Layering, Old Money",https://coolguy.com/product/749,2022-03-13 00:00:00,2.9,38
750,9,Refined Sporty Polos,POLOS,Off-white,Denim,L,5000.0,"Skinny Friendly, Business Casual, Festival, Autumn, Athleisure, Office Wear",https://houseoffashion.com/product/750,2022-03-13 00:00:00,2.4,43
751,-1,Preppy Relaxed Cardigans,CARDIGANS,Multi-color,Denim,L,12000.0,"Petite Friendly, Formal, Checked, Spring, Cold Weather, Luxury, Patterned, Stripes",https://foa.com/product/751,2026-03-09 20:11:00,2.4,19
752,17,Lightweight Slim Fit Oversize Tee,OVERSIZE TEE,Nude,Wool,L,5000.0,"Medium Skin, Eco-friendly, Patterned, Cold Weather, Old Money, Cottagecore, Spring",https://lifestyle.com/product/752,2022-03-13 00:00:00,0.0,49
753,20,Bright Dynamic Joggers & Pants,JOGGERS & PANTS,Blue,Modal,XS-S,3000.0,"Stripes, Spring, Tall Friendly, Office Wear, Floral, Formal, Comfy, Streetwear",https://trendz.com/product/753,2022-03-13 00:00:00,1.0,22
