preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
123.0,123.0,"SWEATSHIRTS, HOODIES & JACKETS, BLAZERS","Red, Plaid, Teal","Polyester, Modal",Brand_5,"Athleisure, Beach Wear, Office Wear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.287640
124.0,124.0,"KIMONO, HOODIES & JACKETS, DENIM JACKETS","Beige, Grey, Brown","Fleece, Rayon",Brand_17,"Office Wear, Eco-friendly, Athleisure",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.287771
125.0,125.0,"TANKS, SWEATSHIRTS, COATS","Yellow, Checked, Sky Blue","Bamboo, Tencel",Brand_6,"Hipster, Eco-friendly, Streetwear",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.287891
126.0,126.0,"HOODIES & JACKETS, SWEATSHIRTS, CHINOS","Crimson, Nude, Olive","Velvet, Jacquard",Brand_9,"Formal, Minimalist, Beach Wear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.288026
127.0,,"TRACK PANTS, TANKS, CHINOS","Off-white, Black, Chocolate","Corduroy, Wool",Brand_10,"Streetwear, Beach Wear, Luxury",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.288182
128.0,128.0,"UTILITY PANTS, CARDIGANS, HOODIES & JACKETS","Blush, Checked, Olive","Bamboo, Tencel",Brand_7,"Cottagecore, Beach Wear, Hipster",Medium Skin,Skinny Friendly,,2025-11-19 14:56:19.288316
129.0,129.0,"SHORTS, T-SHIRTS, POLOS","Maroon, Mustard, Olive","Rayon, Leather",Brand_11,"Streetwear, Luxury, Party Wear",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.288442
130.0,130.0,"SHORTS, CHINOS, COATS","Green, Orange, Camouflage","Wool, Jacquard",Brand_16,"Cottagecore, Beach Wear, Office Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.288564
131.0,131.0,"CHINOS, JOGGERS & PANTS, T-SHIRTS","Pastel Green, Orange, Red","Rayon, Linen",Brand_6,"Cottagecore, Formal, Eco-friendly",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.288692
132.0,,"SWEATSHIRTS, TANKS, OVERSIZE TEE","Striped, White, Tie-dye","Jacquard, Wool",Brand_8,"Y2K, Casual, Streetwear",Dark Skin,Petite Friendly,High,
133.0,133.0,"UTILITY PANTS, OVERSIZE TEE, CARDIGANS","Pink, Yellow, Checked","Tencel, Linen",Brand_3,"Office Wear, Luxury, Eco-friendly",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.288933
134.0,134.0,"JOGGERS & PANTS, OVERSIZE TEE, DENIM JACKETS","Navy, Pastel Blue, Multi-color","Rayon, Velvet",Brand_19,"Cottagecore, Streetwear, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289053
135.0,135.0,###typo,"Nude, Peach, Tie-dye","Cotton, Denim",Brand_2,"Eco-friendly, Hipster, Y2K",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289210
136.0,136.0,"HOODIES & JACKETS, BLAZERS, CHINOS","Red, Coral, Beige","Modal, Tencel",Brand_15,"Athleisure, Office Wear, Casual",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289335
137.0,137.0,"JOGGERS & PANTS, TRACK PANTS, DENIM JACKETS","Blush, Multi-color, Polka Dot","Fleece, Modal",Brand_4,"Eco-friendly, Athleisure, Minimalist",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.289468
138.0,138.0,"JOGGERS & PANTS, DENIM JACKETS, CHINOS","Tie-dye, Pastel Pink, Multi-color","Denim, Rayon",Brand_10,"Formal, Beach Wear, Casual",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.289597
,139.0,"CHINOS, SHORTS, T-SHIRTS","Tie-dye, Pastel Green, Pink","Linen, Leather",Brand_15,"Minimalist, Vintage, Streetwear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.289735
140.0,140.0,"KIMONO, UTILITY PANTS, SHORTS","Mint, Nude, Coral","Velvet, Corduroy",Brand_8,"Eco-friendly, Casual, Preppy",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.289879
141.0,141.0,"BLAZERS, HOODIES & JACKETS, CHINOS","Green, Orange, Red","Leather, Polyester",Brand_12,"Streetwear, Cottagecore, Athleisure",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.289999
142.0,,"OVERSIZE TEE, TRACK PANTS, CHINOS","Crimson, Coral, Multi-color","Velvet, Wool",Brand_6,"Vintage, Y2K, Luxury",Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.290156
143.0,143.0,"JOGGERS & PANTS, POLOS, BEACH WEAR","Green, Charcoal, Grey","Tencel, Silk",Brand_7,"Vintage, Luxury, Preppy",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.290296
144.0,144.0,"COATS, SHORTS, TANKS","Pastel Green, Pink, Teal","Denim, Rayon",Brand_5,"Streetwear, Cottagecore, Y2K",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.290428
145.0,145.0,"JOGGERS & PANTS, T-SHIRTS, SWEATSHIRTS","Checked, Camouflage, Grey","Wool, Corduroy",Brand_6,"Athleisure, Office Wear, Minimalist",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.290551
146.0,146.0,"OVERSIZE TEE, BEACH WEAR, SWEATSHIRTS","Crimson, Black, Sky Blue","Rayon, Jacquard",Brand_13,"Streetwear, Preppy, Office Wear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.290685
147.0,147.0,"TANKS, CHINOS, OVERSIZE TEE","Pink, Nude, Multi-color","Fleece, Linen",Brand_12,"Beach Wear, Hipster, Vintage",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.290808
148.0,148.0,"KIMONO, T-SHIRTS, HOODIES & JACKETS","Tie-dye, Coral, Mustard","Fleece, Jacquard",Brand_15,"Vintage, Preppy, Beach Wear",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.290933
149.0,149.0,"UTILITY PANTS, COATS, HOODIES & JACKETS","Tan, Red, Blush","Cotton, Rayon",Brand_16,"Office Wear, Streetwear, Luxury",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.291053
150.0,150.0,"HOODIES & JACKETS, DENIM JACKETS, SHORTS","Navy, Plaid, Coral","Denim, Wool",Brand_7,"Casual, Formal, Beach Wear",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.291221
151.0,151.0,"HOODIES & JACKETS, UTILITY PANTS, BLAZERS","Blush, Sky Blue, Teal","Jacquard, Polyester",Brand_7,"Preppy, Vintage, Beach Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.291357
152.0,152.0,,"Checked, Peach, Mustard","Silk, Bamboo",Brand_16,"Office Wear, Casual, Beach Wear",Medium Skin,Skinny Friendly,Medium,
153.0,153.0,"COATS, OVERSIZE TEE, T-SHIRTS","Black, Blue, Chocolate","Leather, Velvet",Brand_4,"Casual, Preppy, Formal",Dark Skin,,High,2025-11-19 14:56:19.291612
154.0,154.0,"TRACK PANTS, BEACH WEAR, UTILITY PANTS","Olive, Charcoal, Teal","Fleece, Wool",Brand_10,"Vintage, Cottagecore, Preppy",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.291746
155.0,155.0,"POLOS, KIMONO, UTILITY PANTS","Red, Mint, Grey","Velvet, Jacquard",Brand_13,"Beach Wear, Casual, Athleisure",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.291868
156.0,156.0,"TANKS, KIMONO, COATS","Striped, Pink, Peach","Cotton, Leather",Brand_3,"Cottagecore, Formal, Streetwear",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.291988
157.0,157.0,"COATS, BLAZERS, POLOS","Teal, Maroon, Camouflage","Corduroy, Wool",Brand_16,"Hipster, Athleisure, Cottagecore",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.292108
158.0,158.0,"T-SHIRTS, BEACH WEAR, COATS","Tie-dye, Sky Blue, Blue","Fleece, Corduroy",Brand_16,"Vintage, Beach Wear, Formal",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.292267
159.0,159.0,,"Charcoal, Mint, Teal","Wool, Denim",Brand_18,"Office Wear, Athleisure, Party Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.292391
160.0,160.0,"TANKS, COATS, UTILITY PANTS","Blue, Tan, Navy","Denim, Wool",Brand_11,"Hipster, Luxury, Eco-friendly",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.292515
161.0,161.0,"HOODIES & JACKETS, OVERSIZE TEE, BEACH WEAR","Orange, Checked, Olive","Rayon, Denim",Brand_15,"Cottagecore, Luxury, Casual",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.292646
162.0,162.0,"POLOS, T-SHIRTS, DENIM JACKETS","Pastel Blue, Brown, Yellow",,Brand_19,"Luxury, Minimalist, Casual",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.292782
163.0,163.0,"SWEATSHIRTS, JOGGERS & PANTS, CHINOS","Tie-dye, Peach, Coral","Wool, Velvet",Brand_18,"Y2K, Streetwear, Vintage",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.292907
,164.0,"CHINOS, KIMONO, TRACK PANTS","Crimson, Grey, Teal","Corduroy, Tencel",Brand_2,"Y2K, Office Wear, Preppy",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.293026
165.0,165.0,"DENIM JACKETS, OVERSIZE TEE, CHINOS","Red, Pastel Green, Yellow","Corduroy, Silk",Brand_3,"Streetwear, Vintage, Eco-friendly",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.293175
166.0,166.0,"T-SHIRTS, CARDIGANS, KIMONO","Pink, Camouflage, Blue","Jacquard, Polyester",Brand_4,"Vintage, Beach Wear, Athleisure",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.293303
167.0,167.0,"BEACH WEAR, OVERSIZE TEE, POLOS","Grey, Mustard, Beige","Cotton, Corduroy",Brand_4,"Office Wear, Eco-friendly, Athleisure",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.293425
168.0,168.0,"POLOS, TRACK PANTS, SWEATSHIRTS","Teal, Off-white, Olive","Wool, Jacquard",Brand_13,"Casual, Cottagecore, Athleisure",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.293551
169.0,169.0,"JOGGERS & PANTS, BLAZERS, TANKS","Blue, Mustard, Crimson","Cotton, Linen",Brand_16,"Y2K, Vintage, Cottagecore",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.293683
170.0,170.0,"JOGGERS & PANTS, SWEATSHIRTS, UTILITY PANTS","Navy, Multi-color, Orange","Denim, Modal",Brand_6,"Formal, Minimalist, Office Wear",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.293805
171.0,171.0,"SHORTS, TRACK PANTS, OVERSIZE TEE","Plaid, Off-white, Checked","Rayon, Velvet",Brand_8,"Minimalist, Office Wear, Luxury",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.293930
172.0,172.0,"TANKS, HOODIES & JACKETS, CHINOS","Mint, Orange, Crimson","Leather, Wool",Brand_7,"Party Wear, Office Wear, Preppy",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.294049
173.0,173.0,"SWEATSHIRTS, BLAZERS, T-SHIRTS","Beige, Nude, Brown","Velvet, Linen",Brand_14,"Minimalist, Casual, Streetwear",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.294464
174.0,,"KIMONO, POLOS, SHORTS","Charcoal, Crimson, Tan","Fleece, Leather",Brand_16,"Preppy, Cottagecore, Vintage",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.294685
175.0,175.0,"COATS, BEACH WEAR, OVERSIZE TEE","Tan, Polka Dot, Chocolate","Cotton, Fleece",Brand_9,"Beach Wear, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.294824
176.0,176.0,"COATS, DENIM JACKETS, BLAZERS","Pink, Checked, Red","Jacquard, Leather",Brand_6,"Formal, Y2K, Cottagecore",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.294951
177.0,177.0,"CARDIGANS, DENIM JACKETS, KIMONO","Pastel Pink, Pastel Blue, Multi-color","Wool, Polyester",Brand_1,"Eco-friendly, Streetwear, Cottagecore",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.295076
178.0,178.0,"SWEATSHIRTS, TANKS, BLAZERS",,,Brand_15,"Athleisure, Vintage, Hipster",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.295255
179.0,179.0,"OVERSIZE TEE, BEACH WEAR, TANKS","Brown, Crimson, Mustard","Fleece, Silk",Brand_19,"Streetwear, Party Wear, Vintage",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.295387
180.0,180.0,"OVERSIZE TEE, JOGGERS & PANTS, HOODIES & JACKETS","Beige, Mustard, Checked","Fleece, Leather",Brand_6,"Hipster, Beach Wear, Eco-friendly",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.295514
181.0,181.0,"OVERSIZE TEE, SWEATSHIRTS, TANKS","Charcoal, Peach, Black","Rayon, Velvet",Brand_17,"Luxury, Eco-friendly, Vintage",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.295658
182.0,182.0,"POLOS, SWEATSHIRTS, OVERSIZE TEE","Polka Dot, Green, Chocolate","Modal, Tencel",Brand_16,"Formal, Athleisure, Beach Wear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.295792
183.0,183.0,"TANKS, OVERSIZE TEE, DENIM JACKETS","Brown, Mustard, Pastel Blue","Leather, Wool",Brand_4,"Cottagecore, Hipster, Preppy",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.295922
184.0,184.0,"TANKS, BLAZERS, T-SHIRTS","Grey, Green, Chocolate","Fleece, Cotton",Brand_10,"Beach Wear, Streetwear, Hipster",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.296048
185.0,185.0,"TRACK PANTS, CARDIGANS, KIMONO","Peach, Off-white, Blush","Silk, Fleece",Brand_2,"Beach Wear, Athleisure, Eco-friendly",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.296226
,186.0,"SWEATSHIRTS, BEACH WEAR, JOGGERS & PANTS",,"Silk, Denim",Brand_4,"Party Wear, Preppy, Beach Wear",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.296363
187.0,187.0,"SHORTS, TANKS, SWEATSHIRTS","Grey, Tan, Multi-color","Silk, Denim",,"Athleisure, Party Wear, Minimalist",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.296496
188.0,188.0,"TRACK PANTS, TANKS, KIMONO","Plaid, Yellow, Peach","Silk, Tencel",Brand_14,"Athleisure, Casual, Streetwear",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.296637
189.0,189.0,,"Yellow, Chocolate, Blue","Modal, Fleece",Brand_14,"Vintage, Luxury, Casual",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.296767
190.0,190.0,"CARDIGANS, T-SHIRTS, TRACK PANTS","Coral, White, Blue","Wool, Fleece",Brand_17,"Minimalist, Cottagecore, Streetwear",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.296891
191.0,191.0,"TANKS, BLAZERS, JOGGERS & PANTS","Teal, Peach, Olive",,Brand_9,"Preppy, Minimalist, Luxury",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.297023
192.0,192.0,"POLOS, COATS, TRACK PANTS","Checked, Pink, Plaid","Jacquard, Corduroy",Brand_16,"Cottagecore, Luxury, Preppy",Fair Skin,Skinny Friendly,,2025-11-19 14:56:19.297198
193.0,193.0,"HOODIES & JACKETS, DENIM JACKETS, TANKS","Checked, Black, Brown","Denim, Silk",Brand_17,"Minimalist, Luxury, Cottagecore",Medium Skin,,High,2025-11-19 14:56:19.297329
194.0,194.0,"BEACH WEAR, CHINOS, DENIM JACKETS","Multi-color, Grey, Crimson","Cotton, Denim",Brand_17,"Formal, Beach Wear, Preppy",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.297456
195.0,195.0,,"Grey, Sky Blue, Pink","Silk, Rayon",Brand_12,"Beach Wear, Office Wear, Eco-friendly",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.297581
196.0,,"HOODIES & JACKETS, CHINOS, BEACH WEAR","Black, Pink, Polka Dot","Linen, Cotton",Brand_13,"Beach Wear, Preppy, Luxury",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.297715
197.0,197.0,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Checked, Pastel Pink, Nude","Denim, Corduroy",Brand_18,"Formal, Y2K, Hipster",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.297838
198.0,198.0,,"Sky Blue, Multi-color, Maroon","Corduroy, Rayon",Brand_7,"Eco-friendly, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.297968
199.0,199.0,"CHINOS, POLOS, HOODIES & JACKETS","Sky Blue, Blue, Chocolate","Wool, Jacquard",,"Cottagecore, Minimalist, Y2K",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.298091
200.0,200.0,"DENIM JACKETS, BLAZERS, T-SHIRTS","Off-white, Maroon, Coral","Wool, Modal",Brand_17,"Formal, Office Wear, Party Wear",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.298231
201.0,201.0,"SHORTS, JOGGERS & PANTS, CHINOS","Multi-color, Grey, Red","Linen, Velvet",Brand_3,"Office Wear, Preppy, Vintage",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.298369
202.0,202.0,"KIMONO, JOGGERS & PANTS, BLAZERS","Multi-color, Pink, Maroon","Leather, Denim",Brand_12,"Office Wear, Casual, Streetwear",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.298507
203.0,203.0,"SWEATSHIRTS, SHORTS, CHINOS","Mint, Red, Tie-dye","Wool, Silk",Brand_7,"Hipster, Eco-friendly, Casual",,Petite Friendly,High,2025-11-19 14:56:19.298645
204.0,204.0,"BEACH WEAR, BLAZERS, JOGGERS & PANTS","Polka Dot, Red, Grey","Bamboo, Denim",Brand_15,"Luxury, Eco-friendly, Streetwear",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.298775
205.0,205.0,"BEACH WEAR, DENIM JACKETS, COATS","Sky Blue, Pastel Green, Teal",,Brand_8,"Beach Wear, Formal, Vintage",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.298897
206.0,206.0,"CHINOS, POLOS, SWEATSHIRTS","Nude, Navy, White","Bamboo, Modal",Brand_2,"Vintage, Cottagecore, Hipster",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.299020
207.0,207.0,"BEACH WEAR, JOGGERS & PANTS, OVERSIZE TEE","Plaid, White, Teal","Fleece, Linen",Brand_9,"Formal, Party Wear, Luxury",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.299159
208.0,208.0,"KIMONO, OVERSIZE TEE, UTILITY PANTS","Pink, Mint, Yellow","Cotton, Leather",Brand_18,"Vintage, Beach Wear, Minimalist",Medium Skin,Petite Friendly,Medium,
209.0,209.0,"KIMONO, SHORTS, JOGGERS & PANTS","Plaid, White, Coral","Cotton, Tencel",Brand_13,"Preppy, Hipster, Casual",Neutral Skin,Tall Friendly,,2025-11-19 14:56:19.299426
210.0,,,"Maroon, Striped, Beige","Velvet, Tencel",Brand_3,"Eco-friendly, Streetwear, Casual",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.299569
211.0,211.0,"UTILITY PANTS, T-SHIRTS, OVERSIZE TEE","Sky Blue, Olive, Crimson","Jacquard, Leather",Brand_4,"Eco-friendly, Streetwear, Party Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.299707
212.0,212.0,"SWEATSHIRTS, SHORTS, OVERSIZE TEE","Navy, Red, Orange",,Brand_7,"Luxury, Formal, Office Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.299830
213.0,213.0,"CHINOS, BLAZERS, UTILITY PANTS","Crimson, Peach, Chocolate","Denim, Bamboo",Brand_10,"Eco-friendly, Formal, Casual",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.299953
214.0,214.0,"SWEATSHIRTS, BEACH WEAR, COATS","Maroon, Olive, Mustard","Cotton, Bamboo",Brand_12,"Cottagecore, Vintage, Athleisure",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.300074
215.0,215.0,"COATS, BLAZERS, DENIM JACKETS","Orange, Striped, Pastel Green","Rayon, Silk",Brand_19,"Eco-friendly, Formal, Hipster",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.300213
216.0,216.0,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Orange, Navy, Nude","Modal, Jacquard",Brand_14,"Cottagecore, Streetwear, Eco-friendly",,Curvy Friendly,Low,2025-11-19 14:56:19.300339
217.0,217.0,"KIMONO, JOGGERS & PANTS, DENIM JACKETS","Camouflage, Teal, Off-white","Bamboo, Fleece",Brand_7,"Beach Wear, Minimalist, Party Wear",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.300462
218.0,218.0,"POLOS, JOGGERS & PANTS, BEACH WEAR","Tie-dye, Polka Dot, Orange","Silk, Velvet",Brand_12,"Hipster, Vintage, Streetwear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.300612
219.0,,"TRACK PANTS, BLAZERS, JOGGERS & PANTS","Chocolate, Sky Blue, Multi-color","Cotton, Modal",Brand_11,"Party Wear, Y2K, Minimalist",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.300744
220.0,220.0,"COATS, BLAZERS, T-SHIRTS","White, Red, Polka Dot","Polyester, Velvet",Brand_15,"Formal, Y2K, Beach Wear",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.300871
221.0,221.0,"POLOS, HOODIES & JACKETS, SHORTS","Tan, Peach, Navy","Corduroy, Wool",Brand_15,"Y2K, Eco-friendly, Office Wear",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.300996
222.0,222.0,"HOODIES & JACKETS, CARDIGANS, CHINOS","Multi-color, Charcoal, Grey","Linen, Tencel",Brand_18,"Preppy, Vintage, Cottagecore",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.301131
223.0,223.0,"JOGGERS & PANTS, BEACH WEAR, BLAZERS","White, Tie-dye, Coral","Polyester, Corduroy",Brand_15,"Hipster, Casual, Preppy",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.301263
224.0,224.0,"TANKS, COATS, CARDIGANS","Multi-color, Charcoal, Peach","Fleece, Jacquard",Brand_16,"Beach Wear, Streetwear, Cottagecore",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.301383
225.0,225.0,"T-SHIRTS, KIMONO, SHORTS","Plaid, Pastel Pink, Pastel Blue","Jacquard, Rayon",Brand_6,"Hipster, Casual, Luxury",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.301504
226.0,226.0,"SHORTS, SWEATSHIRTS, KIMONO","Maroon, Orange, Tan","Tencel, Silk",Brand_18,"Formal, Vintage, Minimalist",,Skinny Friendly,High,2025-11-19 14:56:19.301627
227.0,227.0,"KIMONO, DENIM JACKETS, BLAZERS","Nude, Blue, Striped","Wool, Linen",Brand_9,"Beach Wear, Streetwear, Vintage",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.301760
228.0,228.0,"UTILITY PANTS, TANKS, OVERSIZE TEE","Mint, Pastel Blue, Coral","Fleece, Rayon",Brand_8,"Y2K, Beach Wear, Cottagecore",Medium Skin,,Low,2025-11-19 14:56:19.301888
229.0,229.0,"KIMONO, POLOS, BLAZERS","Pastel Blue, White, Navy","Fleece, Cotton",Brand_8,"Formal, Streetwear, Casual",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.302009
230.0,230.0,"DENIM JACKETS, UTILITY PANTS, CHINOS","Brown, Pink, Striped","Corduroy, Cotton",Brand_17,"Office Wear, Y2K, Preppy",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.302152
231.0,231.0,"T-SHIRTS, BLAZERS, TANKS","Tie-dye, Polka Dot, Orange","Tencel, Modal",Brand_14,"Cottagecore, Athleisure, Beach Wear",Fair Skin,Tall Friendly,Low,
232.0,232.0,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Brown, Maroon, Olive","Leather, Rayon",Brand_3,"Casual, Office Wear, Preppy",Fair Skin,Tall Friendly,,2025-11-19 14:56:19.302415
233.0,233.0,"POLOS, SHORTS, HOODIES & JACKETS","Off-white, Polka Dot, Orange","Rayon, Fleece",,"Preppy, Beach Wear, Eco-friendly",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.302549
234.0,234.0,"TANKS, CHINOS, KIMONO","Beige, Tie-dye, Chocolate","Rayon, Tencel",Brand_19,"Luxury, Vintage, Minimalist",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.302681
235.0,235.0,"BLAZERS, TANKS, CHINOS","Teal, Chocolate, Sky Blue","Fleece, Tencel",Brand_9,"Minimalist, Hipster, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.302803
236.0,236.0,"KIMONO, POLOS, JOGGERS & PANTS","Tan, Green, Orange","Velvet, Denim",Brand_15,"Preppy, Y2K, Vintage",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.302925
237.0,237.0,"OVERSIZE TEE, TRACK PANTS, POLOS","Orange, Chocolate, Charcoal","Bamboo, Rayon",Brand_6,"Beach Wear, Formal, Office Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303054
238.0,238.0,"HOODIES & JACKETS, TRACK PANTS, DENIM JACKETS","Crimson, Charcoal, Camouflage","Leather, Corduroy",Brand_16,"Party Wear, Vintage, Beach Wear",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.303198
239.0,239.0,"BEACH WEAR, JOGGERS & PANTS, UTILITY PANTS","White, Grey, Brown","Fleece, Rayon",Brand_10,"Casual, Vintage, Formal",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303329
240.0,240.0,"KIMONO, OVERSIZE TEE, TANKS","Pastel Pink, Grey, Peach","Modal, Linen",Brand_16,"Preppy, Luxury, Casual",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.303454
241.0,241.0,"TRACK PANTS, UTILITY PANTS, OVERSIZE TEE","Grey, Pastel Blue, Beige","Cotton, Bamboo",Brand_2,"Hipster, Athleisure, Y2K",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.303574
242.0,242.0,"POLOS, CARDIGANS, UTILITY PANTS","Sky Blue, Tie-dye, Pastel Green","Bamboo, Polyester",Brand_3,"Beach Wear, Athleisure, Streetwear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303704
243.0,243.0,"JOGGERS & PANTS, COATS, CHINOS","Chocolate, Camouflage, Beige","Corduroy, Tencel",Brand_10,"Vintage, Beach Wear, Casual",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303825
244.0,244.0,"CHINOS, BEACH WEAR, JOGGERS & PANTS","Pastel Green, Red, Olive","Bamboo, Tencel",Brand_18,"Hipster, Beach Wear, Athleisure",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.303944
245.0,245.0,"SWEATSHIRTS, CHINOS, OVERSIZE TEE","Polka Dot, Green, Off-white","Fleece, Polyester",Brand_4,"Streetwear, Vintage, Y2K",,Petite Friendly,Medium,
