product_id,shop_id,name,category,color,fabric,size_range,price_lkr,style_tags,product_url,created_ts,popularity_score,stock_count,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score,category_standardized,color_standardized,fabric_standardized,price_category,stock_status,semantic_tags,_enriched_at
699.0,9.0,minimalist wide leg coats,coats,multi-color,wool,xl-xxl,11500.0,"tall friendly, urban, luxury, athleisure, sporty, beach wear",https://houseoffashion.com/product/699,06:22.9,3.8,42.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Multi-Color,Wool,Premium,In Stock,"coats, multi-color, wool, premium, in stock",2026-03-10T02:08:42.722027
700.0,16.0,soft chic joggers & pants,joggers & pants,pastel blue,silk,m,3000.0,"luxury, neutral skin, edgy, tall friendly, travel friendly, curvy friendly, dark skin",https://planetsports.com/product/700,46:00.0,4.5,8.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Pastel Blue,Silk,Mid-Range,In Stock,"joggers & pants, pastel blue, silk, mid-range, in stock",2026-03-10T02:08:42.722027
701.0,19.0,structured urban utility pants,utility pants,white,jacquard,xs-s,11000.0,,https://skylineclothing.com/product/701,35:06.5,2.2,42.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,UTILITY PANTS,White,Jacquard,Premium,In Stock,"utility pants, white, jacquard, premium, in stock",2026-03-10T02:08:42.722027
702.0,19.0,dynamic slim fit beach wear,beach wear,peach,linen,xl-xxl,5500.0,"petite friendly, slim fit, party wear, layering, festival, spring",https://skylineclothing.com/product/702,55:18.0,2.3,6.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Peach,Linen,Premium,In Stock,"beach wear, peach, linen, premium, in stock",2026-03-10T02:08:42.722027
703.0,15.0,relaxed slim fit tanks,tanks,plaid,wool,l,3500.0,"fair skin, hipster, skinny friendly, formal, cottagecore, dark skin, sporty",https://arena.com/product/703,59:58.0,3.3,3.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TANKS,Plaid,Wool,Mid-Range,Low Stock,"tanks, plaid, wool, mid-range, low stock",2026-03-10T02:08:42.722027
704.0,10.0,essential wide leg polos,polos,blue,jacquard,l,5000.0,"polka dot, monochrome, luxury, business casual, curvy friendly, cold weather, minimalist",,01:35.7,4.3,45.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,POLOS,Blue,Jacquard,Premium,In Stock,"polos, blue, jacquard, premium, in stock",2026-03-10T02:08:42.722027
705.0,22.0,edgy functional kimono,kimono,olive,denim,m,8500.0,"old money, minimalist, party wear, edgy, comfy",https://crossover.com/product/705,41:30.9,3.4,46.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Olive,Denim,Premium,In Stock,"kimono, olive, denim, premium, in stock",2026-03-10T02:08:42.722027
706.0,20.0,functional bold hoodies & jackets,hoodies & jackets,tie-dye,modal,m,8000.0,"patterned, medium skin, autumn, beach wear, travel friendly, dark skin, hot weather, layering",https://trendz.com/product/706,40:13.8,4.8,17.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Tie-Dye,Modal,Premium,In Stock,"hoodies & jackets, tie-dye, modal, premium, in stock",2026-03-10T02:08:42.722027
707.0,14.0,functional textured tanks,tanks,orange,jacquard,xl-xxl,5000.0,"neutral skin, festival, autumn, eco-friendly, monochrome",https://metrowear.com/product/707,19:13.7,4.4,6.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TANKS,Orange,Jacquard,Premium,In Stock,"tanks, orange, jacquard, premium, in stock",2026-03-10T02:08:42.722027
708.0,1.0,neutral dynamic hoodies & jackets,hoodies & jackets,red,fleece,,8500.0,"formal, autumn, polka dot, spring, eco-friendly",https://foa.com/product/708,21:17.8,3.9,3.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Red,Fleece,Premium,Low Stock,"hoodies & jackets, red, fleece, premium, low stock",2026-03-10T02:08:42.722027
709.0,16.0,essential refined coats,coats,polka dot,modal,m,11500.0,"stripes, slim fit, medium skin, hot weather, dark skin, edgy, eco-friendly",https://planetsports.com/product/709,39:52.8,4.5,49.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Polka Dot,Modal,Premium,In Stock,"coats, polka dot, modal, premium, in stock",2026-03-10T02:08:42.722027
710.0,18.0,vintage heritage t-shirts,t-shirts,tie-dye,rayon,xs-s,4000.0,"floral, medium skin, business casual, checked, sporty, monochrome, slim fit, skinny friendly",https://breeze.com/product/710,24:41.7,2.6,14.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Tie-Dye,Rayon,Mid-Range,In Stock,"t-shirts, tie-dye, rayon, mid-range, in stock",2026-03-10T02:08:42.722027
711.0,3.0,rustic camo sweatshirts,sweatshirts,black,tencel,m,4000.0,"autumn, hipster, cottagecore, spring, summer, vintage",https://hameedia.com/product/711,15:49.6,4.5,19.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SWEATSHIRTS,Black,Tencel,Mid-Range,In Stock,"sweatshirts, black, tencel, mid-range, in stock",2026-03-10T02:08:42.722027
712.0,24.0,textured structured shorts,shorts,blush,silk,l,4000.0,"sporty, travel friendly, layering, cold weather, checked, casual, luxury, vintage",https://elitewear.com/product/712,07:10.5,4.4,37.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Blush,Silk,Mid-Range,In Stock,"shorts, blush, silk, mid-range, in stock",2026-03-10T02:08:42.722027
713.0,17.0,,oversize tee,chocolate,jacquard,m,4500.0,"festival, beach wear, medium skin, curvy friendly, layering, streetwear, sporty, petite friendly",https://lifestyle.com/product/713,27:03.7,4.0,40.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Chocolate,Jacquard,Mid-Range,In Stock,"oversize tee, chocolate, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027
714.0,11.0,tailored bold tanks,tanks,brown,linen,xl-xxl,3500.0,"hipster, beach wear, office wear, old money, travel friendly, petite friendly, party wear, festival",https://coolguy.com/product/714,07:02.2,3.0,33.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TANKS,Brown,Linen,Mid-Range,In Stock,"tanks, brown, linen, mid-range, in stock",2026-03-10T02:08:42.722027
715.0,6.0,casual camo t-shirts,t-shirts,off-white,polyester,xl-xxl,3000.0,"comfy, preppy, floral, sporty, minimalist, checked, autumn",https://arpico.com/product/715,49:48.2,4.0,21.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Off-White,Polyester,Mid-Range,In Stock,"t-shirts, off-white, polyester, mid-range, in stock",2026-03-10T02:08:42.722027
716.0,16.0,patterned minimalist beach wear,beach wear,striped,rayon,xs-s,,"beach wear, minimalist, medium skin, monochrome, hot weather, edgy, winter, luxury",https://planetsports.com/product/716,43:53.2,4.0,41.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Striped,Rayon,Premium,In Stock,"beach wear, striped, rayon, premium, in stock",2026-03-10T02:08:42.722027
717.0,18.0,structured structured hoodies & jackets,hoodies & jackets,blush,denim,m,14500.0,"stripes, medium skin, vintage, old money, sporty, y2k",https://breeze.com/product/717,20:20.4,1.8,18.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Blush,Denim,Premium,In Stock,"hoodies & jackets, blush, denim, premium, in stock",2026-03-10T02:08:42.722027
718.0,21.0,dynamic bold joggers & pants,joggers & pants,plaid,bamboo,xl-xxl,4000.0,"edgy, dark skin, rainy weather, neutral skin, old money, layering",https://elements.com/product/718,34:49.8,3.3,14.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Plaid,Bamboo,Mid-Range,In Stock,"joggers & pants, plaid, bamboo, mid-range, in stock",2026-03-10T02:08:42.722027
719.0,19.0,,blazers,checked,velvet,xl-xxl,13500.0,"skinny friendly, hot weather, stripes, casual, medium skin, floral, winter",https://skylineclothing.com/product/719,29:05.6,2.2,23.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Checked,Velvet,Premium,In Stock,"blazers, checked, velvet, premium, in stock",2026-03-10T02:08:42.722027
720.0,24.0,dynamic camo hoodies & jackets,hoodies & jackets,checked,,xs-s,15000.0,"y2k, curvy friendly, minimalist, business casual, office wear",https://elitewear.com/product/720,55:02.8,5.0,16.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Checked,Unknown,Premium,In Stock,"hoodies & jackets, checked, unknown, premium, in stock",2026-03-10T02:08:42.722027
721.0,10.0,dynamic trendy hoodies & jackets,hoodies & jackets,brown,rayon,l,10500.0,"streetwear, summer, dark skin, casual, cold weather, hipster, edgy",https://fashionbug.com/product/721,14:48.8,2.3,30.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Brown,Rayon,Premium,In Stock,"hoodies & jackets, brown, rayon, premium, in stock",2026-03-10T02:08:42.722027
722.0,20.0,comfy slim fit shorts,shorts,black,modal,,2500.0,"petite friendly, beach wear, urban, festival, fair skin",https://trendz.com/product/722,53:50.1,3.4,38.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Black,Modal,Mid-Range,In Stock,"shorts, black, modal, mid-range, in stock",2026-03-10T02:08:42.722027
723.0,13.0,minimalist refined cardigans,cardigans,pink,polyester,m,12500.0,,https://reddot.com/product/723,48:11.5,4.6,20.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Pink,Polyester,Premium,In Stock,"cardigans, pink, polyester, premium, in stock",2026-03-10T02:08:42.722027
724.0,11.0,patterned chic coats,coats,mint,tencel,l,13000.0,"spring, dark skin, vintage, petite friendly, curvy friendly, patterned, luxury",https://coolguy.com/product/724,10:29.0,1.4,31.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Mint,Tencel,Premium,In Stock,"coats, mint, tencel, premium, in stock",2026-03-10T02:08:42.722027
725.0,13.0,chic comfy tanks,,plaid,jacquard,l,3000.0,"layering, luxury, medium skin, eco-friendly, summer, edgy, vintage",https://reddot.com/product/725,16:47.3,3.9,16.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,NAN,Plaid,Jacquard,Mid-Range,In Stock,"nan, plaid, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027
726.0,10.0,layered tailored coats,coats,olive,silk,m,11500.0,"luxury, slim fit, hot weather, athleisure, patterned, party wear, winter, sporty",https://fashionbug.com/product/726,52:50.9,4.6,47.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Olive,Silk,Premium,In Stock,"coats, olive, silk, premium, in stock",2026-03-10T02:08:42.722027
727.0,24.0,lightweight elegant sweatshirts,sweatshirts,pink,jacquard,xs-s,6000.0,"rainy weather, neutral skin, slim fit, vintage, beach wear, monochrome",https://elitewear.com/product/727,30:12.9,4.2,26.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SWEATSHIRTS,Pink,Jacquard,Premium,In Stock,"sweatshirts, pink, jacquard, premium, in stock",2026-03-10T02:08:42.722027
728.0,2.0,oversized statement hoodies & jackets,hoodies & jackets,orange,polyester,l,11000.0,"slim fit, floral, stripes, casual, comfy, summer, spring, formal",https://incarnage.com/product/728,47:59.9,3.9,33.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Orange,Polyester,Premium,In Stock,"hoodies & jackets, orange, polyester, premium, in stock",2026-03-10T02:08:42.722027
729.0,22.0,rustic luxury kimono,kimono,brown,cotton,m,10500.0,,https://crossover.com/product/729,08:48.9,1.9,5.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Brown,Cotton,Premium,In Stock,"kimono, brown, cotton, premium, in stock",2026-03-10T02:08:42.722027
730.0,7.0,chic textured t-shirts,t-shirts,multi-color,corduroy,m,4500.0,"athleisure, slim fit, cold weather, spring, comfy, tall friendly",https://dresssmart.com/product/730,52:01.6,3.5,49.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Multi-Color,Corduroy,Mid-Range,In Stock,"t-shirts, multi-color, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027
731.0,24.0,comfy modern kimono,kimono,olive,denim,xs-s,10000.0,"y2k, patterned, monochrome, travel friendly, tall friendly, beach wear, streetwear, winter",https://elitewear.com/product/731,19:59.7,2.4,41.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Olive,Denim,Premium,In Stock,"kimono, olive, denim, premium, in stock",2026-03-10T02:08:42.722027
732.0,12.0,lightweight vintage denim jackets,denim jackets,olive,wool,xl-xxl,12500.0,"party wear, spring, old money, summer, travel friendly, floral, oversized, eco-friendly",https://urbancloset.com/product/732,02:57.8,1.9,8.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,DENIM JACKETS,Olive,Wool,Premium,In Stock,"denim jackets, olive, wool, premium, in stock",2026-03-10T02:08:42.722027
733.0,14.0,structured structured coats,coats,mint,linen,m,10000.0,"old money, tall friendly, casual, formal, minimalist",https://metrowear.com/product/733,08:29.2,2.1,11.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Mint,Linen,Premium,In Stock,"coats, mint, linen, premium, in stock",2026-03-10T02:08:42.722027
734.0,10.0,smart minimalist cardigans,cardigans,tie-dye,silk,l,13500.0,"travel friendly, minimalist, floral, curvy friendly, hot weather, preppy, slim fit, summer",https://fashionbug.com/product/734,55:31.1,,7.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Tie-Dye,Silk,Premium,In Stock,"cardigans, tie-dye, silk, premium, in stock",2026-03-10T02:08:42.722027
735.0,,dynamic statement hoodies & jackets,hoodies & jackets,coral,wool,m,10500.0,"stripes, comfy, athleisure, neutral skin, festival, autumn, petite friendly, minimalist",https://arpico.com/product/735,10:39.9,4.5,15.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Coral,Wool,Premium,In Stock,"hoodies & jackets, coral, wool, premium, in stock",2026-03-10T02:08:42.722027
736.0,14.0,essential casual hoodies & jackets,hoodies & jackets,multi-color,silk,xs-s,8000.0,"hipster, patterned, festival, dark skin, stripes, summer, cottagecore",https://metrowear.com/product/736,24:41.7,3.2,36.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Multi-Color,Silk,Premium,In Stock,"hoodies & jackets, multi-color, silk, premium, in stock",2026-03-10T02:08:42.722027
737.0,5.0,oversized layered kimono,kimono,maroon,corduroy,m,14500.0,"vintage, stripes, checked, dark skin, spring",https://odel.com/product/737,09:30.5,2.8,49.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Maroon,Corduroy,Premium,In Stock,"kimono, maroon, corduroy, premium, in stock",2026-03-10T02:08:42.722027
738.0,17.0,luxury classic hoodies & jackets,hoodies & jackets,mustard,,xs-s,8000.0,"summer, casual, comfy, cold weather, old money, patterned",https://lifestyle.com/product/738,19:17.0,2.9,20.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Mustard,Unknown,Premium,In Stock,"hoodies & jackets, mustard, unknown, premium, in stock",2026-03-10T02:08:42.722027
739.0,,preppy comfy shorts,shorts,polka dot,wool,m,5000.0,"spring, athleisure, casual, old money, formal, patterned, minimalist",https://casualcorner.com/product/739,,1.3,16.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Polka Dot,Wool,Premium,In Stock,"shorts, polka dot, wool, premium, in stock",2026-03-10T02:08:42.722027
740.0,20.0,essential trendy joggers & pants,joggers & pants,sky blue,jacquard,l,2500.0,"winter, casual, business casual, fair skin, old money",https://trendz.com/product/740,,2.4,35.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Sky Blue,Jacquard,Mid-Range,In Stock,"joggers & pants, sky blue, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027
741.0,8.0,camo chic kimono,kimono,mustard,silk,l,15000.0,"vintage, athleisure, slim fit, preppy, minimalist",https://casualcorner.com/product/741,45:00.9,1.5,27.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Mustard,Silk,Premium,In Stock,"kimono, mustard, silk, premium, in stock",2026-03-10T02:08:42.722027
742.0,1.0,soft trendy shorts,shorts,mustard,linen,xl-xxl,5000.0,"cold weather, old money, tall friendly, athleisure, oversized, luxury, cottagecore",https://foa.com/product/742,30:31.5,3.1,35.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Mustard,Linen,Premium,In Stock,"shorts, mustard, linen, premium, in stock",2026-03-10T02:08:42.722027
743.0,3.0,bold edgy track pants,track pants,pastel green,corduroy,xs-s,,"slim fit, travel friendly, rainy weather, dark skin, urban",https://hameedia.com/product/743,41:21.5,5.0,33.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TRACK PANTS,Pastel Green,Corduroy,Premium,In Stock,"track pants, pastel green, corduroy, premium, in stock",2026-03-10T02:08:42.722027
744.0,19.0,rustic trendy t-shirts,t-shirts,peach,denim,xs-s,2500.0,"rainy weather, autumn, minimalist, polka dot, party wear, vintage, skinny friendly",https://skylineclothing.com/product/744,,2.2,28.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Peach,Denim,Mid-Range,In Stock,"t-shirts, peach, denim, mid-range, in stock",2026-03-10T02:08:42.722027
745.0,12.0,casual structured polos,polos,green,cotton,l,3500.0,"formal, office wear, luxury, athleisure, y2k, urban, beach wear, party wear",https://urbancloset.com/product/745,53:40.5,1.3,45.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,POLOS,Green,Cotton,Mid-Range,In Stock,"polos, green, cotton, mid-range, in stock",2026-03-10T02:08:42.722027
746.0,23.0,chic modern sweatshirts,sweatshirts,charcoal,modal,l,4000.0,"casual, layering, floral, vintage, formal, neutral skin, athleisure",https://voguestreet.com/product/746,19:49.2,2.9,15.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SWEATSHIRTS,Charcoal,Modal,Mid-Range,In Stock,"sweatshirts, charcoal, modal, mid-range, in stock",2026-03-10T02:08:42.722027
747.0,18.0,,polos,coral,modal,xs-s,3500.0,"hot weather, rainy weather, autumn, medium skin, travel friendly, eco-friendly, y2k, cottagecore",https://breeze.com/product/747,,1.8,8.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,POLOS,Coral,Modal,Mid-Range,In Stock,"polos, coral, modal, mid-range, in stock",2026-03-10T02:08:42.722027
748.0,5.0,luxury luxury joggers & pants,joggers & pants,pink,,l,3000.0,"luxury, patterned, summer, hot weather, checked",https://odel.com/product/748,45:27.0,3.6,21.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Pink,Unknown,Mid-Range,In Stock,"joggers & pants, pink, unknown, mid-range, in stock",2026-03-10T02:08:42.722027
749.0,11.0,layered luxury tanks,tanks,black,modal,m,3500.0,"summer, party wear, autumn, hot weather, winter, layering, old money",https://coolguy.com/product/749,53:02.1,2.9,38.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TANKS,Black,Modal,Mid-Range,In Stock,"tanks, black, modal, mid-range, in stock",2026-03-10T02:08:42.722027
750.0,9.0,refined sporty polos,polos,off-white,denim,l,5000.0,"skinny friendly, business casual, festival, autumn, athleisure, office wear",https://houseoffashion.com/product/750,,2.4,43.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,POLOS,Off-White,Denim,Premium,In Stock,"polos, off-white, denim, premium, in stock",2026-03-10T02:08:42.722027
751.0,,preppy relaxed cardigans,cardigans,multi-color,denim,l,12000.0,"petite friendly, formal, checked, spring, cold weather, luxury, patterned, stripes",https://foa.com/product/751,20:11.0,2.4,19.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Multi-Color,Denim,Premium,In Stock,"cardigans, multi-color, denim, premium, in stock",2026-03-10T02:08:42.722027
752.0,17.0,lightweight slim fit oversize tee,oversize tee,nude,wool,l,5000.0,"medium skin, eco-friendly, patterned, cold weather, old money, cottagecore, spring",https://lifestyle.com/product/752,52:54.1,,49.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Nude,Wool,Premium,In Stock,"oversize tee, nude, wool, premium, in stock",2026-03-10T02:08:42.722027
753.0,20.0,bright dynamic joggers & pants,joggers & pants,blue,modal,xs-s,3000.0,"stripes, spring, tall friendly, office wear, floral, formal, comfy, streetwear",https://trendz.com/product/753,49:33.0,1.0,22.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Blue,Modal,Mid-Range,In Stock,"joggers & pants, blue, modal, mid-range, in stock",2026-03-10T02:08:42.722027
754.0,4.0,,joggers & pants,polka dot,cotton,m,3500.0,"rainy weather, urban, eco-friendly, oversized, hipster, stripes, office wear",https://signature.com/product/754,21:09.2,3.3,44.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Polka Dot,Cotton,Mid-Range,In Stock,"joggers & pants, polka dot, cotton, mid-range, in stock",2026-03-10T02:08:42.722027
755.0,20.0,oversized classic hoodies & jackets,hoodies & jackets,checked,modal,m,9500.0,"polka dot, neutral skin, streetwear, formal, petite friendly, autumn, party wear",,35:05.6,1.4,24.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Checked,Modal,Premium,In Stock,"hoodies & jackets, checked, modal, premium, in stock",2026-03-10T02:08:42.722027
756.0,10.0,,chinos,plaid,cotton,xs-s,7000.0,"hot weather, sporty, edgy, comfy, office wear, festival, autumn",https://fashionbug.com/product/756,18:43.3,2.9,11.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CHINOS,Plaid,Cotton,Premium,In Stock,"chinos, plaid, cotton, premium, in stock",2026-03-10T02:08:42.722027
757.0,14.0,preppy dynamic shorts,shorts,pastel green,silk,l,3500.0,"dark skin, tall friendly, monochrome, streetwear, stripes",https://metrowear.com/product/757,02:32.8,4.2,7.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Pastel Green,Silk,Mid-Range,In Stock,"shorts, pastel green, silk, mid-range, in stock",2026-03-10T02:08:42.722027
758.0,14.0,soft elegant oversize tee,oversize tee,camouflage,rayon,m,3000.0,"comfy, winter, floral, travel friendly, petite friendly, y2k",https://metrowear.com/product/758,06:24.9,,18.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Camouflage,Rayon,Mid-Range,In Stock,"oversize tee, camouflage, rayon, mid-range, in stock",2026-03-10T02:08:42.722027
