preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts,_ingestion_ts,_source_file,_ingestion_date
93.0,93.0,"CARDIGANS, HOODIES & JACKETS, TANKS","Polka Dot, Pastel Pink, Red","Corduroy, Polyester",Brand_11,"Hipster, Streetwear, Party Wear",,Petite Friendly,High,2025-11-19 14:56:19.283200,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
94.0,94.0,"SHORTS, KIMONO, SWEATSHIRTS","Tie-dye, Orange, Maroon","Fleece, Cotton",Brand_7,"Athleisure, Cottagecore, Formal",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.283332,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
95.0,95.0,"SWEATSHIRTS, CHINOS, BEACH WEAR","Pink, Peach, Camouflage","Linen, Modal",,"Casual, Hipster, Vintage",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.283456,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
96.0,96.0,"JOGGERS & PANTS, TRACK PANTS, BLAZERS","Polka Dot, Camouflage, Green","Wool, Corduroy",,"Eco-friendly, Beach Wear, Party Wear",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.283588,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
97.0,97.0,"CARDIGANS, SHORTS, SWEATSHIRTS","Pastel Green, Mustard, Brown","Jacquard, Bamboo",Brand_19,"Formal, Hipster, Preppy",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.283717,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
98.0,98.0,"CARDIGANS, DENIM JACKETS, BLAZERS","Maroon, Blush, Polka Dot","Corduroy, Rayon",Brand_9,"Streetwear, Casual, Luxury",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.283839,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
99.0,99.0,"OVERSIZE TEE, POLOS, CARDIGANS","Beige, Pastel Blue, Camouflage","Denim, Cotton",Brand_7,"Beach Wear, Y2K, Hipster",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.283969,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
100.0,100.0,"SWEATSHIRTS, BEACH WEAR, TANKS",,"Bamboo, Cotton",Brand_3,"Office Wear, Eco-friendly, Luxury",Medium Skin,,High,2025-11-19 14:56:19.284091,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
101.0,101.0,"KIMONO, JOGGERS & PANTS, POLOS","Pastel Pink, Red, Crimson","Wool, Corduroy",Brand_3,"Streetwear, Athleisure, Office Wear",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.284257,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
102.0,102.0,"BLAZERS, BEACH WEAR, DENIM JACKETS","Off-white, Black, Navy","Linen, Cotton",Brand_6,"Cottagecore, Vintage, Preppy",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.284391,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
103.0,103.0,"BEACH WEAR, DENIM JACKETS, CARDIGANS","Plaid, Pastel Green, Grey","Fleece, Velvet",Brand_6,"Streetwear, Minimalist, Beach Wear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.284539,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
104.0,104.0,"TRACK PANTS, BLAZERS, JOGGERS & PANTS","Green, Nude, Plaid","Polyester, Fleece",Brand_11,"Cottagecore, Office Wear, Y2K",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.284682,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
105.0,105.0,"TRACK PANTS, CARDIGANS, HOODIES & JACKETS","Polka Dot, Sky Blue, Brown","Linen, Leather",Brand_6,"Vintage, Cottagecore, Y2K",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.284823,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
106.0,106.0,"SWEATSHIRTS, T-SHIRTS, BLAZERS","Brown, Maroon, Teal","Rayon, Cotton",Brand_16,"Office Wear, Preppy, Vintage",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.284944,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
107.0,107.0,"BEACH WEAR, CHINOS, BLAZERS","Tie-dye, Mint, White","Bamboo, Silk",,"Eco-friendly, Beach Wear, Office Wear",Medium Skin,,,2025-11-19 14:56:19.285075,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
108.0,108.0,"OVERSIZE TEE, CHINOS, T-SHIRTS","Pink, Polka Dot, Mustard","Fleece, Denim",Brand_13,"Office Wear, Athleisure, Y2K",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.285246,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
109.0,109.0,"CARDIGANS, BEACH WEAR, POLOS","Olive, Striped, Charcoal","Cotton, Velvet",Brand_13,"Casual, Streetwear, Hipster",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.285382,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
110.0,110.0,"POLOS, BLAZERS, CARDIGANS","Tie-dye, Crimson, Blue","Corduroy, Silk",Brand_14,"Vintage, Minimalist, Preppy",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.285512,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
111.0,111.0,,"White, Green, Striped","Rayon, Velvet",Brand_1,"Beach Wear, Luxury, Y2K",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.285633,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
112.0,112.0,"CARDIGANS, TRACK PANTS, DENIM JACKETS","Off-white, Checked, Tan","Jacquard, Bamboo",Brand_13,"Beach Wear, Hipster, Party Wear",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.285828,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
113.0,113.0,"TRACK PANTS, COATS, HOODIES & JACKETS","Maroon, Camouflage, White","Bamboo, Velvet",Brand_5,"Vintage, Preppy, Athleisure",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.285952,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
114.0,114.0,"HOODIES & JACKETS, POLOS, JOGGERS & PANTS","Plaid, Pastel Pink, Sky Blue","Jacquard, Corduroy",Brand_4,"Y2K, Eco-friendly, Hipster",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.286072,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
115.0,115.0,"SHORTS, POLOS, OVERSIZE TEE","Mint, Pink, Chocolate","Cotton, Rayon",Brand_8,"Beach Wear, Party Wear, Vintage",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.286238,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
116.0,,,"Pastel Pink, Mint, Mustard","Leather, Rayon",Brand_11,"Formal, Vintage, Hipster",,Petite Friendly,Medium,2025-11-19 14:56:19.286362,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
117.0,117.0,"OVERSIZE TEE, UTILITY PANTS, JOGGERS & PANTS","Blush, Sky Blue, Red","Leather, Fleece",Brand_16,"Party Wear, Athleisure, Beach Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.286484,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
118.0,118.0,"DENIM JACKETS, JOGGERS & PANTS, SWEATSHIRTS","White, Black, Brown","Tencel, Wool",Brand_8,"Vintage, Casual, Cottagecore",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.286605,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
119.0,119.0,"KIMONO, TRACK PANTS, UTILITY PANTS","Green, Coral, Orange","Leather, Tencel",Brand_18,"Party Wear, Formal, Minimalist",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.287031,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
120.0,120.0,"SWEATSHIRTS, TANKS, KIMONO","Off-white, Navy, Peach","Denim, Bamboo",Brand_4,"Formal, Party Wear, Beach Wear",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.287212,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
121.0,121.0,"TRACK PANTS, BEACH WEAR, KIMONO","Pastel Blue, Nude, Chocolate","Cotton, Corduroy",Brand_10,"Party Wear, Formal, Athleisure",Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.287361,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
122.0,122.0,"UTILITY PANTS, HOODIES & JACKETS, T-SHIRTS","Nude, Mustard, Camouflage","Polyester, Velvet",,"Formal, Cottagecore, Hipster",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.287513,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
123.0,123.0,"SWEATSHIRTS, HOODIES & JACKETS, BLAZERS","Red, Plaid, Teal","Polyester, Modal",Brand_5,"Athleisure, Beach Wear, Office Wear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.287640,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
124.0,124.0,"KIMONO, HOODIES & JACKETS, DENIM JACKETS","Beige, Grey, Brown","Fleece, Rayon",Brand_17,"Office Wear, Eco-friendly, Athleisure",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.287771,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
125.0,125.0,"TANKS, SWEATSHIRTS, COATS","Yellow, Checked, Sky Blue","Bamboo, Tencel",Brand_6,"Hipster, Eco-friendly, Streetwear",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.287891,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
126.0,126.0,"HOODIES & JACKETS, SWEATSHIRTS, CHINOS","Crimson, Nude, Olive","Velvet, Jacquard",Brand_9,"Formal, Minimalist, Beach Wear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.288026,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
127.0,,"TRACK PANTS, TANKS, CHINOS","Off-white, Black, Chocolate","Corduroy, Wool",Brand_10,"Streetwear, Beach Wear, Luxury",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.288182,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
128.0,128.0,"UTILITY PANTS, CARDIGANS, HOODIES & JACKETS","Blush, Checked, Olive","Bamboo, Tencel",Brand_7,"Cottagecore, Beach Wear, Hipster",Medium Skin,Skinny Friendly,,2025-11-19 14:56:19.288316,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
129.0,129.0,"SHORTS, T-SHIRTS, POLOS","Maroon, Mustard, Olive","Rayon, Leather",Brand_11,"Streetwear, Luxury, Party Wear",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.288442,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
130.0,130.0,"SHORTS, CHINOS, COATS","Green, Orange, Camouflage","Wool, Jacquard",Brand_16,"Cottagecore, Beach Wear, Office Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.288564,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
131.0,131.0,"CHINOS, JOGGERS & PANTS, T-SHIRTS","Pastel Green, Orange, Red","Rayon, Linen",Brand_6,"Cottagecore, Formal, Eco-friendly",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.288692,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
132.0,,"SWEATSHIRTS, TANKS, OVERSIZE TEE","Striped, White, Tie-dye","Jacquard, Wool",Brand_8,"Y2K, Casual, Streetwear",Dark Skin,Petite Friendly,High,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
133.0,133.0,"UTILITY PANTS, OVERSIZE TEE, CARDIGANS","Pink, Yellow, Checked","Tencel, Linen",Brand_3,"Office Wear, Luxury, Eco-friendly",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.288933,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
134.0,134.0,"JOGGERS & PANTS, OVERSIZE TEE, DENIM JACKETS","Navy, Pastel Blue, Multi-color","Rayon, Velvet",Brand_19,"Cottagecore, Streetwear, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289053,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
135.0,135.0,###typo,"Nude, Peach, Tie-dye","Cotton, Denim",Brand_2,"Eco-friendly, Hipster, Y2K",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289210,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
136.0,136.0,"HOODIES & JACKETS, BLAZERS, CHINOS","Red, Coral, Beige","Modal, Tencel",Brand_15,"Athleisure, Office Wear, Casual",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.289335,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
137.0,137.0,"JOGGERS & PANTS, TRACK PANTS, DENIM JACKETS","Blush, Multi-color, Polka Dot","Fleece, Modal",Brand_4,"Eco-friendly, Athleisure, Minimalist",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.289468,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
138.0,138.0,"JOGGERS & PANTS, DENIM JACKETS, CHINOS","Tie-dye, Pastel Pink, Multi-color","Denim, Rayon",Brand_10,"Formal, Beach Wear, Casual",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.289597,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,139.0,"CHINOS, SHORTS, T-SHIRTS","Tie-dye, Pastel Green, Pink","Linen, Leather",Brand_15,"Minimalist, Vintage, Streetwear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.289735,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
140.0,140.0,"KIMONO, UTILITY PANTS, SHORTS","Mint, Nude, Coral","Velvet, Corduroy",Brand_8,"Eco-friendly, Casual, Preppy",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.289879,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
141.0,141.0,"BLAZERS, HOODIES & JACKETS, CHINOS","Green, Orange, Red","Leather, Polyester",Brand_12,"Streetwear, Cottagecore, Athleisure",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.289999,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
142.0,,"OVERSIZE TEE, TRACK PANTS, CHINOS","Crimson, Coral, Multi-color","Velvet, Wool",Brand_6,"Vintage, Y2K, Luxury",Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.290156,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
143.0,143.0,"JOGGERS & PANTS, POLOS, BEACH WEAR","Green, Charcoal, Grey","Tencel, Silk",Brand_7,"Vintage, Luxury, Preppy",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.290296,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
144.0,144.0,"COATS, SHORTS, TANKS","Pastel Green, Pink, Teal","Denim, Rayon",Brand_5,"Streetwear, Cottagecore, Y2K",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.290428,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
145.0,145.0,"JOGGERS & PANTS, T-SHIRTS, SWEATSHIRTS","Checked, Camouflage, Grey","Wool, Corduroy",Brand_6,"Athleisure, Office Wear, Minimalist",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.290551,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
146.0,146.0,"OVERSIZE TEE, BEACH WEAR, SWEATSHIRTS","Crimson, Black, Sky Blue","Rayon, Jacquard",Brand_13,"Streetwear, Preppy, Office Wear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.290685,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
147.0,147.0,"TANKS, CHINOS, OVERSIZE TEE","Pink, Nude, Multi-color","Fleece, Linen",Brand_12,"Beach Wear, Hipster, Vintage",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.290808,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
148.0,148.0,"KIMONO, T-SHIRTS, HOODIES & JACKETS","Tie-dye, Coral, Mustard","Fleece, Jacquard",Brand_15,"Vintage, Preppy, Beach Wear",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.290933,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
149.0,149.0,"UTILITY PANTS, COATS, HOODIES & JACKETS","Tan, Red, Blush","Cotton, Rayon",Brand_16,"Office Wear, Streetwear, Luxury",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.291053,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
150.0,150.0,"HOODIES & JACKETS, DENIM JACKETS, SHORTS","Navy, Plaid, Coral","Denim, Wool",Brand_7,"Casual, Formal, Beach Wear",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.291221,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
151.0,151.0,"HOODIES & JACKETS, UTILITY PANTS, BLAZERS","Blush, Sky Blue, Teal","Jacquard, Polyester",Brand_7,"Preppy, Vintage, Beach Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.291357,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
152.0,152.0,,"Checked, Peach, Mustard","Silk, Bamboo",Brand_16,"Office Wear, Casual, Beach Wear",Medium Skin,Skinny Friendly,Medium,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
153.0,153.0,"COATS, OVERSIZE TEE, T-SHIRTS","Black, Blue, Chocolate","Leather, Velvet",Brand_4,"Casual, Preppy, Formal",Dark Skin,,High,2025-11-19 14:56:19.291612,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
154.0,154.0,"TRACK PANTS, BEACH WEAR, UTILITY PANTS","Olive, Charcoal, Teal","Fleece, Wool",Brand_10,"Vintage, Cottagecore, Preppy",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.291746,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
155.0,155.0,"POLOS, KIMONO, UTILITY PANTS","Red, Mint, Grey","Velvet, Jacquard",Brand_13,"Beach Wear, Casual, Athleisure",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.291868,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
156.0,156.0,"TANKS, KIMONO, COATS","Striped, Pink, Peach","Cotton, Leather",Brand_3,"Cottagecore, Formal, Streetwear",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.291988,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
157.0,157.0,"COATS, BLAZERS, POLOS","Teal, Maroon, Camouflage","Corduroy, Wool",Brand_16,"Hipster, Athleisure, Cottagecore",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.292108,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
158.0,158.0,"T-SHIRTS, BEACH WEAR, COATS","Tie-dye, Sky Blue, Blue","Fleece, Corduroy",Brand_16,"Vintage, Beach Wear, Formal",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.292267,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
159.0,159.0,,"Charcoal, Mint, Teal","Wool, Denim",Brand_18,"Office Wear, Athleisure, Party Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.292391,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
160.0,160.0,"TANKS, COATS, UTILITY PANTS","Blue, Tan, Navy","Denim, Wool",Brand_11,"Hipster, Luxury, Eco-friendly",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.292515,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
161.0,161.0,"HOODIES & JACKETS, OVERSIZE TEE, BEACH WEAR","Orange, Checked, Olive","Rayon, Denim",Brand_15,"Cottagecore, Luxury, Casual",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.292646,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
162.0,162.0,"POLOS, T-SHIRTS, DENIM JACKETS","Pastel Blue, Brown, Yellow",,Brand_19,"Luxury, Minimalist, Casual",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.292782,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
163.0,163.0,"SWEATSHIRTS, JOGGERS & PANTS, CHINOS","Tie-dye, Peach, Coral","Wool, Velvet",Brand_18,"Y2K, Streetwear, Vintage",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.292907,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,164.0,"CHINOS, KIMONO, TRACK PANTS","Crimson, Grey, Teal","Corduroy, Tencel",Brand_2,"Y2K, Office Wear, Preppy",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.293026,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
165.0,165.0,"DENIM JACKETS, OVERSIZE TEE, CHINOS","Red, Pastel Green, Yellow","Corduroy, Silk",Brand_3,"Streetwear, Vintage, Eco-friendly",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.293175,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
166.0,166.0,"T-SHIRTS, CARDIGANS, KIMONO","Pink, Camouflage, Blue","Jacquard, Polyester",Brand_4,"Vintage, Beach Wear, Athleisure",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.293303,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
167.0,167.0,"BEACH WEAR, OVERSIZE TEE, POLOS","Grey, Mustard, Beige","Cotton, Corduroy",Brand_4,"Office Wear, Eco-friendly, Athleisure",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.293425,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
168.0,168.0,"POLOS, TRACK PANTS, SWEATSHIRTS","Teal, Off-white, Olive","Wool, Jacquard",Brand_13,"Casual, Cottagecore, Athleisure",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.293551,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
169.0,169.0,"JOGGERS & PANTS, BLAZERS, TANKS","Blue, Mustard, Crimson","Cotton, Linen",Brand_16,"Y2K, Vintage, Cottagecore",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.293683,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
170.0,170.0,"JOGGERS & PANTS, SWEATSHIRTS, UTILITY PANTS","Navy, Multi-color, Orange","Denim, Modal",Brand_6,"Formal, Minimalist, Office Wear",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.293805,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
171.0,171.0,"SHORTS, TRACK PANTS, OVERSIZE TEE","Plaid, Off-white, Checked","Rayon, Velvet",Brand_8,"Minimalist, Office Wear, Luxury",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.293930,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
172.0,172.0,"TANKS, HOODIES & JACKETS, CHINOS","Mint, Orange, Crimson","Leather, Wool",Brand_7,"Party Wear, Office Wear, Preppy",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.294049,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
173.0,173.0,"SWEATSHIRTS, BLAZERS, T-SHIRTS","Beige, Nude, Brown","Velvet, Linen",Brand_14,"Minimalist, Casual, Streetwear",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.294464,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
174.0,,"KIMONO, POLOS, SHORTS","Charcoal, Crimson, Tan","Fleece, Leather",Brand_16,"Preppy, Cottagecore, Vintage",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.294685,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
175.0,175.0,"COATS, BEACH WEAR, OVERSIZE TEE","Tan, Polka Dot, Chocolate","Cotton, Fleece",Brand_9,"Beach Wear, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.294824,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
176.0,176.0,"COATS, DENIM JACKETS, BLAZERS","Pink, Checked, Red","Jacquard, Leather",Brand_6,"Formal, Y2K, Cottagecore",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.294951,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
177.0,177.0,"CARDIGANS, DENIM JACKETS, KIMONO","Pastel Pink, Pastel Blue, Multi-color","Wool, Polyester",Brand_1,"Eco-friendly, Streetwear, Cottagecore",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.295076,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
178.0,178.0,"SWEATSHIRTS, TANKS, BLAZERS",,,Brand_15,"Athleisure, Vintage, Hipster",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.295255,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
179.0,179.0,"OVERSIZE TEE, BEACH WEAR, TANKS","Brown, Crimson, Mustard","Fleece, Silk",Brand_19,"Streetwear, Party Wear, Vintage",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.295387,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
180.0,180.0,"OVERSIZE TEE, JOGGERS & PANTS, HOODIES & JACKETS","Beige, Mustard, Checked","Fleece, Leather",Brand_6,"Hipster, Beach Wear, Eco-friendly",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.295514,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
181.0,181.0,"OVERSIZE TEE, SWEATSHIRTS, TANKS","Charcoal, Peach, Black","Rayon, Velvet",Brand_17,"Luxury, Eco-friendly, Vintage",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.295658,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
182.0,182.0,"POLOS, SWEATSHIRTS, OVERSIZE TEE","Polka Dot, Green, Chocolate","Modal, Tencel",Brand_16,"Formal, Athleisure, Beach Wear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.295792,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
183.0,183.0,"TANKS, OVERSIZE TEE, DENIM JACKETS","Brown, Mustard, Pastel Blue","Leather, Wool",Brand_4,"Cottagecore, Hipster, Preppy",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.295922,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
184.0,184.0,"TANKS, BLAZERS, T-SHIRTS","Grey, Green, Chocolate","Fleece, Cotton",Brand_10,"Beach Wear, Streetwear, Hipster",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.296048,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
